YR,ST,FIPS5,ROWS_ALL,APPS,APPS_WIDE,DENIED,ORIG,ORIG_RS,ORIG_HOEPA,ORIG_LIEN1,ORIG_LIEN1_RS,AVG_RS
2017,KS,20057,655,477,542,115,341,23,0,333,22,2.782609
2015,SC,45081,510,384,467,163,197,24,0,176,24,3.541667
2017,FL,12037,680,462,600,138,305,28,0,303,28,2.750000
2016,GA,13163,352,257,321,118,127,19,0,111,19,3.789474
2015,OK,40009,764,492,595,151,317,53,0,297,53,3.132075
2017,AL,01049,1685,1252,1505,381,797,116,6,710,116,3.741379
2016,PR,72035,737,612,665,183,401,20,0,249,20,2.500000
2015,GA,13317,259,210,248,67,141,40,6,134,38,3.675000
2016,IA,19131,106,82,96,34,45,2,0,42,2,2.000000
2017,KY,21183,753,559,686,189,340,73,1,318,71,3.383562
2015,IN,18135,871,719,788,204,479,63,0,415,61,2.396825
2015,WA,53055,859,605,775,169,407,12,0,397,11,2.250000
2015,ID,16053,696,515,609,126,353,18,0,325,18,2.277778
2017,WI,55037,145,115,141,31,79,5,0,73,5,2.000000
2015,TX,48315,290,205,262,87,112,40,1,108,40,3.650000
2016,TN,47085,698,521,621,142,346,51,0,337,51,2.921569
2017,LA,22065,179,143,163,42,92,31,0,75,31,4.096774
2015,OR,41023,217,150,194,40,101,4,0,101,4,2.750000
2017,PR,72025,1928,1578,1753,544,957,46,1,691,46,2.086957
2015,SD,46065,731,493,586,92,385,20,0,356,16,4.400000
2016,CO,08097,1326,1015,1253,271,705,21,0,693,21,2.142857
2016,AR,05067,462,320,389,121,186,17,0,160,17,3.235294
2016,MN,27121,423,321,377,81,234,11,0,227,11,2.181818
2015,PR,72003,500,449,489,155,263,8,0,174,8,2.375000
2016,KY,21193,494,369,448,153,186,29,1,158,29,4.586207
2017,IA,19189,230,201,218,39,149,13,0,139,13,2.076923
2015,IA,19043,516,463,495,96,357,23,0,322,21,3.260870
2017,MO,29181,366,284,332,69,205,49,0,198,49,2.346939
2017,OK,40133,658,543,610,149,351,100,0,282,98,3.200000
2017,GA,13253,274,204,251,47,153,15,1,150,15,3.733333
2015,MO,29011,289,190,226,37,147,18,0,140,18,2.000000
2017,OH,39033,963,744,882,206,522,64,0,487,63,2.312500
2016,VT,50009,233,189,221,56,123,11,0,116,11,2.454545
2017,NY,36003,1070,912,1023,213,679,52,0,472,51,2.596154
2016,MO,29057,276,211,244,55,145,19,0,134,19,2.526316
2015,AR,05105,355,260,309,98,154,32,0,145,32,4.281250
2017,VA,51600,1294,872,1091,131,706,10,0,662,7,3.400000
2017,OK,40005,245,186,233,81,92,15,0,85,15,3.533333
2015,ND,38099,229,167,193,34,127,9,0,119,9,3.222222
2016,NM,35007,529,382,495,124,240,28,0,219,24,3.535714
2015,TX,48373,1207,863,1032,310,516,99,1,462,99,4.222222
2016,KY,21133,483,381,465,158,195,45,0,140,44,3.822222
2015,TX,48483,95,66,82,24,36,6,0,34,6,4.333333
2016,MS,28025,538,422,487,165,238,19,0,213,19,5.526316
2016,VA,51169,568,416,542,149,251,63,0,232,63,3.634921
2016,PR,72113,1999,1589,1813,598,909,72,0,602,72,2.444444
2016,PR,72077,794,595,664,227,340,21,0,218,21,2.571429
2016,PR,72143,729,582,633,241,320,33,1,238,33,2.545455
2015,NC,37005,375,281,343,101,168,13,1,164,12,3.384615
2015,PA,42093,595,493,547,82,395,16,0,350,16,2.125000
2017,TX,48489,221,160,200,82,68,16,0,60,15,3.250000
2017,TN,47071,956,711,826,203,478,45,1,445,45,2.888889
2017,GA,13277,1115,771,940,207,533,40,0,508,39,3.225000
2017,IA,19125,1111,867,1011,156,694,50,0,635,49,3.540000
2015,MS,28151,957,766,863,278,464,68,0,387,64,3.676471
2016,MI,26129,768,627,722,189,394,32,1,367,32,2.250000
2017,MN,27055,602,512,573,68,415,28,0,373,25,3.535714
2017,IN,18015,897,665,771,151,471,56,1,441,55,2.142857
2015,MT,30015,122,98,107,23,71,2,0,58,2,2.500000
2016,MS,28057,608,497,574,161,315,49,1,302,49,4.244898
2017,OH,39031,796,607,703,152,435,42,0,408,42,2.261905
2015,OH,39039,1159,927,1034,234,657,30,0,625,28,2.400000
2016,GA,13259,95,73,91,39,31,6,0,27,6,5.500000
2017,AL,01123,1778,1361,1651,391,895,119,9,840,117,3.428571
2016,KY,21197,537,388,486,115,249,37,0,213,37,3.864865
2016,KY,21099,606,491,573,148,317,70,0,295,70,2.985714
2017,ID,16081,723,501,636,112,366,13,0,357,13,2.307692
2016,AL,01111,745,514,651,187,308,35,0,297,35,3.400000
2016,IN,18079,1133,866,1004,285,548,37,0,483,37,2.108108
2017,NM,35027,1133,861,1031,226,574,36,0,563,35,2.916667
2016,SD,46089,34,26,31,4,20,2,0,20,2,2.500000
2017,IA,19011,1224,956,1064,126,792,28,0,629,28,2.250000
2015,PA,42115,1323,1074,1252,351,677,35,0,565,30,2.885714
2015,SD,46125,416,325,363,58,244,25,0,223,24,3.040000
2016,MO,29135,493,415,464,77,325,17,0,317,17,2.352941
2017,ID,16025,68,55,62,14,33,2,0,30,2,2.000000
2015,NC,37199,652,486,595,147,313,11,0,303,11,2.090909
2015,CO,08073,196,148,179,55,92,11,1,91,11,3.454545
2016,GA,13181,413,315,368,71,238,61,0,231,61,2.836066
2016,OK,40067,143,109,133,36,70,4,0,66,4,4.500000
2017,IL,17101,232,159,203,56,101,15,0,91,15,2.733333
2016,OK,40153,655,464,538,139,299,46,0,277,44,2.543478
2015,MO,29186,721,527,629,116,379,23,0,355,22,2.652174
2015,NH,33019,1120,804,987,216,543,31,0,522,29,2.838710
2016,VA,51159,287,195,249,68,120,12,1,113,12,3.083333
2015,NY,36097,657,566,620,126,417,26,0,298,25,3.192308
2017,IA,19177,103,76,97,26,46,3,0,44,3,3.333333
2016,PA,42061,1258,994,1161,298,655,37,0,546,36,2.702703
2016,KY,21069,360,289,340,81,191,24,0,152,24,3.291667
2015,OR,41063,264,187,239,50,131,6,0,130,6,2.166667
2016,SC,45031,1811,1336,1652,517,776,126,0,730,124,4.269841
2016,TN,47091,465,343,434,116,211,32,0,202,32,2.968750
2017,KS,20117,177,131,161,23,103,6,0,94,6,2.666667
2015,MS,28031,590,449,520,165,266,115,0,239,114,4.234783
2017,VA,51590,804,589,693,151,413,45,0,382,44,2.355556
2017,TN,47139,604,408,522,122,265,42,2,235,42,2.857143
2017,IL,17009,82,65,73,16,45,4,0,42,4,2.500000
2016,VA,51027,439,335,419,100,216,74,1,155,73,2.905405
2015,IL,17159,286,238,260,62,169,36,0,161,36,2.250000
2015,MO,29039,411,315,346,83,217,15,0,205,15,2.466667
2016,KY,21001,314,219,262,71,131,22,0,127,22,3.181818
2016,MN,27151,206,151,171,36,109,13,0,95,11,2.461538
2017,MN,27057,815,632,747,92,512,34,0,477,33,2.235294
2015,VA,51690,289,198,237,74,118,6,0,96,6,3.166667
2016,GA,13195,1185,840,1009,245,567,63,0,537,61,2.968254
2017,AR,05107,307,234,285,104,112,23,0,92,23,3.695652
2015,AR,05027,679,567,629,141,403,25,0,311,24,4.960000
2015,CO,08113,572,449,534,115,312,8,0,308,8,2.125000
2015,NE,31097,147,120,126,27,91,13,0,81,13,2.461538
2016,KS,20133,311,242,279,76,159,24,0,145,24,2.625000
2016,NE,31095,226,184,197,49,126,13,0,112,13,2.153846
2016,AR,05141,750,558,646,193,328,53,0,319,53,3.547170
2017,IN,18125,495,338,407,86,231,28,0,217,28,2.214286
2017,IL,17033,282,216,262,83,126,14,0,117,14,3.714286
2016,WY,56041,780,558,638,145,381,20,0,376,20,2.000000
2015,AR,05137,390,274,329,84,171,23,0,165,22,3.260870
2017,AR,05001,500,345,415,107,228,59,1,218,59,3.067797
2015,TN,47173,863,659,767,227,389,67,0,363,65,3.820896
2017,IN,18041,749,593,686,145,428,60,0,404,58,2.350000
2016,AL,01023,318,285,310,124,150,31,0,124,31,4.903226
2017,FL,12007,837,565,731,210,334,65,0,322,64,3.246154
2017,MT,30059,58,42,54,11,30,2,0,30,2,3.000000
2017,TX,48093,273,198,244,58,127,41,0,117,41,2.707317
2016,UT,49031,60,43,55,12,30,0,0,28,0,
2015,MI,26031,807,572,744,173,381,11,0,371,11,2.636364
2017,TX,48371,385,285,360,111,164,85,0,159,85,3.752941
2015,IN,18013,1003,748,886,174,539,28,0,517,28,2.642857
2015,MN,27055,725,617,702,70,495,31,1,466,30,3.322581
2015,FL,12063,1170,902,1111,434,433,63,2,384,63,3.682540
2017,MN,27051,206,150,174,24,123,14,0,115,14,2.357143
2017,NC,37131,599,437,558,197,219,31,0,211,31,3.258065
2015,AR,05059,1214,897,1059,342,517,84,1,459,83,4.059524
2015,TX,48299,1058,757,891,177,544,40,0,512,40,3.100000
2017,TX,48379,388,284,346,93,168,34,0,158,34,2.970588
2017,VA,51035,993,722,914,236,469,55,0,423,55,2.763636
2016,CA,06091,173,116,158,32,77,3,0,74,3,2.000000
2015,SD,46033,464,340,385,67,243,18,1,229,18,4.166667
2016,IA,19175,259,205,230,81,116,14,0,110,14,2.142857
2015,IA,19191,323,263,313,46,204,11,1,176,10,3.909091
2015,TN,47075,491,374,436,103,249,47,0,223,41,3.212766
2016,VA,51678,182,127,166,31,94,3,0,89,3,2.333333
2016,SC,45049,515,410,494,216,180,43,1,159,43,4.000000
2017,OK,40007,73,50,63,13,37,6,0,36,6,2.333333
2015,AK,02240,185,118,146,28,84,2,0,81,2,2.000000
2015,OK,40033,116,88,105,30,55,12,0,53,12,3.750000
2015,IA,19167,631,522,583,96,416,19,0,392,18,2.578947
2017,IN,18153,591,469,546,145,292,48,0,274,47,2.354167
2017,AR,05089,681,538,634,149,360,40,0,316,37,2.950000
2017,WI,55043,1193,1022,1140,160,794,64,1,744,61,2.625000
2017,PR,72153,363,305,345,118,168,5,0,121,5,2.200000
2015,OK,40099,465,355,420,95,240,33,0,191,33,2.848485
2016,IL,17095,1545,1309,1433,285,973,55,1,881,55,2.163636
2017,LA,22003,589,459,554,165,268,66,0,242,66,3.893939
2016,WV,54067,674,537,641,200,318,54,0,269,54,3.907407
2015,MI,26011,512,398,475,132,252,22,0,229,22,2.363636
2016,MT,30009,677,505,584,124,355,24,0,340,22,3.166667
2017,MT,30037,18,12,14,4,8,0,0,6,0,
2015,IA,19083,408,343,364,58,275,43,0,247,40,2.488372
2015,PR,72101,467,388,431,139,235,14,0,144,14,2.142857
2015,VA,51081,299,209,278,115,90,17,0,83,17,3.882353
2017,KS,20063,63,45,58,21,24,3,0,24,3,2.333333
2017,NM,35053,319,236,303,101,120,14,0,114,14,2.857143
2015,KS,20035,869,657,737,139,482,56,1,447,55,2.678571
2017,AR,05141,711,542,622,195,312,53,0,297,53,3.471698
2017,FL,12075,1573,1090,1404,405,637,186,0,614,186,3.155914
2017,OH,39065,800,625,719,154,441,48,0,400,44,2.791667
2016,KY,21203,353,249,314,94,139,23,0,134,23,4.478261
2016,IA,19053,168,134,154,44,85,12,0,80,12,2.333333
2017,GA,13101,67,46,63,21,23,4,0,21,4,3.750000
2017,ND,38053,359,255,291,42,193,26,0,189,26,2.269231
2016,CO,08071,595,413,546,145,244,20,0,231,19,2.600000
2017,OK,40059,61,45,56,18,27,7,0,26,7,2.428571
2015,KY,21065,288,206,254,87,112,18,0,104,18,3.111111
2016,PA,42105,542,438,523,126,297,50,0,254,48,2.660000
2015,KY,21207,358,269,304,88,164,23,0,162,23,2.608696
2016,OK,40085,284,207,249,79,121,14,0,113,14,3.214286
2015,MT,30045,58,46,49,7,38,5,0,32,5,2.400000
2015,MT,30071,89,62,71,21,41,4,0,40,4,4.000000
2017,NE,31041,168,133,147,32,98,12,0,86,11,2.666667
2015,AL,01099,615,472,573,208,234,26,0,184,26,3.807692
2015,WV,54067,658,522,619,215,287,66,0,249,64,3.257576
2016,IA,19077,556,452,495,89,352,50,1,322,48,2.880000
2016,OK,40003,93,77,85,22,49,5,0,44,5,3.000000
2015,OK,40129,60,41,54,19,17,5,0,16,5,4.000000
2016,KY,21217,615,429,507,117,298,20,0,295,20,2.300000
2017,IL,17001,1337,1054,1172,160,833,69,0,781,69,2.144928
2017,IL,17005,502,395,444,95,279,17,0,269,17,2.411765
2017,PR,72147,86,78,81,39,33,0,0,12,0,
2015,GA,13187,1230,881,1064,246,608,28,0,567,27,2.750000
2017,PR,72107,226,199,218,93,92,1,0,32,1,2.000000
2016,IL,17067,348,288,318,74,193,18,1,174,17,2.388889
2015,GA,13099,262,217,249,64,149,38,0,141,38,3.078947
2015,KS,20171,59,40,44,9,30,5,0,30,5,2.000000
2016,GA,13229,721,548,673,177,358,85,1,334,85,3.635294
2017,NE,31139,141,94,103,22,69,2,0,69,2,2.000000
2016,GA,13303,365,260,344,138,111,14,0,99,14,3.571429
2016,PR,72015,307,259,285,121,131,5,0,74,5,3.000000
2017,MO,29087,122,99,117,22,74,10,0,71,10,2.200000
2017,TX,48389,207,159,194,86,65,25,0,64,25,4.320000
2017,AR,05113,562,400,479,100,280,35,0,261,33,3.771429
2015,KY,21017,684,517,598,123,374,32,0,352,31,2.562500
2017,MS,28079,595,454,550,172,262,36,0,209,35,4.083333
2017,KS,20099,464,356,414,97,244,46,0,228,46,2.195652
2016,IA,19091,362,313,341,71,226,13,0,218,12,2.153846
2016,IL,17127,256,200,236,88,100,13,0,98,13,2.923077
2017,OH,39115,381,309,357,89,213,21,0,205,21,2.714286
2016,PR,72089,509,401,455,145,239,26,0,176,26,2.192308
2017,KS,20029,207,162,194,36,121,19,0,114,19,2.105263
2016,MN,27029,282,228,263,41,178,37,0,149,36,2.378378
2016,AL,01037,376,298,355,125,160,27,0,143,27,4.333333
2017,OK,40015,581,409,487,130,259,55,0,233,54,3.472727
2016,MN,27051,236,188,211,51,129,11,0,121,11,2.454545
2015,OK,40149,267,188,212,66,119,20,0,115,19,2.250000
2015,AR,05117,227,177,210,68,86,30,0,80,29,3.733333
2015,NC,37173,469,330,422,108,210,17,0,203,17,3.000000
2016,MO,29093,281,217,264,67,141,23,0,130,23,3.434783
2017,TX,48211,94,69,80,17,45,6,0,36,6,3.500000
2016,NC,37015,460,323,427,154,160,35,0,153,35,4.342857
2017,MS,28091,919,733,835,255,437,144,4,383,137,4.013889
2017,IL,17061,299,252,281,68,174,19,0,156,18,2.736842
2017,OK,40035,340,259,300,82,168,18,0,144,18,3.444444
2015,SD,46107,60,46,51,12,33,2,0,32,2,2.500000
2017,TN,47173,1023,744,896,232,457,70,0,414,69,3.100000
2016,TX,48293,523,391,485,167,193,50,0,187,50,3.700000
2015,NC,37073,503,351,452,143,192,27,0,172,25,3.296296
2015,KY,21095,502,384,470,194,166,51,0,142,51,3.588235
2015,WY,56015,532,403,434,75,304,33,0,280,33,2.363636
2017,KY,21219,294,234,270,65,157,31,0,140,30,3.451613
2017,NM,35041,483,313,403,96,206,17,0,190,17,2.117647
2015,TX,48253,449,324,397,108,204,58,0,186,58,3.586207
2015,KS,20131,259,223,251,48,167,13,0,158,12,2.846154
2015,OK,40141,180,150,162,32,108,22,0,89,22,2.818182
2017,MS,28017,396,323,385,145,162,30,6,144,30,4.866667
2015,IL,17129,646,534,572,72,434,19,0,387,19,2.578947
2017,PR,72143,545,448,484,178,248,14,0,182,14,2.071429
2015,TX,48317,164,111,138,28,77,25,0,73,25,4.800000
2016,IL,17139,405,337,376,83,243,21,0,221,19,2.476190
2015,MT,30017,398,293,342,46,243,26,0,207,24,2.961538
2016,TN,47109,888,713,826,216,448,82,0,416,81,3.195122
2015,WY,56019,340,222,253,48,168,10,0,155,10,3.000000
2015,MI,26137,1218,933,1079,243,636,26,0,559,23,2.500000
2016,MS,28099,661,547,624,186,348,35,0,324,35,4.457143
2016,MN,27087,124,85,104,21,60,10,0,54,10,2.500000
2017,ND,38081,86,69,76,12,52,6,0,47,6,3.166667
2016,GA,13249,125,90,111,31,58,8,0,53,8,3.250000
2017,KS,20025,44,31,38,10,20,3,0,19,3,2.333333
2017,PR,72045,162,144,155,75,62,2,0,31,2,2.000000
2017,MT,30073,148,105,137,25,79,4,0,71,4,2.000000
2015,NC,37185,593,421,543,122,273,34,0,260,34,2.882353
2017,MI,26109,546,386,446,71,292,21,0,286,21,2.190476
2015,IL,17085,848,690,794,139,512,17,0,439,16,2.823529
2016,KY,21207,460,346,399,98,229,20,0,223,20,2.850000
2015,NC,37007,569,415,537,180,214,33,0,198,33,3.575758
2016,ND,38077,558,440,502,93,332,20,1,309,20,3.300000
2015,NE,31093,225,184,203,34,144,19,0,133,19,2.368421
2016,LA,22027,382,310,357,111,187,57,3,177,57,4.140351
2017,TX,48205,146,95,113,22,71,7,0,67,7,2.000000
2017,MO,29069,441,330,392,125,195,40,0,178,40,2.350000
2017,TX,48445,199,145,174,48,91,13,0,81,13,3.461538
2016,IA,19023,663,510,578,88,402,20,0,325,20,2.250000
2016,MO,29011,308,211,247,61,147,12,0,146,12,2.916667
2015,CO,08121,180,129,155,43,84,10,0,82,10,2.900000
2017,GA,13259,90,64,84,38,24,3,0,19,3,5.000000
2015,GA,13205,442,321,399,172,140,32,0,135,32,4.062500
2017,KY,21131,151,116,148,78,30,11,0,24,11,5.181818
2016,FL,12093,1107,847,1011,335,491,66,0,420,66,2.681818
2017,GA,13027,539,423,500,154,260,32,1,232,32,3.062500
2015,NE,31131,649,471,517,80,376,28,0,343,27,2.464286
2015,MI,26043,365,303,340,81,196,11,0,190,11,2.000000
2017,NE,31145,295,171,199,39,124,10,0,120,9,2.500000
2016,AK,02282,8,6,8,5,1,0,0,1,0,
2016,PR,72011,291,252,282,81,154,6,0,105,6,3.333333
2017,NM,35057,420,282,386,108,159,37,1,144,37,3.216216
2017,WV,54023,347,281,322,66,205,41,0,186,41,3.121951
2016,UT,49055,95,73,86,13,56,1,0,54,1,2.000000
2016,KS,20001,346,258,297,70,169,21,0,152,21,2.571429
2015,UT,49015,337,246,291,55,179,13,0,167,12,2.230769
2015,WV,54103,191,152,174,55,89,9,0,81,9,3.555556
2017,MT,30035,173,127,156,28,94,12,0,74,12,3.666667
2016,MO,29067,375,295,335,79,208,51,0,197,51,2.156863
2015,NC,37137,436,325,405,99,209,25,0,200,25,3.040000
2016,PR,72103,358,278,306,116,149,12,0,100,12,2.416667
2016,ID,16059,343,257,306,101,148,5,0,144,5,2.000000
2016,TN,47101,398,312,369,106,181,26,0,165,26,3.230769
2016,KS,20031,304,239,270,49,186,31,0,180,31,2.354839
2015,ID,16035,274,191,252,61,123,8,0,119,8,2.000000
2017,TX,48437,130,97,111,32,58,13,0,52,13,2.384615
2016,KY,21063,83,58,77,23,33,6,0,32,6,3.500000
2015,KS,20067,94,65,72,17,44,13,0,41,11,3.384615
2017,ND,38069,66,53,57,8,43,4,0,43,4,2.000000
2015,OK,40045,85,61,72,24,30,3,0,27,3,6.666667
2016,SD,46053,63,47,58,16,28,3,0,26,3,4.000000
2015,CO,08023,96,71,92,32,35,4,0,30,4,3.000000
2017,MT,30045,61,48,53,6,40,2,0,23,2,2.000000
2016,OR,41069,46,33,40,12,18,3,0,18,3,3.000000
2017,CO,08011,125,90,112,31,52,7,0,48,7,2.428571
2015,GA,13283,92,73,84,43,27,9,0,25,9,4.333333
2016,AK,02060,27,16,22,7,6,0,0,6,0,
2015,IL,17101,186,141,172,51,82,6,0,74,6,2.000000
2015,KY,21237,161,127,156,52,69,19,0,53,19,4.105263
2016,TX,48411,69,51,60,18,30,7,0,28,7,3.000000
2016,MI,26095,123,104,119,31,69,10,0,68,10,2.000000
2017,NE,31003,99,73,88,29,43,4,0,39,3,3.250000
2015,IN,18111,642,479,555,113,342,69,1,319,67,2.275362
2016,AK,02185,64,55,60,25,26,3,0,21,3,2.000000
2016,OK,40127,169,126,161,49,71,13,0,69,13,2.000000
2015,NM,35051,313,220,280,80,133,27,0,124,26,2.925926
2015,NE,31035,180,137,148,29,104,15,0,90,15,2.133333
2015,IA,19189,295,255,284,74,173,6,0,140,6,3.000000
2016,NE,31137,293,220,244,57,157,12,0,151,12,2.583333
2017,MS,28037,173,132,158,71,52,15,0,47,15,4.200000
2016,AR,05117,251,190,220,68,108,42,0,102,42,3.428571
2015,NE,31105,82,69,74,13,54,12,0,47,12,2.583333
2016,MS,28015,211,159,200,73,77,9,0,59,9,3.777778
2017,AR,05095,169,117,144,52,56,6,0,51,6,3.333333
2016,KS,20127,115,88,105,30,57,3,0,49,3,2.666667
2015,IA,19039,289,231,260,72,148,20,0,137,17,3.050000
2017,GA,13043,247,183,227,72,106,18,0,103,18,3.333333
2016,PR,72007,367,326,345,139,174,6,0,65,6,2.333333
2017,MS,28161,383,316,365,118,189,15,0,165,15,3.866667
2016,TX,48151,90,69,83,29,37,10,0,28,10,2.900000
2017,MO,29205,69,50,61,18,30,3,0,30,3,2.333333
2015,GA,13249,109,77,91,28,48,6,0,45,6,3.333333
2015,TX,48399,224,172,190,60,104,24,0,98,24,3.208333
2015,TX,48387,189,134,171,55,71,26,0,66,26,3.192308
2017,TX,48107,111,68,86,26,39,9,0,38,9,4.111111
2015,GA,13287,227,173,207,67,104,27,0,102,27,3.185185
2017,AK,02180,153,115,131,27,83,1,0,59,1,2.000000
2015,MI,26131,78,60,68,18,39,1,0,38,1,2.000000
2015,TX,48489,246,177,222,91,77,16,0,70,16,2.437500
2016,AL,01075,350,256,323,80,171,62,2,166,62,4.387097
2016,MS,28063,177,138,168,77,54,17,0,38,17,6.117647
2017,KY,21105,69,58,62,19,36,3,0,29,3,4.333333
2015,KY,21119,270,201,254,108,78,25,0,65,23,4.560000
2017,AR,05025,261,181,223,73,98,32,0,88,32,3.375000
2015,WA,53023,102,73,95,27,42,4,0,42,4,2.250000
2017,PR,72033,289,242,268,94,135,5,0,90,5,2.000000
2016,PR,72055,183,149,171,71,76,6,0,49,6,2.666667
2017,AL,01105,258,219,248,112,100,17,0,74,17,4.000000
2017,OH,39105,396,294,362,122,154,29,0,146,28,2.379310
2017,VA,51595,121,97,109,37,56,6,0,55,6,2.500000
2015,NE,31125,81,59,66,15,43,4,0,40,4,2.750000
2015,TX,48437,115,84,96,25,46,13,0,45,13,2.384615
2016,TX,48133,499,376,429,110,246,65,0,217,64,2.784615
2017,ND,38007,32,26,29,6,18,4,0,18,4,2.250000
2015,AK,02230,47,23,33,3,20,1,0,19,1,3.000000
2017,PR,72125,268,222,256,95,116,5,2,68,5,2.400000
2015,MO,29149,185,138,162,38,96,29,0,83,29,2.689655
2016,VA,51017,155,118,142,35,79,21,0,75,21,2.523810
2016,OR,41055,45,30,39,12,15,2,0,14,2,4.000000
2015,NE,31107,123,103,110,12,82,6,0,76,6,2.500000
2016,AR,05127,259,198,242,85,102,20,0,94,20,3.850000
2016,WA,53023,84,72,80,21,48,4,0,47,4,2.000000
2015,NM,35011,31,22,30,9,11,0,0,11,0,
2015,PR,72037,214,170,191,61,97,13,0,71,13,2.461538
2017,TX,48195,83,63,73,22,38,5,0,37,5,2.400000
2015,VA,51157,345,236,292,52,177,5,0,169,5,2.000000
2016,NE,31039,181,138,153,32,106,6,0,99,5,6.833333
2015,MO,29205,45,37,42,9,26,1,0,23,1,2.000000
2016,MT,30039,145,109,130,45,58,0,0,57,0,
2015,VA,51111,372,275,323,93,168,41,0,145,41,2.975610
2017,CO,08025,106,84,100,29,47,9,0,45,9,2.444444
2015,MI,26095,144,114,139,29,76,9,0,76,9,2.555556
2017,MN,27125,101,83,89,10,73,17,0,66,17,3.000000
2017,TX,48483,86,62,74,18,36,10,0,31,10,2.200000
2015,NE,31149,14,11,12,4,6,2,0,6,2,2.000000
2015,TX,48125,22,18,20,4,13,3,0,12,3,3.333333
2016,KY,21219,306,248,282,64,177,31,0,158,30,3.225806
2017,TX,48385,77,59,70,18,39,5,0,39,5,3.600000
2015,MT,30007,237,164,196,31,126,3,0,124,3,2.333333
2017,NE,31147,201,168,188,44,118,36,0,104,36,2.166667
2017,IN,18007,290,203,240,57,137,20,0,127,20,2.650000
2016,MO,29133,253,175,206,48,120,20,0,115,20,2.400000
2015,IL,17171,97,91,95,28,63,6,0,55,5,3.166667
2017,MS,28143,149,108,138,46,60,7,1,50,7,3.571429
2015,KS,20187,16,12,13,8,4,1,0,4,1,2.000000
2016,LA,22025,195,150,183,49,93,36,0,88,36,3.833333
2015,ND,38001,54,41,48,16,24,1,0,23,1,2.000000
2015,GA,13101,78,59,74,26,33,11,0,27,11,3.363636
2017,IA,19003,95,74,83,22,46,5,0,46,5,2.400000
2017,PA,42023,132,104,125,40,62,14,1,58,12,2.714286
2017,MN,27029,216,174,206,32,135,30,0,121,30,2.333333
2016,IA,19147,188,157,172,33,120,7,0,116,6,2.285714
2015,GA,13037,125,104,120,45,58,26,0,52,26,3.730769
2015,KS,20137,48,35,42,9,23,4,1,23,4,3.250000
2017,SD,46031,29,28,28,14,11,2,0,7,2,4.500000
2015,SD,46109,118,98,110,29,64,3,0,60,3,3.666667
2017,KS,20013,247,181,220,58,118,10,0,111,10,2.500000
2016,SD,46025,106,95,102,25,66,1,0,60,1,2.000000
2017,KS,20203,31,20,27,10,9,0,0,9,0,
2016,WV,54021,107,80,104,35,40,7,0,35,7,3.285714
2017,AR,05077,126,99,116,54,41,15,1,39,15,4.066667
2015,IL,17009,57,41,43,7,30,1,0,28,1,2.000000
2016,MS,28119,125,112,119,50,61,5,0,52,5,4.400000
2017,MO,29227,47,41,46,13,25,2,0,24,2,2.500000
2015,SD,46097,56,42,48,8,29,1,0,27,1,3.000000
2017,NE,31163,54,45,51,11,34,12,0,33,12,2.000000
2016,ND,38031,100,84,89,22,61,3,1,57,3,5.000000
2015,TX,48127,160,104,150,45,51,23,0,51,23,4.782609
