id	status	score	a	a_key	c	c_key	a_schema	c_schema	a_rows	c_rows	via	via_count	tags	look_for	charts	traps	found	finding_ids	by	date
H:HEALTH__FED_CMS_NURSING_HOME~HEALTH__FED_CMS_PARTD_PRESCRIBERS	untouched	9.1	HEALTH__FED_CMS_NURSING_HOME	CCN	HEALTH__FED_CMS_PARTD_PRESCRIBERS	NPI	HEALTH	HEALTH	14700	25869521	CCN to NPI via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS +1	1	HARM MONEY PEOPLE HOP	does it land: share of FED_CMS_NURSING_HOME CCN values that reach a NPI through the crosswalk, and on to FED_CMS_PARTD_PRESCRIBERS :: flow diagram | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_CMS_NURSING_HOME for matched vs unmatched :: paired bars | gap: TOTAL_DRUG_COST in FED_CMS_PARTD_PRESCRIBERS for matched vs unmatched :: paired bars | big on both sides: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS against TOTAL_DRUG_COST, one dot per match :: scatter	flow_diagram paired_bars scatter	nursing-home-chow-flag-constant owner-flag-columns-exist-but-empty partd-is-dy2022 reach-is-not-a-usable-join				
H:HEALTH__FED_CMS_NURSING_HOME~HEALTH__FED_CMS_PART_D_PRESCRIBERS	untouched	9.1	HEALTH__FED_CMS_NURSING_HOME	CCN	HEALTH__FED_CMS_PART_D_PRESCRIBERS	NPI	HEALTH	HEALTH	14700	1416883	CCN to NPI via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS +1	1	HARM MONEY PEOPLE HOP	does it land: share of FED_CMS_NURSING_HOME CCN values that reach a NPI through the crosswalk, and on to FED_CMS_PART_D_PRESCRIBERS :: flow diagram | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_CMS_NURSING_HOME for matched vs unmatched :: paired bars | gap: OPIOID_PRSCRBR_RATE in FED_CMS_PART_D_PRESCRIBERS for matched vs unmatched :: paired bars	flow_diagram paired_bars	nursing-home-chow-flag-constant owner-flag-columns-exist-but-empty partd-is-dy2022 reach-is-not-a-usable-join				
H:HEALTH__FED_CMS_NURSING_HOME~HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	untouched	9.1	HEALTH__FED_CMS_NURSING_HOME	CCN	HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	NPI	HEALTH	HEALTH	14700	2978925	CCN to NPI via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS +1; CCN to PECOS_PAC_ID via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS; CCN to PECOS_ENRLMT_ID via FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	3	HARM MONEY PEOPLE HOP	does it land: share of FED_CMS_NURSING_HOME CCN values that reach a NPI through the crosswalk, and on to FED_CMS_PECOS_PROVIDER_ENROLLMENT :: flow diagram | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_CMS_NURSING_HOME for matched vs unmatched :: paired bars	flow_diagram paired_bars	no-org-to-person-enrollment-bridge nursing-home-chow-flag-constant owner-flag-columns-exist-but-empty reach-is-not-a-usable-join				
H:HEALTH__FED_CMS_NURSING_HOME~HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE	untouched	9.1	HEALTH__FED_CMS_NURSING_HOME	CCN	HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE	NPI	HEALTH	HEALTH	14700	503917	CCN to NPI via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS +1	1	HARM MONEY PEOPLE HOP	does it land: share of FED_CMS_NURSING_HOME CCN values that reach a NPI through the crosswalk, and on to FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE :: flow diagram | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_CMS_NURSING_HOME for matched vs unmatched :: paired bars | gap: ALLOWED_CHARGES in FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE for matched vs unmatched :: paired bars | big on both sides: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS against ALLOWED_CHARGES, one dot per match :: scatter	flow_diagram paired_bars scatter	nursing-home-chow-flag-constant owner-flag-columns-exist-but-empty reach-is-not-a-usable-join				
H:HEALTH__FED_CMS_NURSING_HOME~HEALTH__FED_HHS_OIG_LEIE	untouched	9.1	HEALTH__FED_CMS_NURSING_HOME	CCN	HEALTH__FED_HHS_OIG_LEIE	NPI	HEALTH	HEALTH	14700	83816	CCN to NPI via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS +1	1	HARM MONEY PEOPLE HOP	does it land: share of FED_CMS_NURSING_HOME CCN values that reach a NPI through the crosswalk, and on to FED_HHS_OIG_LEIE :: flow diagram | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_CMS_NURSING_HOME for matched vs unmatched :: paired bars | gap: share of FED_HHS_OIG_LEIE rows with a EXCLUSION_SK, matched vs unmatched :: paired bars	flow_diagram paired_bars	nursing-home-chow-flag-constant owner-flag-columns-exist-but-empty reach-is-not-a-usable-join				
H:HEALTH__FED_CMS_NURSING_HOME~HEALTH__FED_HRSA_UDS_SERVICE_DELIVERY_SITES	untouched	9.1	HEALTH__FED_CMS_NURSING_HOME	CCN	HEALTH__FED_HRSA_UDS_SERVICE_DELIVERY_SITES	NPI	HEALTH	HEALTH	14700	19038	CCN to NPI via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS +1	1	HARM MONEY PEOPLE HOP	does it land: share of FED_CMS_NURSING_HOME CCN values that reach a NPI through the crosswalk, and on to FED_HRSA_UDS_SERVICE_DELIVERY_SITES :: flow diagram | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_CMS_NURSING_HOME for matched vs unmatched :: paired bars | gap: OPERATING_HOURS_PER_WEEK in FED_HRSA_UDS_SERVICE_DELIVERY_SITES for matched vs unmatched :: paired bars	flow_diagram paired_bars	nursing-home-chow-flag-constant owner-flag-columns-exist-but-empty reach-is-not-a-usable-join				
H:HEALTH__FED_CMS_NURSING_HOME~HEALTH__FQHC_SITE_PEOPLE	untouched	9.1	HEALTH__FED_CMS_NURSING_HOME	CCN	HEALTH__FQHC_SITE_PEOPLE	NPI	HEALTH	HEALTH	14700	239265	CCN to NPI via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS +1	1	HARM MONEY PEOPLE HOP	does it land: share of FED_CMS_NURSING_HOME CCN values that reach a NPI through the crosswalk, and on to FQHC_SITE_PEOPLE :: flow diagram | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_CMS_NURSING_HOME for matched vs unmatched :: paired bars | gap: PEOPLE_AT_SITE in FQHC_SITE_PEOPLE for matched vs unmatched :: paired bars	flow_diagram paired_bars	nursing-home-chow-flag-constant owner-flag-columns-exist-but-empty reach-is-not-a-usable-join				
H:HEALTH__FED_CMS_OPEN_PAYMENTS_2022~POLITICS__FED_FCC_LICENSING	untouched	9.1	HEALTH__FED_CMS_OPEN_PAYMENTS_2022	CCN	POLITICS__FED_FCC_LICENSING	EIN	HEALTH	POLITICS	13306564	1689338	CCN to EIN via XWALK_HOSPITAL_CCN_EIN	1	MONEY PEOPLE CROSS HOP	does it land: share of FED_CMS_OPEN_PAYMENTS_2022 CCN values that reach a EIN through the crosswalk, and on to FED_FCC_LICENSING :: flow diagram | gap: TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS in FED_CMS_OPEN_PAYMENTS_2022 for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:HEALTH__FED_CMS_OPEN_PAYMENTS_2023~POLITICS__FED_FCC_LICENSING	untouched	9.1	HEALTH__FED_CMS_OPEN_PAYMENTS_2023	CCN	POLITICS__FED_FCC_LICENSING	EIN	HEALTH	POLITICS	14700786	1689338	CCN to EIN via XWALK_HOSPITAL_CCN_EIN	1	MONEY PEOPLE CROSS HOP	does it land: share of FED_CMS_OPEN_PAYMENTS_2023 CCN values that reach a EIN through the crosswalk, and on to FED_FCC_LICENSING :: flow diagram | gap: TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS in FED_CMS_OPEN_PAYMENTS_2023 for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT~HEALTH__FED_NURSINGHOME411	untouched	9.1	HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT	NPI	HEALTH__FED_NURSINGHOME411	CCN	HEALTH	HEALTH	1697025	14713	NPI to CCN via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS +1	1	HARM MONEY PEOPLE HOP	does it land: share of FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT NPI values that reach a CCN through the crosswalk, and on to FED_NURSINGHOME411 :: flow diagram | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_NURSINGHOME411 for matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join				
H:HEALTH__FED_CMS_OPEN_PAYMENTS~POLITICS__FED_FCC_LICENSING	untouched	9.1	HEALTH__FED_CMS_OPEN_PAYMENTS	CCN	POLITICS__FED_FCC_LICENSING	EIN	HEALTH	POLITICS	15385047	1689338	CCN to EIN via XWALK_HOSPITAL_CCN_EIN	1	MONEY PEOPLE CROSS HOP	does it land: share of FED_CMS_OPEN_PAYMENTS CCN values that reach a EIN through the crosswalk, and on to FED_FCC_LICENSING :: flow diagram | gap: TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS in FED_CMS_OPEN_PAYMENTS for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:HEALTH__FED_CMS_OPT_OUT_AFFIDAVITS~HEALTH__FED_NURSINGHOME411	untouched	9.1	HEALTH__FED_CMS_OPT_OUT_AFFIDAVITS	NPI	HEALTH__FED_NURSINGHOME411	CCN	HEALTH	HEALTH	57101	14713	NPI to CCN via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS +1	1	HARM MONEY PEOPLE HOP	does it land: share of FED_CMS_OPT_OUT_AFFIDAVITS NPI values that reach a CCN through the crosswalk, and on to FED_NURSINGHOME411 :: flow diagram | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_NURSINGHOME411 for matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join				
H:HEALTH__FED_CMS_ORDER_AND_REFERRING~HEALTH__FED_NURSINGHOME411	untouched	9.1	HEALTH__FED_CMS_ORDER_AND_REFERRING	NPI	HEALTH__FED_NURSINGHOME411	CCN	HEALTH	HEALTH	2018354	14713	NPI to CCN via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS +1	1	HARM MONEY PEOPLE HOP	does it land: share of FED_CMS_ORDER_AND_REFERRING NPI values that reach a CCN through the crosswalk, and on to FED_NURSINGHOME411 :: flow diagram | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_NURSINGHOME411 for matched vs unmatched :: paired bars	flow_diagram paired_bars					
H:HEALTH__FED_CMS_PARTD_PRESCRIBERS~HEALTH__FED_NURSINGHOME411	untouched	9.1	HEALTH__FED_CMS_PARTD_PRESCRIBERS	NPI	HEALTH__FED_NURSINGHOME411	CCN	HEALTH	HEALTH	25869521	14713	NPI to CCN via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS +1	1	HARM MONEY PEOPLE HOP	does it land: share of FED_CMS_PARTD_PRESCRIBERS NPI values that reach a CCN through the crosswalk, and on to FED_NURSINGHOME411 :: flow diagram | gap: TOTAL_DRUG_COST in FED_CMS_PARTD_PRESCRIBERS for matched vs unmatched :: paired bars | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_NURSINGHOME411 for matched vs unmatched :: paired bars | big on both sides: TOTAL_DRUG_COST against TOTAL_AMOUNT_OF_FINES_IN_DOLLARS, one dot per match :: scatter	flow_diagram paired_bars scatter	partd-is-dy2022				
H:HEALTH__FED_CMS_PART_D_PRESCRIBERS~HEALTH__FED_NURSINGHOME411	untouched	9.1	HEALTH__FED_CMS_PART_D_PRESCRIBERS	NPI	HEALTH__FED_NURSINGHOME411	CCN	HEALTH	HEALTH	1416883	14713	NPI to CCN via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS +1	1	HARM MONEY PEOPLE HOP	does it land: share of FED_CMS_PART_D_PRESCRIBERS NPI values that reach a CCN through the crosswalk, and on to FED_NURSINGHOME411 :: flow diagram | gap: OPIOID_PRSCRBR_RATE in FED_CMS_PART_D_PRESCRIBERS for matched vs unmatched :: paired bars | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_NURSINGHOME411 for matched vs unmatched :: paired bars	flow_diagram paired_bars	partd-is-dy2022 reach-is-not-a-usable-join				
H:HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT~HEALTH__FED_NURSINGHOME411	untouched	9.1	HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	NPI	HEALTH__FED_NURSINGHOME411	CCN	HEALTH	HEALTH	2978925	14713	NPI to CCN via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS +1; PECOS_PAC_ID to CCN via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS; PECOS_ENRLMT_ID to CCN via FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	3	HARM MONEY PEOPLE HOP	does it land: share of FED_CMS_PECOS_PROVIDER_ENROLLMENT NPI values that reach a CCN through the crosswalk, and on to FED_NURSINGHOME411 :: flow diagram | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_NURSINGHOME411 for matched vs unmatched :: paired bars	flow_diagram paired_bars	no-org-to-person-enrollment-bridge				
H:HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE~HEALTH__FED_NURSINGHOME411	untouched	9.1	HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE	NPI	HEALTH__FED_NURSINGHOME411	CCN	HEALTH	HEALTH	503917	14713	NPI to CCN via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS +1	1	HARM MONEY PEOPLE HOP	does it land: share of FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE NPI values that reach a CCN through the crosswalk, and on to FED_NURSINGHOME411 :: flow diagram | gap: ALLOWED_CHARGES in FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE for matched vs unmatched :: paired bars | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_NURSINGHOME411 for matched vs unmatched :: paired bars | big on both sides: ALLOWED_CHARGES against TOTAL_AMOUNT_OF_FINES_IN_DOLLARS, one dot per match :: scatter	flow_diagram paired_bars scatter					
H:HEALTH__FED_HHS_OIG_LEIE~HEALTH__FED_NURSINGHOME411	untouched	9.1	HEALTH__FED_HHS_OIG_LEIE	NPI	HEALTH__FED_NURSINGHOME411	CCN	HEALTH	HEALTH	83816	14713	NPI to CCN via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS +1	1	HARM MONEY PEOPLE HOP	does it land: share of FED_HHS_OIG_LEIE NPI values that reach a CCN through the crosswalk, and on to FED_NURSINGHOME411 :: flow diagram | gap: share of FED_HHS_OIG_LEIE rows with a EXCLUSION_SK, matched vs unmatched :: paired bars | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_NURSINGHOME411 for matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join				
H:HEALTH__FED_HRSA_UDS_SERVICE_DELIVERY_SITES~HEALTH__FED_NURSINGHOME411	untouched	9.1	HEALTH__FED_HRSA_UDS_SERVICE_DELIVERY_SITES	NPI	HEALTH__FED_NURSINGHOME411	CCN	HEALTH	HEALTH	19038	14713	NPI to CCN via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS +1	1	HARM MONEY PEOPLE HOP	does it land: share of FED_HRSA_UDS_SERVICE_DELIVERY_SITES NPI values that reach a CCN through the crosswalk, and on to FED_NURSINGHOME411 :: flow diagram | gap: OPERATING_HOURS_PER_WEEK in FED_HRSA_UDS_SERVICE_DELIVERY_SITES for matched vs unmatched :: paired bars | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_NURSINGHOME411 for matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join				
H:HEALTH__FED_NURSINGHOME411~HEALTH__FQHC_SITE_PEOPLE	untouched	9.1	HEALTH__FED_NURSINGHOME411	CCN	HEALTH__FQHC_SITE_PEOPLE	NPI	HEALTH	HEALTH	14713	239265	CCN to NPI via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS +1	1	HARM MONEY PEOPLE HOP	does it land: share of FED_NURSINGHOME411 CCN values that reach a NPI through the crosswalk, and on to FQHC_SITE_PEOPLE :: flow diagram | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_NURSINGHOME411 for matched vs unmatched :: paired bars | gap: PEOPLE_AT_SITE in FQHC_SITE_PEOPLE for matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join				
H:HOUSING__FED_CFPB_HMDA_LAR~SCIENCE_RESEARCH__FED_NIH_REPORTER	untouched	9.1	HOUSING__FED_CFPB_HMDA_LAR	LEI	SCIENCE_RESEARCH__FED_NIH_REPORTER	UEI	HOUSING	SCIENCE_RESEARCH	17474	2122611	LEI to UEI via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY CROSS HOP	does it land: share of FED_CFPB_HMDA_LAR LEI values that reach a UEI through the crosswalk, and on to FED_NIH_REPORTER :: flow diagram | gap: LOAN_AMOUNT in FED_CFPB_HMDA_LAR for matched vs unmatched :: paired bars | gap: AWARD_AMOUNT in FED_NIH_REPORTER for matched vs unmatched :: paired bars | big on both sides: LOAN_AMOUNT against AWARD_AMOUNT, one dot per match :: scatter	flow_diagram paired_bars scatter					
H:HOUSING__FED_CFPB_HMDA_LAR~SCIENCE_RESEARCH__FED_SBIR_STTR_AWARDS	untouched	9.1	HOUSING__FED_CFPB_HMDA_LAR	LEI	SCIENCE_RESEARCH__FED_SBIR_STTR_AWARDS	UEI	HOUSING	SCIENCE_RESEARCH	17474	219503	LEI to UEI via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY CROSS HOP	does it land: share of FED_CFPB_HMDA_LAR LEI values that reach a UEI through the crosswalk, and on to FED_SBIR_STTR_AWARDS :: flow diagram | gap: LOAN_AMOUNT in FED_CFPB_HMDA_LAR for matched vs unmatched :: paired bars | gap: AWARD_AMOUNT in FED_SBIR_STTR_AWARDS for matched vs unmatched :: paired bars | big on both sides: LOAN_AMOUNT against AWARD_AMOUNT, one dot per match :: scatter	flow_diagram paired_bars scatter	reach-is-not-a-usable-join				
H:ECONOMICS__FED_IRS_AUTO_REVOCATIONS~HEALTH__FED_CMS_OPEN_PAYMENTS	untouched	9.0	ECONOMICS__FED_IRS_AUTO_REVOCATIONS	EIN	HEALTH__FED_CMS_OPEN_PAYMENTS	CCN	ECONOMICS	HEALTH	1207295	15385047	EIN to CCN via XWALK_HOSPITAL_CCN_EIN	1	MONEY PEOPLE CROSS HOP	does it land: share of FED_IRS_AUTO_REVOCATIONS EIN values that reach a CCN through the crosswalk, and on to FED_CMS_OPEN_PAYMENTS :: flow diagram | gap: TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS in FED_CMS_OPEN_PAYMENTS for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:ECONOMICS__FED_IRS_AUTO_REVOCATIONS~HEALTH__FED_CMS_OPEN_PAYMENTS_2022	untouched	9.0	ECONOMICS__FED_IRS_AUTO_REVOCATIONS	EIN	HEALTH__FED_CMS_OPEN_PAYMENTS_2022	CCN	ECONOMICS	HEALTH	1207295	13306564	EIN to CCN via XWALK_HOSPITAL_CCN_EIN	1	MONEY PEOPLE CROSS HOP	does it land: share of FED_IRS_AUTO_REVOCATIONS EIN values that reach a CCN through the crosswalk, and on to FED_CMS_OPEN_PAYMENTS_2022 :: flow diagram | gap: TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS in FED_CMS_OPEN_PAYMENTS_2022 for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:ECONOMICS__FED_IRS_AUTO_REVOCATIONS~HEALTH__FED_CMS_OPEN_PAYMENTS_2023	untouched	9.0	ECONOMICS__FED_IRS_AUTO_REVOCATIONS	EIN	HEALTH__FED_CMS_OPEN_PAYMENTS_2023	CCN	ECONOMICS	HEALTH	1207295	14700786	EIN to CCN via XWALK_HOSPITAL_CCN_EIN	1	MONEY PEOPLE CROSS HOP	does it land: share of FED_IRS_AUTO_REVOCATIONS EIN values that reach a CCN through the crosswalk, and on to FED_CMS_OPEN_PAYMENTS_2023 :: flow diagram | gap: TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS in FED_CMS_OPEN_PAYMENTS_2023 for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:ECONOMICS__FED_IRS_REVOCATION~HEALTH__FED_CMS_OPEN_PAYMENTS	untouched	9.0	ECONOMICS__FED_IRS_REVOCATION	EIN	HEALTH__FED_CMS_OPEN_PAYMENTS	CCN	ECONOMICS	HEALTH	1206627	15385047	EIN to CCN via XWALK_HOSPITAL_CCN_EIN	1	MONEY PEOPLE CROSS HOP	does it land: share of FED_IRS_REVOCATION EIN values that reach a CCN through the crosswalk, and on to FED_CMS_OPEN_PAYMENTS :: flow diagram | gap: TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS in FED_CMS_OPEN_PAYMENTS for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:ECONOMICS__FED_IRS_REVOCATION~HEALTH__FED_CMS_OPEN_PAYMENTS_2022	untouched	9.0	ECONOMICS__FED_IRS_REVOCATION	EIN	HEALTH__FED_CMS_OPEN_PAYMENTS_2022	CCN	ECONOMICS	HEALTH	1206627	13306564	EIN to CCN via XWALK_HOSPITAL_CCN_EIN	1	MONEY PEOPLE CROSS HOP	does it land: share of FED_IRS_REVOCATION EIN values that reach a CCN through the crosswalk, and on to FED_CMS_OPEN_PAYMENTS_2022 :: flow diagram | gap: TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS in FED_CMS_OPEN_PAYMENTS_2022 for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:ECONOMICS__FED_IRS_REVOCATION~HEALTH__FED_CMS_OPEN_PAYMENTS_2023	untouched	9.0	ECONOMICS__FED_IRS_REVOCATION	EIN	HEALTH__FED_CMS_OPEN_PAYMENTS_2023	CCN	ECONOMICS	HEALTH	1206627	14700786	EIN to CCN via XWALK_HOSPITAL_CCN_EIN	1	MONEY PEOPLE CROSS HOP	does it land: share of FED_IRS_REVOCATION EIN values that reach a CCN through the crosswalk, and on to FED_CMS_OPEN_PAYMENTS_2023 :: flow diagram | gap: TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS in FED_CMS_OPEN_PAYMENTS_2023 for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS~HOUSING__FED_CFPB_HMDA	untouched	9.0	ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS	CIK	HOUSING__FED_CFPB_HMDA	LEI	ECONOMICS	HOUSING	10414	28301	CIK to LEI via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY CROSS HOP	does it land: share of FED_SEC_EDGAR_COMPANY_TICKERS CIK values that reach a LEI through the crosswalk, and on to FED_CFPB_HMDA :: flow diagram | gap: LOAN_AMOUNT in FED_CFPB_HMDA for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch				
H:ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS~HOUSING__FED_CFPB_HMDA_DC_ONLY	skip	9.0	ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS	CIK	HOUSING__FED_CFPB_HMDA_DC_ONLY	LEI	ECONOMICS	HOUSING	10414	28301	CIK to LEI via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY CROSS HOP	does it land: share of FED_SEC_EDGAR_COMPANY_TICKERS CIK values that reach a LEI through the crosswalk, and on to FED_CFPB_HMDA_DC_ONLY :: flow diagram | gap: LOAN_AMOUNT in FED_CFPB_HMDA_DC_ONLY for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch	auto-skip at build: HOUSING__FED_CFPB_HMDA_DC_ONLY is a copy of HOUSING__FED_CFPB_HMDA; the original's rows carry the work		build	2026-09-24
H:ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS~HOUSING__FED_CFPB_HMDA_LAR	untouched	9.0	ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS	CIK	HOUSING__FED_CFPB_HMDA_LAR	LEI	ECONOMICS	HOUSING	10414	17474	CIK to LEI via XC_EPA_CORPORATE_CROSSWALK	1	HARM MONEY CROSS HOP	does it land: share of FED_SEC_EDGAR_COMPANY_TICKERS CIK values that reach a LEI through the crosswalk, and on to FED_CFPB_HMDA_LAR :: flow diagram | gap: LOAN_AMOUNT in FED_CFPB_HMDA_LAR for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch				
H:ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS~REVOKED_BUT_DEDUCTIBLE	skip	9.0	ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS	CIK	REVOKED_BUT_DEDUCTIBLE	EIN	ECONOMICS	FINDINGS	10414	22512	CIK to EIN via FED_SEC_EDGAR_FINANCIALS, FED_US_SEC_EDGAR +10	1	DERIVED HARM MONEY CROSS HOP	does it land: share of FED_SEC_EDGAR_COMPANY_TICKERS CIK values that reach a EIN through the crosswalk, and on to REVOKED_BUT_DEDUCTIBLE :: flow diagram | gap: REVENUE_AMT in REVOKED_BUT_DEDUCTIBLE for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch	auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
