id	status	score	key	key_is	a	b	a_schema	b_schema	a_col	b_col	a_rows	b_rows	tags	look_for	charts	traps	found	finding_ids	by	date
P:NPI:HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE~HEALTH__FED_HRSA_UDS_SERVICE_DELIVERY_SITES	untouched	7.1	NPI	doctor or clinic	HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE	HEALTH__FED_HRSA_UDS_SERVICE_DELIVERY_SITES	HEALTH	HEALTH	NPI	FQHC_SITE_NPI_NUMBER	503917	19038	MONEY PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: ALLOWED_CHARGES in FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE for matched vs unmatched :: paired bars | gap: OPERATING_HOURS_PER_WEEK in FED_HRSA_UDS_SERVICE_DELIVERY_SITES for matched vs unmatched :: paired bars	overlap_bar paired_bars	reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS~HEALTH__FED_HHS_OIG_LEIE	untouched	7.1	NPI	doctor or clinic	HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	HEALTH__FED_HHS_OIG_LEIE	HEALTH	HEALTH	NPI	NPI	14425	83816	HARM PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: share of FED_HHS_OIG_LEIE rows with a EXCLUSION_SK, matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge owner-flag-columns-exist-but-empty reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS~HEALTH__FQHC_SITE_PEOPLE	untouched	7.1	NPI	doctor or clinic	HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	HEALTH__FQHC_SITE_PEOPLE	HEALTH	HEALTH	NPI	NPI	14425	239265	HARM PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: PEOPLE_AT_SITE in FQHC_SITE_PEOPLE for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge owner-flag-columns-exist-but-empty reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_HHS_OIG_LEIE~HEALTH__FED_HRSA_UDS_SERVICE_DELIVERY_SITES	untouched	7.1	NPI	doctor or clinic	HEALTH__FED_HHS_OIG_LEIE	HEALTH__FED_HRSA_UDS_SERVICE_DELIVERY_SITES	HEALTH	HEALTH	NPI	FQHC_SITE_NPI_NUMBER	83816	19038	HARM PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: share of FED_HHS_OIG_LEIE rows with a EXCLUSION_SK, matched vs unmatched :: paired bars | gap: OPERATING_HOURS_PER_WEEK in FED_HRSA_UDS_SERVICE_DELIVERY_SITES for matched vs unmatched :: paired bars	overlap_bar paired_bars	reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_HRSA_UDS_SERVICE_DELIVERY_SITES~HEALTH__FQHC_SITE_PEOPLE	untouched	7.1	NPI	doctor or clinic	HEALTH__FED_HRSA_UDS_SERVICE_DELIVERY_SITES	HEALTH__FQHC_SITE_PEOPLE	HEALTH	HEALTH	FQHC_SITE_NPI_NUMBER	NPI	19038	239265	HARM PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: OPERATING_HOURS_PER_WEEK in FED_HRSA_UDS_SERVICE_DELIVERY_SITES for matched vs unmatched :: paired bars | gap: PEOPLE_AT_SITE in FQHC_SITE_PEOPLE for matched vs unmatched :: paired bars	overlap_bar paired_bars	reach-is-not-a-usable-join				
P:BIOGUIDE:POLITICS__BILLS~POLITICS__SENATE_TRADES	untouched	7.0	BIOGUIDE	member of Congress	POLITICS__BILLS	POLITICS__SENATE_TRADES	POLITICS	POLITICS	SPONSOR_BIOGUIDE	BIOGUIDE	36465	8350	OFFICIALS PEOPLE	land rate: how many BIOGUIDE values, each a member of Congress, sit on both sides; check a name or state agrees :: overlap bar | gap: CONGRESS in BILLS for matched vs unmatched :: paired bars | after: does BILLS keep going after TRANSACTION_DATE in SENATE_TRADES :: before-after line	before-after_line overlap_bar paired_bars					
P:BIOGUIDE:POLITICS__BILLS~POLITICS__WHO_WON	untouched	7.0	BIOGUIDE	member of Congress	POLITICS__BILLS	POLITICS__WHO_WON	POLITICS	POLITICS	SPONSOR_BIOGUIDE	BIOGUIDE	36465	10976	OFFICIALS PEOPLE	land rate: how many BIOGUIDE values, each a member of Congress, sit on both sides; check a name or state agrees :: overlap bar | gap: CONGRESS in BILLS for matched vs unmatched :: paired bars | gap: WINNER_VOTES in WHO_WON for matched vs unmatched :: paired bars	overlap_bar paired_bars					
P:BIOGUIDE:POLITICS__BILL_COSPONSORS~POLITICS__SENATE_TRADES	skip	7.0	BIOGUIDE	member of Congress	POLITICS__BILL_COSPONSORS	POLITICS__SENATE_TRADES	POLITICS	POLITICS	COSPONSOR_BIOGUIDE	BIOGUIDE	367735	8350	OFFICIALS PEOPLE	land rate: how many BIOGUIDE values, each a member of Congress, sit on both sides; check a name or state agrees :: overlap bar | gap: CONGRESS in BILL_COSPONSORS for matched vs unmatched :: paired bars | after: does BILL_COSPONSORS keep going after TRANSACTION_DATE in SENATE_TRADES :: before-after line	before-after_line overlap_bar paired_bars		auto-skip at build: POLITICS__BILL_COSPONSORS is a copy of POLITICS__FED_GOVINFO_BILL_COSPONSORS; the original's rows carry the work		build	2026-09-24
P:BIOGUIDE:POLITICS__BILL_COSPONSORS~POLITICS__WHO_WON	skip	7.0	BIOGUIDE	member of Congress	POLITICS__BILL_COSPONSORS	POLITICS__WHO_WON	POLITICS	POLITICS	COSPONSOR_BIOGUIDE	BIOGUIDE	367735	10976	OFFICIALS PEOPLE	land rate: how many BIOGUIDE values, each a member of Congress, sit on both sides; check a name or state agrees :: overlap bar | gap: CONGRESS in BILL_COSPONSORS for matched vs unmatched :: paired bars | gap: WINNER_VOTES in WHO_WON for matched vs unmatched :: paired bars	overlap_bar paired_bars		auto-skip at build: POLITICS__BILL_COSPONSORS is a copy of POLITICS__FED_GOVINFO_BILL_COSPONSORS; the original's rows carry the work		build	2026-09-24
P:BIOGUIDE:POLITICS__FED_CONGRESS_COMMITTEE_MEMBERSHIP~POLITICS__SENATE_TRADES	untouched	7.0	BIOGUIDE	member of Congress	POLITICS__FED_CONGRESS_COMMITTEE_MEMBERSHIP	POLITICS__SENATE_TRADES	POLITICS	POLITICS	BIOGUIDE	BIOGUIDE	26970	8350	OFFICIALS PEOPLE	land rate: how many BIOGUIDE values, each a member of Congress, sit on both sides; check a name or state agrees :: overlap bar | after: does FED_CONGRESS_COMMITTEE_MEMBERSHIP keep going after TRANSACTION_DATE in SENATE_TRADES :: before-after line	before-after_line overlap_bar					
P:BIOGUIDE:POLITICS__FED_CONGRESS_COMMITTEE_MEMBERSHIP~POLITICS__WHO_WON	untouched	7.0	BIOGUIDE	member of Congress	POLITICS__FED_CONGRESS_COMMITTEE_MEMBERSHIP	POLITICS__WHO_WON	POLITICS	POLITICS	BIOGUIDE	BIOGUIDE	26970	10976	OFFICIALS PEOPLE	land rate: how many BIOGUIDE values, each a member of Congress, sit on both sides; check a name or state agrees :: overlap bar | gap: WINNER_VOTES in WHO_WON for matched vs unmatched :: paired bars	overlap_bar paired_bars					
P:BIOGUIDE:POLITICS__FED_CONGRESS_LEGISLATORS~POLITICS__SENATE_TRADES	untouched	7.0	BIOGUIDE	member of Congress	POLITICS__FED_CONGRESS_LEGISLATORS	POLITICS__SENATE_TRADES	POLITICS	POLITICS	BIOGUIDE	BIOGUIDE	12767	8350	OFFICIALS PEOPLE	land rate: how many BIOGUIDE values, each a member of Congress, sit on both sides; check a name or state agrees :: overlap bar | gap: LEGISLATOR_SET in FED_CONGRESS_LEGISLATORS for matched vs unmatched :: paired bars | after: does FED_CONGRESS_LEGISLATORS keep going after TRANSACTION_DATE in SENATE_TRADES :: before-after line	before-after_line overlap_bar paired_bars					
P:BIOGUIDE:POLITICS__FED_CONGRESS_LEGISLATORS~POLITICS__WHO_WON	untouched	7.0	BIOGUIDE	member of Congress	POLITICS__FED_CONGRESS_LEGISLATORS	POLITICS__WHO_WON	POLITICS	POLITICS	BIOGUIDE	BIOGUIDE	12767	10976	OFFICIALS PEOPLE	land rate: how many BIOGUIDE values, each a member of Congress, sit on both sides; check a name or state agrees :: overlap bar | gap: LEGISLATOR_SET in FED_CONGRESS_LEGISLATORS for matched vs unmatched :: paired bars | gap: WINNER_VOTES in WHO_WON for matched vs unmatched :: paired bars	overlap_bar paired_bars					
P:BIOGUIDE:POLITICS__FED_GOVINFO_BILLSTATUS~POLITICS__SENATE_TRADES	untouched	7.0	BIOGUIDE	member of Congress	POLITICS__FED_GOVINFO_BILLSTATUS	POLITICS__SENATE_TRADES	POLITICS	POLITICS	SPONSOR_BIOGUIDE	BIOGUIDE	107150	8350	OFFICIALS PEOPLE	land rate: how many BIOGUIDE values, each a member of Congress, sit on both sides; check a name or state agrees :: overlap bar | gap: CONGRESS in FED_GOVINFO_BILLSTATUS for matched vs unmatched :: paired bars | after: does FED_GOVINFO_BILLSTATUS keep going after TRANSACTION_DATE in SENATE_TRADES :: before-after line	before-after_line overlap_bar paired_bars					
P:BIOGUIDE:POLITICS__FED_GOVINFO_BILLSTATUS~POLITICS__WHO_WON	untouched	7.0	BIOGUIDE	member of Congress	POLITICS__FED_GOVINFO_BILLSTATUS	POLITICS__WHO_WON	POLITICS	POLITICS	SPONSOR_BIOGUIDE	BIOGUIDE	107150	10976	OFFICIALS PEOPLE	land rate: how many BIOGUIDE values, each a member of Congress, sit on both sides; check a name or state agrees :: overlap bar | gap: CONGRESS in FED_GOVINFO_BILLSTATUS for matched vs unmatched :: paired bars | gap: WINNER_VOTES in WHO_WON for matched vs unmatched :: paired bars	overlap_bar paired_bars					
P:BIOGUIDE:POLITICS__FED_GOVINFO_BILL_COSPONSORS~POLITICS__SENATE_TRADES	untouched	7.0	BIOGUIDE	member of Congress	POLITICS__FED_GOVINFO_BILL_COSPONSORS	POLITICS__SENATE_TRADES	POLITICS	POLITICS	COSPONSOR_BIOGUIDE	BIOGUIDE	1268519	8350	OFFICIALS PEOPLE	land rate: how many BIOGUIDE values, each a member of Congress, sit on both sides; check a name or state agrees :: overlap bar | gap: CONGRESS in FED_GOVINFO_BILL_COSPONSORS for matched vs unmatched :: paired bars | after: does FED_GOVINFO_BILL_COSPONSORS keep going after TRANSACTION_DATE in SENATE_TRADES :: before-after line	before-after_line overlap_bar paired_bars					
P:BIOGUIDE:POLITICS__FED_GOVINFO_BILL_COSPONSORS~POLITICS__WHO_WON	untouched	7.0	BIOGUIDE	member of Congress	POLITICS__FED_GOVINFO_BILL_COSPONSORS	POLITICS__WHO_WON	POLITICS	POLITICS	COSPONSOR_BIOGUIDE	BIOGUIDE	1268519	10976	OFFICIALS PEOPLE	land rate: how many BIOGUIDE values, each a member of Congress, sit on both sides; check a name or state agrees :: overlap bar | gap: CONGRESS in FED_GOVINFO_BILL_COSPONSORS for matched vs unmatched :: paired bars | gap: WINNER_VOTES in WHO_WON for matched vs unmatched :: paired bars	overlap_bar paired_bars					
P:BIOGUIDE:POLITICS__FED_VOTEVIEW_MEMBERS~POLITICS__SENATE_TRADES	untouched	7.0	BIOGUIDE	member of Congress	POLITICS__FED_VOTEVIEW_MEMBERS	POLITICS__SENATE_TRADES	POLITICS	POLITICS	BIOGUIDE_ID	BIOGUIDE	51061	8350	OFFICIALS PEOPLE	land rate: how many BIOGUIDE values, each a member of Congress, sit on both sides; check a name or state agrees :: overlap bar | gap: CONGRESS in FED_VOTEVIEW_MEMBERS for matched vs unmatched :: paired bars | after: does FED_VOTEVIEW_MEMBERS keep going after TRANSACTION_DATE in SENATE_TRADES :: before-after line	before-after_line overlap_bar paired_bars					
P:BIOGUIDE:POLITICS__FED_VOTEVIEW_MEMBERS~POLITICS__WHO_WON	untouched	7.0	BIOGUIDE	member of Congress	POLITICS__FED_VOTEVIEW_MEMBERS	POLITICS__WHO_WON	POLITICS	POLITICS	BIOGUIDE_ID	BIOGUIDE	51061	10976	OFFICIALS PEOPLE	land rate: how many BIOGUIDE values, each a member of Congress, sit on both sides; check a name or state agrees :: overlap bar | gap: CONGRESS in FED_VOTEVIEW_MEMBERS for matched vs unmatched :: paired bars | gap: WINNER_VOTES in WHO_WON for matched vs unmatched :: paired bars	overlap_bar paired_bars					
P:BIOGUIDE:POLITICS__MEMBER_CROSSWALK~POLITICS__SENATE_TRADES	untouched	7.0	BIOGUIDE	member of Congress	POLITICS__MEMBER_CROSSWALK	POLITICS__SENATE_TRADES	POLITICS	POLITICS	MEMBER_KEY, BIOGUIDE	BIOGUIDE	12794	8350	OFFICIALS PEOPLE	land rate: how many BIOGUIDE values, each a member of Congress, sit on both sides; check a name or state agrees :: overlap bar | gap: ICPSR in MEMBER_CROSSWALK for matched vs unmatched :: paired bars | after: does MEMBER_CROSSWALK keep going after TRANSACTION_DATE in SENATE_TRADES :: before-after line	before-after_line overlap_bar paired_bars					
P:BIOGUIDE:POLITICS__MEMBER_CROSSWALK~POLITICS__WHO_WON	untouched	7.0	BIOGUIDE	member of Congress	POLITICS__MEMBER_CROSSWALK	POLITICS__WHO_WON	POLITICS	POLITICS	MEMBER_KEY, BIOGUIDE	BIOGUIDE	12794	10976	OFFICIALS PEOPLE	land rate: how many BIOGUIDE values, each a member of Congress, sit on both sides; check a name or state agrees :: overlap bar | gap: ICPSR in MEMBER_CROSSWALK for matched vs unmatched :: paired bars | gap: WINNER_VOTES in WHO_WON for matched vs unmatched :: paired bars	overlap_bar paired_bars					
P:BIOGUIDE:POLITICS__MEMBER_SPINE~POLITICS__SENATE_TRADES	untouched	7.0	BIOGUIDE	member of Congress	POLITICS__MEMBER_SPINE	POLITICS__SENATE_TRADES	POLITICS	POLITICS	MEMBER_KEY, BIOGUIDE	BIOGUIDE	12794	8350	OFFICIALS PEOPLE	land rate: how many BIOGUIDE values, each a member of Congress, sit on both sides; check a name or state agrees :: overlap bar | gap: ICPSR in MEMBER_SPINE for matched vs unmatched :: paired bars | after: does MEMBER_SPINE keep going after TRANSACTION_DATE in SENATE_TRADES :: before-after line	before-after_line overlap_bar paired_bars					
P:BIOGUIDE:POLITICS__MEMBER_SPINE~POLITICS__WHO_WON	untouched	7.0	BIOGUIDE	member of Congress	POLITICS__MEMBER_SPINE	POLITICS__WHO_WON	POLITICS	POLITICS	MEMBER_KEY, BIOGUIDE	BIOGUIDE	12794	10976	OFFICIALS PEOPLE	land rate: how many BIOGUIDE values, each a member of Congress, sit on both sides; check a name or state agrees :: overlap bar | gap: ICPSR in MEMBER_SPINE for matched vs unmatched :: paired bars | gap: WINNER_VOTES in WHO_WON for matched vs unmatched :: paired bars	overlap_bar paired_bars					
P:BIOGUIDE:POLITICS__SENATE_TRADES~POLITICS__WHO_WON	untouched	7.0	BIOGUIDE	member of Congress	POLITICS__SENATE_TRADES	POLITICS__WHO_WON	POLITICS	POLITICS	BIOGUIDE	BIOGUIDE	8350	10976	OFFICIALS PEOPLE	land rate: how many BIOGUIDE values, each a member of Congress, sit on both sides; check a name or state agrees :: overlap bar | gap: WINNER_VOTES in WHO_WON for matched vs unmatched :: paired bars | after: does WHO_WON keep going after TRANSACTION_DATE in SENATE_TRADES :: before-after line	before-after_line overlap_bar paired_bars					
P:CCN:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~HEALTH__FED_CMS_HCRIS	untouched	7.0	CCN	Medicare facility	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH__FED_CMS_HCRIS	HEALTH	HEALTH	CCN	PROVIDER_CCN	11063	80077	MONEY PEOPLE	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: COST_OF_CHARITY_CARE in FED_CMS_HCRIS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:CCN:HEALTH__FED_CMS_HCRIS~HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	untouched	7.0	CCN	Medicare facility	HEALTH__FED_CMS_HCRIS	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH	HEALTH	PROVIDER_CCN	CCN	80077	11508	MONEY PEOPLE	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: COST_OF_CHARITY_CARE in FED_CMS_HCRIS for matched vs unmatched :: paired bars | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:CCN:HEALTH__FED_CMS_HCRIS~HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	untouched	7.0	CCN	Medicare facility	HEALTH__FED_CMS_HCRIS	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH	HEALTH	PROVIDER_CCN	CCN, CAH_OR_HOSPITAL_CCN	80077	9175	MONEY PEOPLE	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: COST_OF_CHARITY_CARE in FED_CMS_HCRIS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:CCN:HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS~HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE	untouched	7.0	CCN	Medicare facility	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE	HEALTH	HEALTH	CCN, CAH_OR_HOSPITAL_CCN	RNDRNG_PRVDR_CCN	9175	145879	MONEY PEOPLE	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: AVG_TOT_PYMT_AMT in FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:CCN:HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS~HEALTH__FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE	untouched	7.0	CCN	Medicare facility	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH__FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE	HEALTH	HEALTH	CCN, CAH_OR_HOSPITAL_CCN	RNDRNG_PRVDR_CCN	9175	116182	MONEY PEOPLE	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: AVG_MDCR_ALOWD_AMT in FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:CCN:HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS~HEALTH__FED_CMS_OPEN_PAYMENTS	untouched	7.0	CCN	Medicare facility	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH__FED_CMS_OPEN_PAYMENTS	HEALTH	HEALTH	CCN, CAH_OR_HOSPITAL_CCN	CCN	9175	15385047	MONEY PEOPLE	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS in FED_CMS_OPEN_PAYMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:CCN:HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS~HEALTH__FED_CMS_OPEN_PAYMENTS_2022	untouched	7.0	CCN	Medicare facility	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH__FED_CMS_OPEN_PAYMENTS_2022	HEALTH	HEALTH	CCN, CAH_OR_HOSPITAL_CCN	CCN	9175	13306564	MONEY PEOPLE	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS in FED_CMS_OPEN_PAYMENTS_2022 for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:CCN:HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS~HEALTH__FED_CMS_OPEN_PAYMENTS_2023	untouched	7.0	CCN	Medicare facility	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH__FED_CMS_OPEN_PAYMENTS_2023	HEALTH	HEALTH	CCN, CAH_OR_HOSPITAL_CCN	CCN	9175	14700786	MONEY PEOPLE	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS in FED_CMS_OPEN_PAYMENTS_2023 for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:CL_PERSON_ID:JUSTICE__FED_COURTLISTENER_DOCKETS~JUSTICE__FED_COURTLISTENER_JUDGE_POLITICAL_AFFILIATIONS	untouched	7.0	CL_PERSON_ID	judge	JUSTICE__FED_COURTLISTENER_DOCKETS	JUSTICE__FED_COURTLISTENER_JUDGE_POLITICAL_AFFILIATIONS	JUSTICE	JUSTICE	ASSIGNED_TO_ID	PERSON_ID	71677647	8486	OFFICIALS PEOPLE	land rate: how many CL_PERSON_ID values, each a judge, sit on both sides; check a name or state agrees :: overlap bar | gap: VIEW_COUNT in FED_COURTLISTENER_DOCKETS for matched vs unmatched :: paired bars	overlap_bar paired_bars					
P:CL_PERSON_ID:JUSTICE__FED_COURTLISTENER_FINANCIAL_DISCLOSURES~JUSTICE__FED_COURTLISTENER_JUDGE_POLITICAL_AFFILIATIONS	untouched	7.0	CL_PERSON_ID	judge	JUSTICE__FED_COURTLISTENER_FINANCIAL_DISCLOSURES	JUSTICE__FED_COURTLISTENER_JUDGE_POLITICAL_AFFILIATIONS	JUSTICE	JUSTICE	PERSON_ID	PERSON_ID	66287	8486	OFFICIALS PEOPLE	land rate: how many CL_PERSON_ID values, each a judge, sit on both sides; check a name or state agrees :: overlap bar | gap: PAGE_COUNT in FED_COURTLISTENER_FINANCIAL_DISCLOSURES for matched vs unmatched :: paired bars | after: does FED_COURTLISTENER_JUDGE_POLITICAL_AFFILIATIONS keep going after DATE_CREATED in FED_COURTLISTENER_FINANCIAL_DISCLOSURES :: before-after line	before-after_line overlap_bar paired_bars					
P:CL_PERSON_ID:JUSTICE__FED_COURTLISTENER_JUDGES~JUSTICE__FED_COURTLISTENER_JUDGE_POLITICAL_AFFILIATIONS	untouched	7.0	CL_PERSON_ID	judge	JUSTICE__FED_COURTLISTENER_JUDGES	JUSTICE__FED_COURTLISTENER_JUDGE_POLITICAL_AFFILIATIONS	JUSTICE	JUSTICE	ID	PERSON_ID	16191	8486	OFFICIALS PEOPLE	land rate: how many CL_PERSON_ID values, each a judge, sit on both sides; check a name or state agrees :: overlap bar | gap: FTM_TOTAL_RECEIVED in FED_COURTLISTENER_JUDGES for matched vs unmatched :: paired bars	overlap_bar paired_bars					
P:CL_PERSON_ID:JUSTICE__FED_COURTLISTENER_JUDGE_EDUCATIONS~JUSTICE__FED_COURTLISTENER_JUDGE_POLITICAL_AFFILIATIONS	untouched	7.0	CL_PERSON_ID	judge	JUSTICE__FED_COURTLISTENER_JUDGE_EDUCATIONS	JUSTICE__FED_COURTLISTENER_JUDGE_POLITICAL_AFFILIATIONS	JUSTICE	JUSTICE	PERSON_ID	PERSON_ID	12777	8486	OFFICIALS PEOPLE	land rate: how many CL_PERSON_ID values, each a judge, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar					
P:CL_PERSON_ID:JUSTICE__FED_COURTLISTENER_JUDGE_POLITICAL_AFFILIATIONS~JUSTICE__FED_COURTLISTENER_ORIGINATING_COURT_INFO	untouched	7.0	CL_PERSON_ID	judge	JUSTICE__FED_COURTLISTENER_JUDGE_POLITICAL_AFFILIATIONS	JUSTICE__FED_COURTLISTENER_ORIGINATING_COURT_INFO	JUSTICE	JUSTICE	PERSON_ID	ASSIGNED_TO_ID	8486	973419	OFFICIALS PEOPLE	land rate: how many CL_PERSON_ID values, each a judge, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar					
P:CL_PERSON_ID:JUSTICE__FED_COURTLISTENER_JUDGE_POLITICAL_AFFILIATIONS~JUSTICE__FED_COURTLISTENER_POSITIONS	untouched	7.0	CL_PERSON_ID	judge	JUSTICE__FED_COURTLISTENER_JUDGE_POLITICAL_AFFILIATIONS	JUSTICE__FED_COURTLISTENER_POSITIONS	JUSTICE	JUSTICE	PERSON_ID	PERSON_ID	8486	51290	OFFICIALS PEOPLE	land rate: how many CL_PERSON_ID values, each a judge, sit on both sides; check a name or state agrees :: overlap bar | gap: VOTES_YES_PERCENT in FED_COURTLISTENER_POSITIONS for matched vs unmatched :: paired bars	overlap_bar paired_bars					
P:FEC_CMTE_ID:FINANCE__FED_FEC_INDIV_CONTRIBUTIONS~FINANCE__FED_FEC_LEADERSHIP_PAC	untouched	7.0	FEC_CMTE_ID	campaign committee	FINANCE__FED_FEC_INDIV_CONTRIBUTIONS	FINANCE__FED_FEC_LEADERSHIP_PAC	FINANCE	FINANCE	CMTE_ID, OTHER_ID	FEC_COMMITTEE_ID	283771819	8619	MONEY PEOPLE	land rate: how many FEC_CMTE_ID values, each a campaign committee, sit on both sides; check a name or state agrees :: overlap bar | gap: TRANSACTION_AMT in FED_FEC_INDIV_CONTRIBUTIONS for matched vs unmatched :: paired bars	overlap_bar paired_bars	reach-is-not-a-usable-join				
P:FEC_CMTE_ID:FINANCE__FED_FEC_LEADERSHIP_PAC~POLITICS__FED_FEC_PAC_SUMMARY	untouched	7.0	FEC_CMTE_ID	campaign committee	FINANCE__FED_FEC_LEADERSHIP_PAC	POLITICS__FED_FEC_PAC_SUMMARY	FINANCE	POLITICS	FEC_COMMITTEE_ID	CMTE_ID	8619	45709	MONEY CROSS	land rate: how many FEC_CMTE_ID values, each a campaign committee, sit on both sides; check a name or state agrees :: overlap bar | gap: TOTAL_RECEIPTS in FED_FEC_PAC_SUMMARY for matched vs unmatched :: paired bars	overlap_bar paired_bars					
