id	status	score	schema	table	rows	level	geo_col	all_levels	metrics	a	b	tags	look_for	charts	traps	hunt_trap	found	finding_ids	by	date
G2:county:HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS~JUSTICE__COUNTY_DOUBLE_BURDEN	untouched	9.7	HOUSING ↔ JUSTICE	FED_FEMA_IA_HOUSING_REGISTRATIONS ↔ COUNTY_DOUBLE_BURDEN	3029	county pair	FIPS / FIPS		GROSS_INCOME, FLOOD_DAMAGE_AMOUNT +29 / OVERDOSE_METRIC, OVERDOSE_PCTILE +7	HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS	JUSTICE__COUNTY_DOUBLE_BURDEN	HARM MONEY CROSS PANEL	roll both to county: GROSS_INCOME against OVERDOSE_METRIC, per person :: scatter | top tenth of counties by GROSS_INCOME: where do they sit on OVERDOSE_METRIC :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join					
G2:county:HOUSING__FED_HUD_PUBLIC_HOUSING_AUTHORITIES~JUSTICE__COUNTY_DOUBLE_BURDEN	untouched	9.7	HOUSING ↔ JUSTICE	FED_HUD_PUBLIC_HOUSING_AUTHORITIES ↔ COUNTY_DOUBLE_BURDEN	3029	county pair	PLACE_FIPS / FIPS		OPERATING_FUND_AMOUNT, CAPITAL_FUND_AMOUNT +20 / OVERDOSE_METRIC, OVERDOSE_PCTILE +7	HOUSING__FED_HUD_PUBLIC_HOUSING_AUTHORITIES	JUSTICE__COUNTY_DOUBLE_BURDEN	HARM MONEY CROSS PANEL	roll both to county: OPERATING_FUND_AMOUNT against OVERDOSE_METRIC, per person :: scatter | top tenth of counties by OPERATING_FUND_AMOUNT: where do they sit on OVERDOSE_METRIC :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join					
G:HEALTH__FED_CMS_PARTD_PRESCRIBERS	untouched	9.7	HEALTH	HEALTH__FED_CMS_PARTD_PRESCRIBERS	25869521	state	PRESCRIBER_STATE_FIPS	state, state	TOTAL_DRUG_COST, GE65_TOTAL_DRUG_COST, COST_PER_CLAIM, TOTAL_CLAIMS, TOTAL_30DAY_FILLS, TOTAL_BENEFICIARIES +3			MONEY PEOPLE MAP	rank every state by TOTAL_DRUG_COST per person :: choropleth map | correlate against every other state number; see the county panel rows :: scatter | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter	partd-is-dy2022	standing-order NPIs top vaccine counts, one ER doctor on 37,902 Shingrix patients; drop vaccines before ranking				
G:POLITICS__ST_NYC_CFB_CAMPAIGN_2025_CONTRIBUTIONS	untouched	9.7	POLITICS	POLITICS__ST_NYC_CFB_CAMPAIGN_2025_CONTRIBUTIONS	259537	ZIP code	ZIP, INTERMEDIARY_ZIP	ZIP code, state	AMOUNT, MATCH_AMOUNT, PREVIOUS_AMOUNT			MONEY PEOPLE MAP TEXT	rank every ZIP code by AMOUNT per person :: choropleth map | correlate against every other ZIP code number; see the county panel rows :: scatter | which places moved most over CONTRIBUTION_DATE :: slope chart | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter slope_chart	reach-is-not-a-usable-join					
G2:county:ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL~ENVIRONMENT__FED_EPA_GHGRP_FACILITY	untouched	9.6	ECONOMICS ↔ ENVIRONMENT	FED_USASPENDING_ASSISTANCE_FULL ↔ FED_EPA_GHGRP_FACILITY	136005	county pair	PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE, PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE / COUNTY_FIPS		FEDERAL_ACTION_OBLIGATION, TOTAL_OBLIGATED_AMOUNT +18 / ADDRESS2, BAMM_USED_DESC +2	ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL	ENVIRONMENT__FED_EPA_GHGRP_FACILITY	MONEY PEOPLE CROSS PANEL	roll both to county: FEDERAL_ACTION_OBLIGATION against ADDRESS2, per person :: scatter | top tenth of counties by FEDERAL_ACTION_OBLIGATION: where do they sit on ADDRESS2 :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join					
G2:county:ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL~JUSTICE__RACIAL_JAIL_DISPARITY	untouched	9.6	ECONOMICS ↔ JUSTICE	FED_USASPENDING_ASSISTANCE_FULL ↔ RACIAL_JAIL_DISPARITY	128507	county pair	PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE, PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE / FIPS		FEDERAL_ACTION_OBLIGATION, TOTAL_OBLIGATED_AMOUNT +18 / BLACK_JAIL_RATE, WHITE_JAIL_RATE +7	ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL	JUSTICE__RACIAL_JAIL_DISPARITY	MONEY PEOPLE CROSS PANEL	roll both to county: FEDERAL_ACTION_OBLIGATION against BLACK_JAIL_RATE, per person :: scatter | top tenth of counties by FEDERAL_ACTION_OBLIGATION: where do they sit on BLACK_JAIL_RATE :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join					
G2:county:ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL~JUSTICE__XC_VERA_INCARCERATION_TRENDS	untouched	9.6	ECONOMICS ↔ JUSTICE	FED_USASPENDING_ASSISTANCE_FULL ↔ XC_VERA_INCARCERATION_TRENDS	128507	county pair	PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE, PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE / COUNTY_FIPS		FEDERAL_ACTION_OBLIGATION, TOTAL_OBLIGATED_AMOUNT +18 / METRO_AREA, LAND_AREA +75	ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL	JUSTICE__XC_VERA_INCARCERATION_TRENDS	MONEY PEOPLE CROSS PANEL	roll both to county: FEDERAL_ACTION_OBLIGATION against METRO_AREA, per person :: scatter | top tenth of counties by FEDERAL_ACTION_OBLIGATION: where do they sit on METRO_AREA :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join					
G2:county:ECONOMICS__FED_USASPENDING_CONTRACTS_FULL~ENVIRONMENT__FED_EPA_GHGRP_FACILITY	untouched	9.6	ECONOMICS ↔ ENVIRONMENT	FED_USASPENDING_CONTRACTS_FULL ↔ FED_EPA_GHGRP_FACILITY	136005	county pair	PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE, PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE / COUNTY_FIPS		FEDERAL_ACTION_OBLIGATION, TOTAL_DOLLARS_OBLIGATED +29 / ADDRESS2, BAMM_USED_DESC +2	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL	ENVIRONMENT__FED_EPA_GHGRP_FACILITY	MONEY PEOPLE CROSS PANEL	roll both to county: FEDERAL_ACTION_OBLIGATION against ADDRESS2, per person :: scatter | top tenth of counties by FEDERAL_ACTION_OBLIGATION: where do they sit on ADDRESS2 :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join					
G2:county:ECONOMICS__FED_USASPENDING_CONTRACTS_FULL~JUSTICE__RACIAL_JAIL_DISPARITY	untouched	9.6	ECONOMICS ↔ JUSTICE	FED_USASPENDING_CONTRACTS_FULL ↔ RACIAL_JAIL_DISPARITY	128507	county pair	PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE, PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE / FIPS		FEDERAL_ACTION_OBLIGATION, TOTAL_DOLLARS_OBLIGATED +29 / BLACK_JAIL_RATE, WHITE_JAIL_RATE +7	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL	JUSTICE__RACIAL_JAIL_DISPARITY	MONEY PEOPLE CROSS PANEL	roll both to county: FEDERAL_ACTION_OBLIGATION against BLACK_JAIL_RATE, per person :: scatter | top tenth of counties by FEDERAL_ACTION_OBLIGATION: where do they sit on BLACK_JAIL_RATE :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join					
G2:county:ECONOMICS__FED_USASPENDING_CONTRACTS_FULL~JUSTICE__XC_VERA_INCARCERATION_TRENDS	untouched	9.6	ECONOMICS ↔ JUSTICE	FED_USASPENDING_CONTRACTS_FULL ↔ XC_VERA_INCARCERATION_TRENDS	128507	county pair	PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE, PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE / COUNTY_FIPS		FEDERAL_ACTION_OBLIGATION, TOTAL_DOLLARS_OBLIGATED +29 / METRO_AREA, LAND_AREA +75	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL	JUSTICE__XC_VERA_INCARCERATION_TRENDS	MONEY PEOPLE CROSS PANEL	roll both to county: FEDERAL_ACTION_OBLIGATION against METRO_AREA, per person :: scatter | top tenth of counties by FEDERAL_ACTION_OBLIGATION: where do they sit on METRO_AREA :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join					
G:CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS	untouched	9.6	CONSUMER_PROTECTION	CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS	17589036	ZIP code	ZIP_CODE	ZIP code, state	DAYS_RECEIVED_TO_COMPANY, rows with COMPLAINT_NARRATIVE			HARM MAP OUTCOME TEXT	rank every ZIP code by DAYS_RECEIVED_TO_COMPANY per person :: choropleth map | correlate against every other ZIP code number; see the county panel rows :: scatter | which places moved most over DATE_RECEIVED :: slope chart | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter slope_chart	reach-is-not-a-usable-join					
G:CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC	untouched	9.6	CORPORATE_REGISTRY	CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC	15804611	country	COUNTRY_OF_RESIDENCE, ADDRESS_COUNTRY, COUNTRY_REGISTERED	country	row count only			OFFICIALS MAP DEMOGRAPHIC	rank every country by row count per person :: world map | offshore and sanctions hot spots: which countries carry the money or the harm :: world map | which places moved most over NOTIFIED_ON :: slope chart | top and bottom tenth: name them, then name the boring reason :: decile staircase	decile_staircase slope_chart world_map						
G:HEALTH__FED_CMS_OPEN_PAYMENTS	untouched	9.6	HEALTH	HEALTH__FED_CMS_OPEN_PAYMENTS	15385047	ZIP code	RECIPIENT_ZIP_CODE	ZIP code, state	TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS			MONEY PEOPLE MAP	rank every ZIP code by TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS per person :: choropleth map | correlate against every other ZIP code number; see the county panel rows :: scatter | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter	reach-is-not-a-usable-join	teaching-hospital rows carry NPI as an empty string; COALESCE on NPI makes one fake $0.7-1.1B recipient				
G:HEALTH__FED_CMS_OPEN_PAYMENTS_2022	untouched	9.6	HEALTH	HEALTH__FED_CMS_OPEN_PAYMENTS_2022	13306564	ZIP code	RECIPIENT_ZIP_CODE	ZIP code, state	TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS			MONEY PEOPLE MAP	rank every ZIP code by TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS per person :: choropleth map | correlate against every other ZIP code number; see the county panel rows :: scatter | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter	reach-is-not-a-usable-join					
G:HEALTH__FED_CMS_OPEN_PAYMENTS_2023	untouched	9.6	HEALTH	HEALTH__FED_CMS_OPEN_PAYMENTS_2023	14700786	ZIP code	RECIPIENT_ZIP_CODE	ZIP code, state	TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS			MONEY PEOPLE MAP	rank every ZIP code by TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS per person :: choropleth map | correlate against every other ZIP code number; see the county panel rows :: scatter | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter	reach-is-not-a-usable-join					
G:POLITICS__ST_NYC_CFB_CAMPAIGN_2001_CONTRIBUTION	untouched	9.6	POLITICS	POLITICS__ST_NYC_CFB_CAMPAIGN_2001_CONTRIBUTION	193741	ZIP code	ZIP, INTERMEDIARY_ZIP	ZIP code, state	AMOUNT, MATCH_AMOUNT, PREVIOUS_AMOUNT			MONEY PEOPLE MAP TEXT	rank every ZIP code by AMOUNT per person :: choropleth map | correlate against every other ZIP code number; see the county panel rows :: scatter | which places moved most over CONTRIBUTION_DATE :: slope chart | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter slope_chart	reach-is-not-a-usable-join	CONTRIBUTION_DATE null on every row				
G:POLITICS__ST_NYC_CFB_CAMPAIGN_2009_CONTRIBUTION	untouched	9.6	POLITICS	POLITICS__ST_NYC_CFB_CAMPAIGN_2009_CONTRIBUTION	146112	ZIP code	ZIP, INTERMEDIARY_ZIP	ZIP code, state	AMOUNT, MATCH_AMOUNT, PREVIOUS_AMOUNT			MONEY PEOPLE MAP TEXT	rank every ZIP code by AMOUNT per person :: choropleth map | correlate against every other ZIP code number; see the county panel rows :: scatter | which places moved most over CONTRIBUTION_DATE :: slope chart | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter slope_chart	reach-is-not-a-usable-join					
G:POLITICS__ST_NYC_CFB_CAMPAIGN_2013_CONTRIBUTION	untouched	9.6	POLITICS	POLITICS__ST_NYC_CFB_CAMPAIGN_2013_CONTRIBUTION	197968	ZIP code	ZIP, INTERMEDIARY_ZIP	ZIP code, state	AMOUNT, MATCH_AMOUNT, PREVIOUS_AMOUNT			MONEY PEOPLE MAP TEXT	rank every ZIP code by AMOUNT per person :: choropleth map | correlate against every other ZIP code number; see the county panel rows :: scatter | which places moved most over CONTRIBUTION_DATE :: slope chart | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter slope_chart	reach-is-not-a-usable-join					
G:PROCUREMENT__FED_SAM_EXCLUSIONS	untouched	9.6	PROCUREMENT	PROCUREMENT__FED_SAM_EXCLUSIONS	168328	ZIP code	ZIP	ZIP code, state, country	rows with EXCLUSION_TYPE, rows with EXCLUSION_PROGRAM			HARM PEOPLE MAP OUTCOME	rank every ZIP code by rows with EXCLUSION_TYPE per person :: choropleth map | correlate against every other ZIP code number; see the county panel rows :: scatter | which places moved most over ACTIVATION_DATE :: slope chart | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter slope_chart	reach-is-not-a-usable-join					
G2:county:ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL~ENVIRONMENT__EPA_PENALTY_GAP	untouched	9.5	ECONOMICS ↔ ENVIRONMENT	FED_USASPENDING_ASSISTANCE_FULL ↔ EPA_PENALTY_GAP	93808	county pair	PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE, PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE / FIPS_CODE		FEDERAL_ACTION_OBLIGATION, TOTAL_OBLIGATED_AMOUNT +18 / TOTAL_PENALTIES, LAST_PENALTY_AMT +8	ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL	ENVIRONMENT__EPA_PENALTY_GAP	MONEY PEOPLE CROSS PANEL	roll both to county: FEDERAL_ACTION_OBLIGATION against TOTAL_PENALTIES, per person :: scatter | top tenth of counties by FEDERAL_ACTION_OBLIGATION: where do they sit on TOTAL_PENALTIES :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join					
G2:county:ECONOMICS__FED_USASPENDING_CONTRACTS_FULL~ENVIRONMENT__EPA_PENALTY_GAP	untouched	9.5	ECONOMICS ↔ ENVIRONMENT	FED_USASPENDING_CONTRACTS_FULL ↔ EPA_PENALTY_GAP	93808	county pair	PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE, PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE / FIPS_CODE		FEDERAL_ACTION_OBLIGATION, TOTAL_DOLLARS_OBLIGATED +29 / TOTAL_PENALTIES, LAST_PENALTY_AMT +8	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL	ENVIRONMENT__EPA_PENALTY_GAP	MONEY PEOPLE CROSS PANEL	roll both to county: FEDERAL_ACTION_OBLIGATION against TOTAL_PENALTIES, per person :: scatter | top tenth of counties by FEDERAL_ACTION_OBLIGATION: where do they sit on TOTAL_PENALTIES :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join					
G:ENVIRONMENT__EPA_PENALTY_GAP	untouched	9.5	ENVIRONMENT	ENVIRONMENT__EPA_PENALTY_GAP	93808	county	FIPS_CODE	county, state, map point	TOTAL_PENALTIES, LAST_PENALTY_AMT, LAST_PENALTY_AMT_ALLOCATED, LAST_PENALTY_SHARED_FACILITY_N, PCT_MINORITY, POPULATION_DENSITY +4			MONEY MAP OUTCOME	rank every county by TOTAL_PENALTIES per person, using CORE.DIM_COUNTY population :: choropleth map | correlate against every other county number; see the county panel rows :: scatter | which places moved most over DATE_LAST_INSPECTION :: slope chart | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter slope_chart						
G:FINANCE__FED_IRS527_SCHEDULE_A_CONTRIBUTIONS	untouched	9.5	FINANCE	FINANCE__FED_IRS527_SCHEDULE_A_CONTRIBUTIONS	9701952	ZIP code	CONTRIBUTOR_ZIP	ZIP code, state	CONTRIBUTION_AMOUNT, AGG_CONTRIBUTION_YTD			MONEY PEOPLE MAP	rank every ZIP code by CONTRIBUTION_AMOUNT per person :: choropleth map | correlate against every other ZIP code number; see the county panel rows :: scatter | which places moved most over CONTRIBUTION_DATE :: slope chart | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter slope_chart	ein-and-cik-width-mismatch reach-is-not-a-usable-join	EIN is the 527 group's own; 10,443 lump rows like 'Aggregate below threshold' hold $1.47B, drop them before ranking donors				
G:HEALTH__FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER_AND_SERVI	untouched	9.5	HEALTH	HEALTH__FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER_AND_SERVI	11039787	ZIP code	RNDRNG_PRVDR_ZIP5	ZIP code, state, state, country	AVG_MDCR_ALOWD_AMT, AVG_MDCR_PYMT_AMT, AVG_MDCR_STDZD_AMT, EST_MDCR_PYMT_AMT, PROVIDER_TOT_MDCR_PYMT_AMT, SERVICE_ROWS_COVER_PCT			MONEY PEOPLE MAP	rank every ZIP code by AVG_MDCR_ALOWD_AMT per person :: choropleth map | correlate against every other ZIP code number; see the county panel rows :: scatter | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter	reach-is-not-a-usable-join					
G2:county:ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL~ENVIRONMENT__FED_EPA_TRI_FACILITY	untouched	9.4	ECONOMICS ↔ ENVIRONMENT	FED_USASPENDING_ASSISTANCE_FULL ↔ FED_EPA_TRI_FACILITY	64990	county pair	PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE, PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE / STATE_COUNTY_FIPS_CODE		FEDERAL_ACTION_OBLIGATION, TOTAL_OBLIGATED_AMOUNT +18 / ASGN_TECHNICAL_CONTACT, MAIL +1	ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL	ENVIRONMENT__FED_EPA_TRI_FACILITY	MONEY PEOPLE CROSS PANEL	roll both to county: FEDERAL_ACTION_OBLIGATION against ASGN_TECHNICAL_CONTACT, per person :: scatter | top tenth of counties by FEDERAL_ACTION_OBLIGATION: where do they sit on ASGN_TECHNICAL_CONTACT :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:county:ECONOMICS__FED_USASPENDING_CONTRACTS_FULL~ENVIRONMENT__FED_EPA_TRI_FACILITY	untouched	9.4	ECONOMICS ↔ ENVIRONMENT	FED_USASPENDING_CONTRACTS_FULL ↔ FED_EPA_TRI_FACILITY	64990	county pair	PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE, PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE / STATE_COUNTY_FIPS_CODE		FEDERAL_ACTION_OBLIGATION, TOTAL_DOLLARS_OBLIGATED +29 / ASGN_TECHNICAL_CONTACT, MAIL +1	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL	ENVIRONMENT__FED_EPA_TRI_FACILITY	MONEY PEOPLE CROSS PANEL	roll both to county: FEDERAL_ACTION_OBLIGATION against ASGN_TECHNICAL_CONTACT, per person :: scatter | top tenth of counties by FEDERAL_ACTION_OBLIGATION: where do they sit on ASGN_TECHNICAL_CONTACT :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G:HEALTH__FED_FDA_FAERS_DEMO	untouched	9.4	HEALTH	HEALTH__FED_FDA_FAERS_DEMO	5811086	country	REPORTER_COUNTRY, OCCR_COUNTRY	country	rows with DEATH_DT			HARM MAP DEMOGRAPHIC	rank every country by rows with DEATH_DT per person :: world map | offshore and sanctions hot spots: which countries carry the money or the harm :: world map | which places moved most over EVENT_DT :: slope chart | top and bottom tenth: name them, then name the boring reason :: decile staircase	decile_staircase slope_chart world_map	three-tables-not-what-they-look-like	DEATH_DT blank on all 5.81M rows; country spelled 'UNITED STATES' and 'US'				
G:JUSTICE__FED_COURTLISTENER_POSITIONS	untouched	9.4	JUSTICE	JUSTICE__FED_COURTLISTENER_POSITIONS	51290	state	LOCATION_STATE	state	VOTES_YES_PERCENT			PEOPLE OFFICIALS MAP OUTCOME	rank every state by VOTES_YES_PERCENT per person :: choropleth map | correlate against every other state number; see the county panel rows :: scatter | which places moved most over DATE_CREATED :: slope chart | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter slope_chart						
G2:county:ECONOMICS__FED_BLS_QCEW~PROCUREMENT__FED_USASPENDING_BULK	untouched	9.3	ECONOMICS ↔ PROCUREMENT	FED_BLS_QCEW ↔ FED_USASPENDING_BULK	50000	county pair	AREA_FIPS / PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE, PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE		ANNUAL_AVG_ESTABLISHMENTS, ANNUAL_AVG_EMPLOYMENT +5 / FEDERAL_ACTION_OBLIGATION, TOTAL_DOLLARS_OBLIGATED +17	ECONOMICS__FED_BLS_QCEW	PROCUREMENT__FED_USASPENDING_BULK	MONEY PEOPLE CROSS PANEL	roll both to county: ANNUAL_AVG_ESTABLISHMENTS against FEDERAL_ACTION_OBLIGATION, per person :: scatter | top tenth of counties by ANNUAL_AVG_ESTABLISHMENTS: where do they sit on FEDERAL_ACTION_OBLIGATION :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join					
G2:county:ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL~PROCUREMENT__FED_USASPENDING_BULK	untouched	9.3	ECONOMICS ↔ PROCUREMENT	FED_USASPENDING_ASSISTANCE_FULL ↔ FED_USASPENDING_BULK	50000	county pair	PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE, PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE / PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE, PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE		FEDERAL_ACTION_OBLIGATION, TOTAL_OBLIGATED_AMOUNT +18 / FEDERAL_ACTION_OBLIGATION, TOTAL_DOLLARS_OBLIGATED +17	ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL	PROCUREMENT__FED_USASPENDING_BULK	MONEY PEOPLE CROSS PANEL	roll both to county: FEDERAL_ACTION_OBLIGATION against FEDERAL_ACTION_OBLIGATION, per person :: scatter | top tenth of counties by FEDERAL_ACTION_OBLIGATION: where do they sit on FEDERAL_ACTION_OBLIGATION :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join					
G2:county:ECONOMICS__FED_USASPENDING_CONTRACTS_FULL~PROCUREMENT__FED_USASPENDING_BULK	untouched	9.3	ECONOMICS ↔ PROCUREMENT	FED_USASPENDING_CONTRACTS_FULL ↔ FED_USASPENDING_BULK	50000	county pair	PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE, PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE / PRIME_AWARD_TRANSACTION_RECIPIENT_COUNTY_FIPS_CODE, PRIME_AWARD_TRANSACTION_PLACE_OF_PERFORMANCE_COUNTY_FIPS_CODE		FEDERAL_ACTION_OBLIGATION, TOTAL_DOLLARS_OBLIGATED +29 / FEDERAL_ACTION_OBLIGATION, TOTAL_DOLLARS_OBLIGATED +17	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL	PROCUREMENT__FED_USASPENDING_BULK	MONEY PEOPLE CROSS PANEL	roll both to county: FEDERAL_ACTION_OBLIGATION against FEDERAL_ACTION_OBLIGATION, per person :: scatter | top tenth of counties by FEDERAL_ACTION_OBLIGATION: where do they sit on FEDERAL_ACTION_OBLIGATION :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join					
