model,layer,subject,family,class,thing_token,map_evidence,map_confidence,grain_phrase,spine_entity,natural_key,n_columns,column_quality,pre_aggregated,sem_date,sem_money,sem_geo,sem_id,sem_code,sem_population,sem_flag,sem_quantity
politics__irs527_related_entities,marts,politics_lobbying,organization,noun,entity,grain says 'one row per related entity',high,related entity per form,,,14,star-upstream-resolved,False,0,0,4,4,0,0,0,0
politics__member_bill_record,marts,politics,membership,link,member,name token 'member',medium,,,,17,clean,False,0,0,1,1,0,0,1,4
politics__member_crosswalk,marts,politics,membership,link,member,grain says 'one row per member',high,"member, keyed on bioguide, carrying every alternate ID",,,30,clean,False,3,0,2,4,1,0,0,0
politics__member_fec_id,marts,politics,contribution,event,fec,name token 'fec',medium,,,,7,clean,False,1,0,1,3,0,0,0,0
politics__member_money_raised,marts,politics,membership,link,member,name token 'member',medium,,,,12,clean,False,0,2,1,1,0,0,0,0
politics__member_spine,marts,politics,membership,link,member,name token 'member',medium,,,,19,clean,False,3,0,1,3,1,0,2,0
politics__member_voting_record,marts,politics,membership,link,member,name token 'member',medium,,,,15,clean,False,0,0,1,1,0,0,0,2
politics__st_cannabis_policy_bundles,marts,politics,program,noun,policy,name token 'policy',medium,,,,103,clean,False,3,4,6,0,0,0,0,0
politics__st_nyc_cfb_campaign_2001_contribution,marts,politics_lobbying,contribution,event,contribution,name token 'contribution',medium,,,,58,star-upstream-resolved,False,2,4,18,9,8,0,2,0
politics__st_nyc_cfb_campaign_2009_contribution,marts,politics_lobbying,contribution,event,contribution,name token 'contribution',medium,,,,56,star-upstream-resolved,False,2,4,18,9,8,0,2,0
politics__st_nyc_cfb_campaign_2013_contribution,marts,politics_lobbying,contribution,event,contribution,name token 'contribution',medium,,,,56,star-upstream-resolved,False,2,4,18,9,8,0,2,0
politics__st_nyc_cfb_campaign_2021_contributions,marts,politics_lobbying,contribution,event,contributions,name token 'contributions',medium,,,,56,star-upstream-resolved,False,2,4,18,9,8,0,2,0
politics__st_nyc_cfb_campaign_2025_contributions,marts,politics_lobbying,contribution,event,contributions,name token 'contributions',medium,,,,56,star-upstream-resolved,False,2,4,18,9,8,0,2,0
politics__tx_lobby_awards,marts,politics_lobbying,action,event,activity,grain says 'one row per activity',high,activity,,,30,star-upstream-resolved,False,0,0,0,4,0,0,0,0
politics__tx_lobby_cover,marts,politics_lobbying,filing,event+noun,report,grain says 'one row per report',high,report,,,21,star-upstream-resolved,False,6,0,0,0,3,0,0,7
politics__tx_lobby_dockets,marts,politics_lobbying,case,event+noun,docket,grain says 'one row per docket line',high,docket line,,,19,star-upstream-resolved,False,0,0,0,4,0,0,0,0
politics__tx_lobby_entertainment,marts,politics_lobbying,action,event,activity,grain says 'one row per activity',high,activity,,,37,star-upstream-resolved,False,0,0,0,4,0,0,0,0
politics__tx_lobby_events,marts,politics_lobbying,action,event,activity,grain says 'one row per activity',high,activity,,,34,star-upstream-resolved,False,0,0,0,4,0,0,0,0
politics__tx_lobby_food_beverage,marts,politics_lobbying,action,event,activity,grain says 'one row per activity',high,activity,,,35,star-upstream-resolved,False,0,0,0,4,0,0,0,0
politics__tx_lobby_gifts,marts,politics_lobbying,action,event,activity,grain says 'one row per activity',high,activity,,,30,star-upstream-resolved,False,0,0,0,4,0,0,0,0
politics__tx_lobby_individual_reporting,marts,politics_lobbying,payment,event,expenditure,grain says 'one row per client an expenditure was made on behalf of',high,client an expenditure was made on behalf of,,,28,star-upstream-resolved,False,0,0,0,4,0,0,0,0
politics__tx_lobby_subject_matter,marts,politics_lobbying,case,event+noun,matter,grain says 'one row per reported subject matter',high,reported subject matter,,,20,star-upstream-resolved,False,0,0,0,4,0,0,0,0
politics__tx_lobby_transportation,marts,politics_lobbying,role,link,lobby,name token 'lobby',medium,travel line,,,43,star-upstream-resolved,False,0,0,0,5,0,0,0,0
politics__voteview_rollcalls,marts,politics,vote,event,,override: voteview rollcalls are votes,high,,,,11,clean,False,1,0,0,1,0,0,0,2
politics__voteview_votes,marts,politics,vote,event,votes,name token 'votes',medium,,,,7,clean,False,0,0,0,1,1,0,0,0
politics__xc_jcs_coa,marts,politics,UNMAPPED,unclassified,,no signal matched,none,,,,4,clean,False,0,0,0,0,0,0,0,0
politics__xc_jcs_medians,marts,politics,unresolved,event,,columns only: dated rows,low,,,,34,clean,False,2,0,0,0,0,0,0,0
politics__xc_jcs_scotus,marts,politics,unresolved,event,,columns only: dated rows,low,,,,4,clean,False,1,0,0,0,0,0,0,0
politics__xc_owid_cpi,marts,politics,aggregate,aggregate,owid,name token 'owid',medium,,,,5,clean,True,1,0,1,0,1,0,0,0
procurement__fed_sam_exclusions,marts,procurement,enforcement,event,exclusion,grain says 'one row per exclusion record',high,exclusion record,,,22,clean,False,3,0,4,3,4,0,2,0
procurement__fed_usaspending_bulk,marts,procurement,award,event+noun,usaspending,name token 'usaspending',medium,,,,299,star-upstream-resolved,False,11,29,18,14,81,0,2,6
procurement__fed_usaspending_subawards,marts,procurement,award,event+noun,subawards,name token 'subawards',medium,,,,9,star-upstream-resolved,False,1,1,0,3,0,0,0,0
procurement__intl_ec_sercop,marts,procurement,unresolved,event,,columns only: dated money rows,low,,,,35,clean,False,4,4,0,10,4,0,0,0
ref__dim_geography,marts,reference,code,code,code,grain says 'one row per fips county code',high,FIPS county code,,,10,clean,False,0,0,8,0,1,0,0,1
ref__dim_state,marts,reference,place,noun,territory,grain says 'one row per us state/territory',high,US state/territory,,,5,clean,False,0,0,4,0,0,0,0,0
reference__fed_dhs_hifld,marts,reference,unresolved,event,,columns only: dated rows,low,,,,17,star-upstream-resolved,False,1,0,8,1,2,0,0,0
reference__fed_itis_comments,marts,reference,post,event,comment,grain says 'one row per comment_id',high,comment_id,,,8,star-upstream-resolved,False,2,0,0,2,0,0,0,0
reference__fed_itis_experts,marts,reference,person,noun,expert,grain says 'one row per expert_id_prefix',high,"expert_id_prefix, expert_id",,,9,star-upstream-resolved,False,1,0,0,4,0,0,0,0
reference__fed_itis_geographic_div,marts,reference,code,code,tsn,grain says 'one row per tsn',high,"tsn, geographic_value",,,7,star-upstream-resolved,False,1,0,2,2,0,0,0,0
reference__fed_itis_hierarchy,marts,reference,code,code,tsn,grain says 'one row per tsn',high,tsn,,,8,star-upstream-resolved,False,0,0,0,3,1,0,0,1
reference__fed_itis_jurisdiction,marts,reference,code,code,tsn,grain says 'one row per tsn',high,"tsn, jurisdiction_value",,,8,star-upstream-resolved,False,1,0,0,3,0,0,0,0
reference__fed_itis_kingdoms,marts,reference,unresolved,link,,"columns only: 2 ids, narrow",low,kingdom_id,,,6,star-upstream-resolved,False,1,0,0,2,0,0,0,0
reference__fed_itis_longnames,marts,reference,code,code,tsn,grain says 'one row per tsn',high,tsn,,,5,star-upstream-resolved,False,0,0,0,2,0,0,0,0
reference__fed_itis_nodc_ids,marts,reference,unresolved,link,,"columns only: 4 ids, narrow",low,"nodc_id, tsn",,,7,star-upstream-resolved,False,1,0,0,4,0,0,0,0
reference__fed_itis_other_sources,marts,reference,unresolved,event,,columns only: dated rows,low,"source_id_prefix, source_id",,,12,star-upstream-resolved,False,2,0,0,4,1,0,0,0
reference__fed_itis_publications,marts,reference,dataset,noun,publications,name token 'publications',medium,"pub_id_prefix, publication_id",,,18,star-upstream-resolved,False,3,0,0,4,0,0,0,0
reference__fed_itis_reference_links,marts,reference,code,code,tsn,grain says 'one row per tsn',high,"tsn, doc_id_prefix, documentation_id",,,12,star-upstream-resolved,False,1,0,0,7,0,0,1,0
reference__fed_itis_strippedauthor,marts,reference,code,code,taxon,grain says 'one row per taxon_author_id',high,taxon_author_id,,,5,star-upstream-resolved,False,0,0,0,2,0,0,0,0
reference__fed_itis_synonym_links,marts,reference,code,code,tsn,grain says 'one row per tsn',high,"tsn, tsn_accepted",,,7,star-upstream-resolved,False,1,0,0,4,0,0,0,0
reference__fed_itis_taxon_authors_lkp,marts,reference,code,code,taxon,grain says 'one row per taxon_author_id',high,taxon_author_id,,,8,star-upstream-resolved,False,1,0,0,3,0,0,0,0
reference__fed_itis_taxon_unit_types,marts,reference,code,code,taxon,name token 'taxon',medium,"kingdom_id, rank_id",,,10,star-upstream-resolved,False,1,0,0,6,0,0,0,0
reference__fed_itis_taxonomic_units,marts,reference,code,code,tsn,grain says 'one row per tsn',high,tsn,,,29,star-upstream-resolved,False,2,0,0,7,1,0,2,0
reference__fed_itis_tu_comments_links,marts,reference,code,code,tsn,grain says 'one row per tsn',high,"tsn, comment_id",,,7,star-upstream-resolved,False,1,0,0,4,0,0,0,0
reference__fed_itis_vern_ref_links,marts,reference,code,code,tsn,grain says 'one row per tsn',high,"tsn, doc_id_prefix, documentation_id, vern_id",,,9,star-upstream-resolved,False,1,0,0,6,0,0,0,0
reference__fed_itis_vernaculars,marts,reference,code,code,tsn,grain says 'one row per tsn',high,"tsn, vern_id",,,10,star-upstream-resolved,False,2,0,0,4,0,0,0,0
reference__fed_usgs_gnis_all_names,marts,reference,unresolved,event,,columns only: dated rows,low,,,,19,star-upstream-resolved,False,4,0,0,3,1,0,0,0
reference__fed_usgs_topoview,marts,reference,unresolved,noun,,"columns only: named located rows, undated",low,,,,18,clean,False,0,0,2,0,0,0,0,0
reference__intl_eg_capmas,marts,reference,unresolved,event,,columns only: dated rows,low,,,,7,clean,False,1,0,1,0,1,0,0,0
reference__intl_eurostat,marts,reference,unresolved,event,,columns only: dated rows,low,,,,9,clean,False,1,0,1,2,1,0,0,0
reference__intl_gdelt,marts,reference,unresolved,event,,columns only: dated rows,low,,,,61,clean,False,1,0,6,0,3,0,0,0
reference__xc_crossref_funder_registry,marts,reference,organization,noun,funder,name token 'funder',medium,,,,6,star-upstream-resolved,False,0,0,0,1,0,0,0,0
reference__xc_owid_fertility,marts,reference,aggregate,aggregate,owid,name token 'owid',medium,,,,4,clean,True,1,0,0,0,1,0,0,1
reference__xc_ror_research_organizations,marts,reference,organization,noun,organizations,name token 'organizations',medium,,,,38,star-upstream-resolved,False,4,0,5,6,4,0,0,0
regulatory__fed_federal_register_documents,marts,regulatory,document,noun,documents,name token 'documents',medium,,,,38,star-cte-resolved,False,7,0,0,4,1,0,1,2
science__fed_nasa_open_data,marts,science,unresolved,event,,columns only: dated rows,low,,,,8,clean,False,1,0,0,0,1,0,0,0
science__fed_nsf_awards,marts,science,award,event+noun,awards,name token 'awards',medium,,,,20,clean,False,3,1,4,3,1,0,0,0
science__fed_usgs_earthquakes,marts,science,action,event,event,grain says 'one row per event',high,event,,,22,clean,False,2,0,2,1,2,0,0,0
science__intl_embl_ensembl,marts,science,unresolved,event,,columns only: dated rows,low,,,,20,clean,False,3,0,2,3,3,1,0,0
science__xc_owid_ai_incidents_annual,marts,science,accident,event,incidents,name token 'incidents',medium,,,,4,clean,False,2,0,0,0,1,0,0,0
science_research__fed_nih_reporter,marts,science_research,unresolved,event,,columns only: dated money rows,low,,,,48,star-upstream-resolved,False,7,6,6,6,7,0,0,2
science_research__fed_retraction_watch,marts,science_research,recall,event+noun,retraction,name token 'retraction',medium,,,,22,star-upstream-resolved,False,2,0,0,4,1,0,0,0
science_research__fed_sbir_sttr_awards,marts,science_research,award,event+noun,awards,name token 'awards',medium,,,,44,star-upstream-resolved,False,7,1,3,6,1,1,0,0
science_research__xc_biorxiv_medrxiv,marts,science_research,unresolved,event,,columns only: dated money rows,low,,,,45,clean,False,4,3,0,2,3,0,1,0
science_research__xc_osf_registrations,marts,science_research,registration,event+noun,registrations,name token 'registrations',medium,,,,44,star-upstream-resolved,False,6,0,3,12,2,0,9,0
science_research__xc_retraction_watch_database,marts,science_research,recall,event+noun,retraction,grain says 'one row per retraction record',high,retraction record,,,24,star-upstream-resolved,False,2,0,0,5,0,0,0,0
stg_ca_lobby__amendments,staging,ca_lobby,filing,event+noun,filing,grain says 'one row per amendment filing version',high,amendment filing version,,,44,star-cte-resolved,False,3,0,0,4,2,0,0,0
stg_ca_lobby__chg_log,staging,ca_lobby,change,event,change,grain says 'one row per logged attribute change',high,logged attribute change,,,26,star-cte-resolved,False,3,0,4,5,2,0,1,0
stg_ca_lobby__contributions,staging,ca_lobby,contribution,event,contribution,grain says 'one row per reported contribution',high,reported contribution,,,9,star-cte-resolved,False,3,1,0,3,0,0,0,0
stg_ca_lobby__cover2,staging,ca_lobby,filing,event+noun,filing,grain says 'one row per entity line item on a filing version',high,entity line item on a filing version,,,15,star-cte-resolved,False,0,0,0,5,3,0,0,0
stg_ca_lobby__emp_lobbyist,staging,ca_lobby,role,link,lobbyist-employer-session,grain says 'one row per lobbyist-employer-session',high,lobbyist-employer-session,,,8,star-cte-resolved,False,0,0,0,4,0,0,0,0
stg_ca_lobby__employer,staging,ca_lobby,organization,noun,employer,grain says 'one row per employer',high,employer per legislative session,,,22,star-cte-resolved,False,4,2,0,4,1,0,0,0
stg_ca_lobby__employer_firms,staging,ca_lobby,role,link,employer-firm-session,grain says 'one row per employer-firm-session',high,employer-firm-session,,,7,star-cte-resolved,False,1,0,0,4,0,0,0,0
stg_ca_lobby__firm,staging,ca_lobby,organization,noun,firm,grain says 'one row per firm',high,firm per session,,,20,star-cte-resolved,False,4,2,0,4,0,0,0,0
stg_ca_lobby__firm_employer,staging,ca_lobby,role,link,firm-filing-employer-period,grain says 'one row per firm-filing-employer-period',high,firm-filing-employer-period,,,13,star-cte-resolved,False,2,0,0,3,0,0,0,2
stg_ca_lobby__firm_lobbyist,staging,ca_lobby,role,link,lobbyist-firm-session,grain says 'one row per lobbyist-firm-session',high,lobbyist-firm-session,,,8,star-cte-resolved,False,0,0,0,4,0,0,0,0
stg_ca_lobby_cover__filings,staging,ca_lobby_cover,filing,event+noun,filing,grain says 'one row per lobbying disclosure filing',high,lobbying disclosure filing,not determined -- no registry hint. FILER_ID prefix,,19,star-cte-resolved,False,3,0,1,4,3,0,0,1
stg_fed_bia_tribal_geo__bia_geospatial_features,staging,fed_bia_tribal_geo,place,noun,features,name token 'features',medium,,,,11,clean,False,1,0,3,2,0,0,0,1
stg_fed_bjs_data__bjs_data_collections,staging,fed_bjs_data,dataset,noun,collections,name token 'collections',medium,,,,14,clean,False,1,0,1,2,2,0,0,0
stg_fed_bls_qcew__records,staging,fed_bls_qcew,measurement,event,qcew,dataset title token 'qcew' in: quarterly census of employment and wages (qcew). grain not y,medium,,,,40,star-cte-resolved,False,1,4,0,0,7,0,0,10
stg_fed_bop_statistics__records,staging,fed_bop_statistics,aggregate,aggregate,statistics,"dataset title token 'statistics' in: bop inmate statistics. grain not yet determined.
",medium,,,,10,star-cte-resolved,True,1,0,1,0,2,0,0,0
stg_fed_cbp_encounters__records,staging,fed_cbp_encounters,measurement,event,encounters,"dataset title token 'encounters' in: cbp nationwide encounters data. grain not yet determined.
",medium,,,,17,star-cte-resolved,False,1,0,0,0,0,0,0,0
stg_fed_cdc_anxiety_depression__records,staging,fed_cdc_anxiety_depression,aggregate,aggregate,indicators,dataset title token 'indicators' in: cdc indicators of anxiety or depression. grain not yet deter,medium,,,,16,star-cte-resolved,True,4,0,1,0,1,0,0,0
stg_fed_cdc_data_portal__records,staging,fed_cdc_data_portal,dataset,noun,dataset,grain says 'one row per cdc dataset',high,CDC dataset,,,24,star-cte-resolved,False,5,0,0,2,2,0,0,1
stg_fed_cdc_drug_poisoning_county__rates,staging,fed_cdc_drug_poisoning_county,measurement,event,rates,name token 'rates',medium,,,,11,star-cte-resolved,False,1,0,5,1,0,1,0,2
stg_fed_cdc_health_insurance__records,staging,fed_cdc_health_insurance,aggregate,aggregate,indicators,dataset title token 'indicators' in: cdc indicators of health insurance coverage. grain not yet d,medium,,,,18,star-cte-resolved,True,4,0,1,1,1,0,1,0
stg_fed_cdc_injury_violence_county__rates,staging,fed_cdc_injury_violence_county,measurement,event,rates,name token 'rates',medium,,,,15,star-cte-resolved,False,1,0,4,1,0,0,0,5
stg_fed_cdc_leading_causes_state__all,staging,fed_cdc_leading_causes_state,unresolved,event,,columns only: dated rows,low,,,,8,star-cte-resolved,False,1,0,1,1,0,0,0,1
stg_fed_cdc_overdose__records,staging,fed_cdc_overdose,measurement,event,counts,dataset title token 'counts' in: cdc vsrr provisional drug overdose death counts. grain not y,medium,,,,14,star-cte-resolved,False,2,0,2,0,0,0,0,2
stg_fed_cdc_suicide_rates__records,staging,fed_cdc_suicide_rates,measurement,event,rates,dataset title token 'rates' in: cdc nchs death rates for suicide by demographics. grain not ,medium,,,,15,star-cte-resolved,False,2,0,0,0,0,0,0,4
