NPI,EXCLUSION_TYPE,GENERAL_CATEGORY,SPECIALTY,STATE,EXCLUSION_YEAR,REINSTATEMENT_YEAR,PAY_YEAR,NATURE_OF_PAYMENT,N_PAYMENTS,TOTAL_DOLLARS,AFTER_EXCLUSION_FLAG
1255405064,1128a1,IND- LIC HC SERV PRO,DENTIST,CA,2026,,2024,Food and Beverage,3,111.25,0
1780688598,1128a4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TX,2023,,2024,Food and Beverage,6,110.82,1
1902143670,1128b14,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2014,,2022,Food and Beverage,1,109.87,1
1801955851,1128b4,"PHYSICIAN (MD, DO)",OPHTHALMOLOGY,MI,2025,,2022,Food and Beverage,1,109.69,0
1619069739,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,VA,2025,,2022,Travel and Lodging,1,109.63,0
1073511192,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TN,2018,,2022,Food and Beverage,5,109.05,1
1902856065,1128a4,BUS OWNER/EXEC,PHYSICIAN PRACTICE (,VA,2024,,2023,Food and Beverage,6,108.97,0
1467533307,1128b4,IND- LIC HC SERV PRO,DENTIST,MD,2024,,2022,Food and Beverage,5,108.46,0
1003896523,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NJ,2026,,2023,Food and Beverage,5,108.23,0
1386790665,1128a2,"MEDICAL PRACTICE, MD",GENERAL PRACTICE,NJ,2011,,2023,Food and Beverage,1,107.63,1
1689969024,1128a1,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,OH,2025,,2022,Food and Beverage,1,107.58,0
1760475032,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,WA,2025,,2023,Food and Beverage,1,107.51,0
1699784652,1128b4,"PHYSICIAN (MD, DO)",GYN/OBS,CA,2025,,2022,Food and Beverage,5,107.49,0
1144242090,1128a1,"PHYSICIAN (MD, DO)",SURGERY,IL,2023,,2022,Food and Beverage,7,107.39,0
1942261722,1128b4,"PHYSICIAN (MD, DO)",RADIOLOGY,NY,2014,,2024,Gift,1,107.1,1
1649506643,1128b14,"PHYSICIAN (MD, DO)",NEUROLOGY,CA,2017,,2024,Food and Beverage,1,106.85,1
1235146002,1128a3,"PHYSICIAN (MD, DO)",ONCOLOGY,WV,2026,,2022,Education,2,106.48,0
1144218454,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,OR,2024,,2022,Food and Beverage,5,106.24,0
1386687556,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,IL,2022,,2023,Food and Beverage,1,105.4,1
1952407694,1128b4,"PHYSICIAN (MD, DO)",PSYCHIATRY,CA,2026,,2022,Food and Beverage,6,105.34,0
1437403094,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,HI,2024,,2023,Food and Beverage,1,105.15,0
1134691173,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,AZ,2025,,2022,Education,5,105.0,0
1679524789,1128a1,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,OH,2022,,2022,Food and Beverage,5,104.79,1
1629179312,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TX,2022,,2022,Food and Beverage,1,104.72,1
1861831620,1128a2,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,KS,2025,,2022,Food and Beverage,3,104.37,0
1578558789,1128a1,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,AR,2013,,2022,Food and Beverage,1,104.17,1
1790795383,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TX,2025,,2024,Food and Beverage,6,104.11,0
1538100078,1128b4,"PHYSICIAN (MD, DO)",CARDIOLOGY,LA,2026,,2023,Food and Beverage,7,104.01,0
1902143670,1128b14,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2014,,2024,Food and Beverage,1,103.37,1
1871571406,1128a1,"PHYSICIAN (MD, DO)",ONCOLOGY,NM,2016,,2022,Food and Beverage,5,103.35,1
1194845131,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,IL,2022,,2023,Food and Beverage,1,103.13,1
1144370933,1128b4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,CO,2023,,2023,Food and Beverage,1,103.04,1
1033161120,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,MO,2026,,2022,Food and Beverage,2,102.57,0
1194756395,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,MA,2014,,2024,Food and Beverage,3,102.1,1
1629098496,1128a4,"PHYSICIAN (MD, DO)",PSYCHIATRY,MA,2026,,2022,Travel and Lodging,3,101.75,0
1245205269,1128b4,"MEDICAL PRACTICE, MD",PEDIATRICS,IA,2010,,2022,Food and Beverage,5,101.73,1
1588732077,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,MD,2023,,2022,Food and Beverage,4,101.32,0
1194706754,1128b7,"PHYSICIAN (MD, DO)",NEUROLOGY,SD,2021,,2023,Food and Beverage,1,101.02,1
1497854483,1128a4,"MEDICAL PRACTICE, MD",FAMILY PRACTICE,CA,2010,,2022,Food and Beverage,6,101.0,1
1013090877,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,OR,2024,,2023,Food and Beverage,5,100.86,0
1134139884,1128a4,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,CA,2015,,2022,Food and Beverage,1,100.39,1
1114913431,1128b4,"PHYSICIAN (MD, DO)",GYN/OBS,FL,2024,,2023,Food and Beverage,1,100.0,0
1700589249,1128a3,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,FL,2026,,2024,Food and Beverage,1,100.0,0
1881634954,1128a1,"MEDICAL PRACTICE, MD",INTERNAL MEDICINE,NY,2011,,2023,Food and Beverage,1,100.0,1
1770078677,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,MO,2024,,2023,Food and Beverage,2,52.57,0
1346460094,1128a1,IND- LIC HC SERV PRO,DENTIST,PR,2022,,2024,Debt forgiveness,1,52.55,1
1568828325,1128a1,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,FL,2024,,2023,Food and Beverage,3,52.52,0
1912073792,1128b14,IND- LIC HC SERV PRO,DENTIST,NC,2012,,2024,Education,1,52.44,1
1457413734,1128a4,IND- LIC HC SERV PRO,DENTIST,MD,2026,,2024,Food and Beverage,1,52.27,0
1285692137,1128b4,"PHYSICIAN (MD, DO)",PEDIATRICS,OR,2024,,2022,Food and Beverage,2,52.1,0
1265496301,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2023,,2023,Education,5,51.9,1
1750370466,1128b4,"PHYSICIAN (MD, DO)",GYN/OBS,WA,2024,,2024,Food and Beverage,3,51.71,1
1437198074,1128a1,"PHYSICIAN (MD, DO)",EMERGENCY MEDICINE,MO,2025,,2022,Food and Beverage,2,51.56,0
1346342920,1128a1,"PHYSICIAN (MD, DO)",SURGERY,IN,2026,,2024,Food and Beverage,1,51.5,0
1144380114,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NY,2026,,2024,Food and Beverage,3,50.95,0
1528164092,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,GA,2026,,2023,Food and Beverage,3,50.86,0
1346251105,1128a4,IND- LIC HC SERV PRO,DENTIST,ID,2018,,2022,Education,1,50.0,1
1104834209,1128b4,"PHYSICIAN (MD, DO)",NEUROLOGY,IL,2016,,2022,Food and Beverage,1,50.0,1
1952370173,1128a3,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NY,2026,,2023,Education,2,50.0,0
1861518755,1128a3,DENTAL PRACTICE,DENTIST,NY,2011,,2023,Education,1,50.0,1
1114027455,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,IL,2015,,2022,Food and Beverage,1,49.82,1
1053669473,1128a1,IND- LIC HC SERV PRO,DENTIST,CT,2025,,2024,Food and Beverage,3,49.64,0
1982771697,1128b14,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2013,,2022,Food and Beverage,2,49.43,1
1750370466,1128b4,"PHYSICIAN (MD, DO)",GYN/OBS,WA,2024,,2022,Food and Beverage,3,49.17,0
1427128073,1128a1,"PHYSICIAN (MD, DO)",SURGERY,CA,2025,,2022,Food and Beverage,2,49.13,0
1851339576,1128a3,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,MO,2026,,2024,Food and Beverage,1,48.98,0
1548798309,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,KY,2025,,2024,Education,1,48.84,0
1548263627,1128b4,"PHYSICIAN (MD, DO)",GYN/OBS,MS,2025,,2023,Food and Beverage,1,48.84,0
1205839008,1128b4,"PHYSICIAN (MD, DO)",DERMATOLOGY,VA,2024,,2022,Food and Beverage,3,48.61,0
1275519589,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2024,,2023,Food and Beverage,1,48.27,0
1942287735,1128b7,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,MO,2022,,2022,Food and Beverage,2,48.26,1
1073511192,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TN,2018,,2024,Food and Beverage,2,48.2,1
1194798942,1128a3,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,FL,2022,,2024,Food and Beverage,2,48.11,1
1083632699,1128a1,"PHYSICIAN (MD, DO)",SURGERY,AZ,2013,,2024,Food and Beverage,2,48.11,1
1871531350,1128a4,"PHYSICIAN (MD, DO)",HEMATOLOGY,TX,2020,,2023,Food and Beverage,2,47.84,1
1033209937,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,FL,2025,,2022,Food and Beverage,1,47.76,0
1417348186,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,TX,2023,,2023,Food and Beverage,3,47.6,1
1134472707,1128b4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,CA,2014,,2023,Food and Beverage,2,47.49,1
1437370046,1128b4,"PHYSICIAN (MD, DO)",PLASTIC SURGERY,CA,2024,,2023,Food and Beverage,2,47.35,0
1295952729,1128a2,"PHYSICIAN (MD, DO)",PLASTIC SURGERY,CO,2024,,2022,Food and Beverage,2,47.31,0
1255979613,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NC,2025,,2023,Food and Beverage,3,47.28,0
1205839008,1128b4,"PHYSICIAN (MD, DO)",DERMATOLOGY,VA,2024,,2023,Food and Beverage,2,47.12,0
1245594282,1128a2,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,VA,2026,,2022,Education,1,47.0,0
1790870558,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,WI,2022,,2022,Food and Beverage,1,47.0,1
1356353429,1128b14,IND- LIC HC SERV PRO,DENTIST,CA,2016,,2024,Gift,1,46.99,1
1922301548,1128a1,IND- LIC HC SERV PRO,DENTAL HYGIENIST,CA,2017,,2024,Gift,1,46.99,1
1114989092,1128b4,"PHYSICIAN (MD, DO)",RADIOLOGY,TX,2025,,2023,Food and Beverage,3,46.89,0
1538260179,1128b4,"PHYSICIAN (MD, DO)",ONCOLOGY,NY,2026,,2022,Food and Beverage,1,46.75,0
1164621066,1128b4,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,CA,2023,,2023,Food and Beverage,2,46.24,1
1992988257,1128a1,"PHYSICIAN (MD, DO)",NEPHROLOGY,KY,2026,,2022,Food and Beverage,1,45.98,0
1316163579,1128a4,IND- LIC HC SERV PRO,DENTIST,VA,2020,,2024,Food and Beverage,1,45.87,1
1982647756,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,PA,2025,,2023,Food and Beverage,3,45.86,0
1275643116,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NJ,2025,,2024,Food and Beverage,3,45.84,0
1083673180,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,SC,2025,,2022,Food and Beverage,3,45.79,0
1770565293,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,OH,2024,,2022,Food and Beverage,3,45.64,0
1518159003,1128a1,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,CA,2024,,2023,Food and Beverage,2,45.39,0
1912938291,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,TN,2015,,2024,Food and Beverage,2,45.35,1
1104968684,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2024,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",1,45.0,0
1992860977,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2022,,2022,Food and Beverage,1,44.98,1
1538229497,1128a3,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,VA,2026,,2024,Food and Beverage,2,44.88,0
1821199613,1128a4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TX,2023,,2023,Food and Beverage,2,44.79,1
1548483670,1128a1,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,OH,2022,,2022,Food and Beverage,1,44.63,1
1215431861,1128b4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,TN,2024,,2024,Food and Beverage,1,44.58,1
1225146640,1128b1,IND- LIC HC SERV PRO,DENTIST,NY,2018,,2022,Food and Beverage,2,44.51,1
1194871277,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,PR,2024,,2024,Food and Beverage,2,44.46,1
1699149492,1128b4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,MD,2025,,2022,Food and Beverage,2,44.36,0
1609955350,BRCH SA,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2023,Food and Beverage,2,44.35,0
1346286010,1128a1,"PHYSICIAN (MD, DO)",OTORHINOLARYNGOLOGY,WV,2024,,2023,Food and Beverage,1,43.36,0
1336349844,1128a2,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,AL,2025,,2022,Food and Beverage,2,43.33,0
1093177503,1128a3,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,NJ,2023,,2022,Food and Beverage,3,43.19,0
1396796033,1128a4,"MEDICAL PRACTICE, MD",GENERAL PRACTICE,FL,2008,,2023,Food and Beverage,3,43.18,1
1790781797,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2024,,2023,Food and Beverage,2,43.15,0
1508112491,1128a1,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,MI,2026,,2022,Food and Beverage,3,43.08,0
1265890149,1128b4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,CA,2024,,2022,Food and Beverage,2,42.96,0
1801102959,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,AL,2024,,2022,Food and Beverage,3,42.96,0
1225039258,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,KY,2025,,2024,Food and Beverage,2,42.81,0
1942301502,1128b4,IND- LIC HC SERV PRO,DENTIST,CO,2026,,2023,Entertainment,1,42.69,0
1720020068,1128a2,"PHYSICIAN (MD, DO)",UROLOGY,MI,2026,,2022,Food and Beverage,2,42.68,0
1265431316,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2020,,2024,Food and Beverage,2,42.68,1
1265639694,1128a4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,MO,2023,,2023,Food and Beverage,1,42.54,1
1184685281,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2025,,2024,Gift,1,42.5,0
1043201981,1128a4,"PHYSICIAN (MD, DO)",PSYCHIATRY,OH,2026,,2024,Food and Beverage,1,42.46,0
1407258783,1128b4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,WA,2024,,2022,Food and Beverage,2,42.32,0
1104912278,1128a4,IND- LIC HC SERV PRO,DENTIST,ID,2019,,2024,Food and Beverage,1,42.12,1
1235237546,1128a3,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,AL,2024,,2023,Food and Beverage,1,42.04,0
1417042417,1128a2,IND- LIC HC SERV PRO,DENTIST,PA,2024,,2024,Food and Beverage,2,42.03,1
1184653214,1128a1,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,AZ,2026,,2023,Food and Beverage,1,42.0,0
1538229497,1128a3,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,VA,2026,,2022,Education,2,42.0,0
1215939798,1128b7,"PHYSICIAN (MD, DO)",EMERGENCY MEDICINE,IL,2023,,2024,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",1,42.0,1
1710022702,1128a3,IND- LIC HC SERV PRO,CHIROPRACTIC,NY,2025,,2023,Food and Beverage,1,41.89,0
1700869864,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,CA,2015,,2022,Food and Beverage,3,41.76,1
1760445936,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2024,Food and Beverage,2,41.67,0
1841341567,1128a2,IND- LIC HC SERV PRO,DENTIST,IA,2024,,2022,Food and Beverage,1,41.62,0
1154321891,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NY,2024,,2023,Education,4,41.52,0
1336193598,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,TX,2025,,2023,Food and Beverage,1,41.29,0
1922232297,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,IN,2015,,2024,Food and Beverage,2,41.16,1
1942968870,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,AL,2026,,2023,Food and Beverage,2,41.04,0
1154471035,1128a4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,LA,2015,,2022,Food and Beverage,3,41.0,1
1508915216,1128a4,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,NC,2022,,2024,Food and Beverage,1,40.78,1
1639117559,1128a1,IND- LIC HC SERV PRO,CHIROPRACTIC,MN,2024,,2023,Food and Beverage,2,40.75,0
1851515217,1128a4,IND- LIC HC SERV PRO,DENTIST,CO,2013,,2024,Food and Beverage,1,40.73,1
1346286010,1128a1,"PHYSICIAN (MD, DO)",OTORHINOLARYNGOLOGY,WV,2024,,2024,Food and Beverage,2,40.72,1
1225011885,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,FL,2025,,2022,Food and Beverage,2,40.43,0
1598850935,1128a4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,WV,2024,,2022,Food and Beverage,3,40.34,0
1619089166,1128b4,"PHYSICIAN (MD, DO)",NEUROLOGY,TX,2021,,2023,Food and Beverage,2,40.3,1
1871526400,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2023,,2023,Food and Beverage,2,40.16,1
1164621066,1128b4,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,CA,2023,,2022,Food and Beverage,2,40.09,0
1588622989,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,MA,2022,,2022,Food and Beverage,1,40.0,1
1215917042,1128b4,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,OK,2017,,2023,Food and Beverage,2,39.95,1
1952370173,1128a3,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NY,2026,,2024,Education,1,39.95,0
1407961188,1128a3,"PHYSICIAN (MD, DO)",NEUROLOGY,CA,2022,,2024,Food and Beverage,2,39.88,1
1871551721,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,NJ,2025,,2022,Food and Beverage,3,39.83,0
1134691173,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,AZ,2025,,2023,Food and Beverage,2,39.7,0
1720031503,1128a1,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,GA,2025,,2024,Food and Beverage,2,39.59,0
1811991284,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NJ,2026,,2022,Food and Beverage,3,39.12,0
1316996762,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NJ,2014,,2024,Food and Beverage,2,38.84,1
1306853221,1128a4,"PHYSICIAN (MD, DO)",ORTHOPEDICS,MI,2016,,2023,Food and Beverage,2,38.6,1
1639155484,1128b4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,FL,2020,,2023,Food and Beverage,1,38.42,1
1518930395,1128a3,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CO,2020,,2023,Food and Beverage,1,38.3,1
1184614075,1128a1,IND- LIC HC SERV PRO,PODIATRY,OH,2021,,2024,Food and Beverage,1,37.56,1
1861831620,1128a2,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,KS,2025,,2022,Travel and Lodging,1,37.5,0
1386634293,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TX,2020,,2023,Food and Beverage,2,37.37,1
1902172828,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2024,,2023,Food and Beverage,2,37.26,0
1376723684,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,OH,2025,,2024,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",1,37.0,0
1154392892,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,CA,2024,,2022,Food and Beverage,2,36.95,0
1710448105,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,MD,2025,,2022,Food and Beverage,2,36.86,0
1942470422,1128a1,IND- LIC HC SERV PRO,DENTIST,CA,2024,,2023,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",1,36.83,0
1902964331,1128a1,BUS OWNER/EXEC,CHIROPRACTIC PRACT,IN,2018,,2023,Food and Beverage,1,36.75,1
1417348186,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,TX,2023,,2024,Food and Beverage,2,36.71,1
1538229497,1128a3,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,VA,2026,,2022,Food and Beverage,2,36.39,0
1194798942,1128a3,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,FL,2022,,2023,Food and Beverage,2,36.2,1
1114075827,1128a4,NURSING PROFESSION,NURSE/NURSES AIDE,PA,2011,,2023,Food and Beverage,2,36.02,1
1710032933,1128b4,IND- LIC HC SERV PRO,DENTIST,PA,2023,,2023,Honoraria,1,35.94,1
1336107184,1128Aa,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,AL,2016,,2023,Food and Beverage,2,35.67,1
1659525467,1128a4,"PHYSICIAN (MD, DO)",SURGERY,PA,2015,,2024,Food and Beverage,2,35.6,1
1033122759,1128a1,PODIATRY PRACTICE,PODIATRY,IA,2010,,2023,Food and Beverage,1,35.55,1
1821134495,1128b4,"PHYSICIAN (MD, DO)",PEDIATRICS,MO,2026,,2022,Food and Beverage,2,35.3,0
1568467876,1128a2,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NY,2022,,2022,Food and Beverage,2,35.3,1
1275502932,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,CA,2017,,2022,Food and Beverage,1,35.25,1
1922096221,1128a3,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TN,2024,,2023,Education,2,35.22,0
1033472386,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,OH,2026,,2023,Food and Beverage,2,35.21,0
1699854562,1128a3,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,FL,2023,,2022,Food and Beverage,2,35.21,0
1093002586,1128b4,"PHYSICIAN (MD, DO)",GYN/OBS,OH,2023,,2022,Food and Beverage,2,35.18,0
1366482358,1128b4,"PHYSICIAN (MD, DO)",EMERGENCY MEDICINE,CO,2016,,2024,Food and Beverage,1,34.92,1
1548444631,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,CA,2026,,2023,Food and Beverage,1,34.83,0
1669466249,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,NY,2018,,2024,Food and Beverage,1,34.59,1
1023229531,1128b4,"PHYSICIAN (MD, DO)",PSYCHIATRY,FL,2022,,2022,Food and Beverage,1,34.5,1
1942641485,1128a1,IND- LIC HC SERV PRO,PODIATRY,MS,2024,,2022,Food and Beverage,1,34.41,0
1821181215,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,CA,2024,,2024,Food and Beverage,1,34.13,1
1164482709,1128b14,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,CA,2019,,2024,Food and Beverage,2,34.03,1
1902833981,1128a1,"PHYSICIAN (MD, DO)",PSYCHIATRY,TX,2016,,2024,Food and Beverage,2,33.97,1
1851515217,1128a4,IND- LIC HC SERV PRO,DENTIST,CO,2013,,2023,Food and Beverage,2,33.94,1
1629062435,1128a3,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2024,,2023,Food and Beverage,1,33.9,0
1316947310,1128b4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,VA,2026,,2024,Food and Beverage,1,33.85,0
1164780169,1128a1,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,SD,2023,,2024,Food and Beverage,1,33.77,1
1316996762,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NJ,2014,,2023,Food and Beverage,2,33.61,1
1730256736,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,CA,2025,,2022,Food and Beverage,2,33.61,0
1609237239,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,TX,2025,,2024,Food and Beverage,2,33.51,0
1255452454,1128a3,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2018,,2024,Food and Beverage,1,33.43,1
1013090877,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,OR,2024,,2024,Food and Beverage,1,33.43,1
1033177571,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,KY,2024,,2024,Food and Beverage,2,33.31,1
1922059831,1128b6,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,CA,2024,,2023,Food and Beverage,2,32.81,0
1538100078,1128b4,"PHYSICIAN (MD, DO)",CARDIOLOGY,LA,2026,,2022,Education,3,32.81,0
1679679096,1128a4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2014,,2023,Food and Beverage,2,32.76,1
1730291451,1128b4,"PHYSICIAN (MD, DO)",GYN/OBS,FL,2024,,2023,Food and Beverage,1,32.64,0
1972539849,1128b1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NM,2022,,2023,Food and Beverage,1,32.53,1
1881600906,1128a4,"PHYSICIAN (MD, DO)",PSYCHIATRY,LA,2020,,2022,Food and Beverage,1,32.29,1
1538100078,1128b4,"PHYSICIAN (MD, DO)",CARDIOLOGY,LA,2026,,2024,Education,1,32.27,0
1891002424,1128a4,"PHYSICIAN (MD, DO)",PSYCHIATRY,MD,2024,,2022,Food and Beverage,1,32.24,0
1164436259,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,CA,2023,,2023,Food and Beverage,2,32.23,1
1881677409,1128a3,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NJ,2025,,2024,Food and Beverage,2,32.11,0
1134192370,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,PA,2020,,2023,Food and Beverage,1,32.09,1
1497863468,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,NJ,2026,,2024,Food and Beverage,2,32.05,0
1174511356,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,IN,2023,,2023,Food and Beverage,2,31.93,1
1851301204,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2022,Food and Beverage,2,31.85,0
1962555193,1128a1,"MEDICAL PRACTICE, MD",FAMILY PRACTICE,NY,2010,,2023,Food and Beverage,2,31.53,1
