EIN,EST_KEY,COMPANY,ESTABLISHMENT,CITY,STATE,NAICS,INDUSTRY,SIZE_BAND,EMPLOYEES,HOURS,DEATHS,DART_CASES,DAFW_DAYS,DART_RATE,TRIR,DAYS_PER_CASE,COHORT_N,COHORT_MEDIAN_DART,COHORT_POOLED_DART,FOLD_VS_POOLED,FOLD_VS_MEDIAN,Z_SCORE,PCT_RANK_IN_COHORT
742995950,1031220,Escobedo Group,Escobedo Group,BUDA,TX,2361,"Housing, single-family, construction general contractors",100-249,153,365729,0,15,55,8.20,8.20,27.5,285,0.55,1.39,5.88,15.05,2.48,0.9467
742556477,59452,"Starks Welding & Manufacturing Services, Inc.","Starks Welding & Manufacturing Services, Inc.",GEORGETOWN,TX,3323,Sheet metal work (except stampings) manufacturing,20-49,32,81185,0,6,7,14.78,14.78,1.8,1069,0.00,2.51,5.88,,2.92,0.9542
871406660,1362398,Daktoa Stone Inc,Dakota Stone Inc,MILBANK,SD,2123,Dimension stone mining or quarrying,50-99,95,167677,0,7,134,8.35,8.35,33.5,19,0.00,1.42,5.88,,3.31,1.0
391413708,1137058,725 W Region,ABC Supply 073,EVERETT,WA,4233,"Roofing, Siding and Insulation Merchant Wholesalers",20-49,27,61468,0,7,175,22.78,22.78,43.8,1072,2.52,3.87,5.88,9.04,3.56,0.981
951987958,323133,Trader Joe's,Trader Joe's 0211 Templeton,TEMPLETON,CA,4451,Grocery Store,100-249,118,156060,0,14,780,17.94,25.63,55.7,8151,2.32,3.05,5.88,7.73,4.69,0.9945
861890938,1333864,Garage Door Doctor,TMII Enterprises TX,SAN ANTONIO,TX,2383,Garage Door Residential-Type Installation,50-99,60,117461,0,8,36,13.62,13.62,4.5,530,1.46,2.32,5.88,9.36,3.04,0.9771
042801160,1180029,DHL Supply Chain,Bellingham - 353 Maple Street,BELLINGHAM,MA,4931,Motor Freight Transportation And Warehousing,20-49,44,91137,0,6,11,13.17,17.56,5.5,2398,0.00,2.24,5.88,,2.83,0.9466
111967855,951337,"Joseph L. Balkan, Inc.","Joseph L. Balkan, Inc.",RICHMOND HILL,NY,2371,"Construction management, water and sewer line",100-249,106,169588,0,5,475,5.90,5.90,95.0,491,0.51,1.00,5.87,11.65,2.87,0.9414
863053082,1155873,"Elegance Living, LLC",Elegance at Berkeley,BERKELEY,CA,6233,Assisted-living facilities without on-site nursing care facilities,50-99,62,100316,0,15,42,29.91,33.89,4.7,2183,3.60,5.09,5.87,8.30,4.13,0.9891
541535173,651836,Precision Steel Manufacturing Corporation,Precision Steel Mfg. Corp.,ROANOKE,VA,3323,Fabricated structural metal manufacturing,20-49,40,81335,0,6,5,14.75,14.75,1.3,1069,0.00,2.51,5.87,,2.91,0.9521
464319524,998744,Dutchland Plastics LLC,Dutchland - WI,OOSTBURG,WI,3261,"Tanks, storage, plastics or fiberglass, manufacturing",100-249,120,206347,0,12,45,11.63,13.57,15.0,907,1.39,1.98,5.87,8.38,3.9,0.9885
205038637,272078,Younger Brothers Companies,Younger Brothers Plumbing LLC,PEORIA,AZ,2382,Plumbing fixture installation,100-249,102,223596,0,11,0,9.84,12.52,,1414,0.97,1.68,5.87,10.19,3.29,0.9797
416007162,310230,Department of Human Services - State of Minnesota,Child & Adolescent Behavioral Health Services,WILLMAR,MN,6222,"Children's hospitals, psychiatric or substance abuse",50-99,56,91741,0,12,74,26.16,37.06,10.6,70,2.18,4.46,5.87,11.98,2.95,0.98
770634140,617109,Magic Laundry Services Inc.,Magic Laundry Services Inc.,MONTEBELLO,CA,8123,"Laundry services (except coin-operated, linen supply, uniform supply)",100-249,170,228200,0,15,145,13.15,13.15,145.0,366,1.56,2.24,5.87,8.42,4.6,0.9965
462586332,1370644,Junkluggers,Lug Life Junkluggers,LONG ISLAND CITY,NY,4239,"Recyclable materials (e.g., glass, metal, paper) merchant wholesalers",100-249,111,139914,0,9,31,12.87,14.29,6.2,123,1.38,2.19,5.87,9.32,3.8,0.9885
834633352,1200168,Washington Gardens,"Tigard Memory Partners, LLC",TIGARD,OR,6233,Assisted-living facilities without on-site nursing care facilities,20-49,48,79736,0,10,25,25.08,25.08,4.2,1893,0.00,4.28,5.87,,3.07,0.9649
208118894,1180277,,"Estate Landscaping & Lawn Managment, LLC",NAPLES,FL,5617,Lawn maintenance services,20-49,37,63403,0,6,0,18.93,18.93,,2823,0.00,3.22,5.87,,3.24,0.9618
364525048,911734,"Northern Prairie Polymers, LLC dba Industrial Molded Rubber Products","Northern Prairie Polymers, LLC dba Industrial Molded Rubber",BIG LAKE,MN,3262,"Rubber goods, mechanical (i.e.,  extruded, lathe-cut, molded), manufacturing",20-49,37,66453,0,5,6,15.05,15.05,6.0,121,0.00,2.57,5.86,,3.37,0.9661
943019135,1141834,Safeway Inc,SWY-0025-0025-00994 FAC-00994-SAN LEANDRO-CA,SAN LEANDRO,CA,4451,Supermarkets and Other Grocery except Convenience Stores,100-249,115,167663,0,15,429,17.89,20.28,85.8,8151,2.32,3.05,5.86,7.71,4.67,0.9943
410919123,752669,City of Otsego,City of Otsego,OTSEGO,MN,9211,"General services departments, government",50-99,50,79452,0,5,4,12.59,15.10,1.3,366,1.27,2.15,5.85,9.90,2.85,0.9585
112482974,1331769,QSAC,Astoria 38th St,ASTORIA,NY,6241,,50-99,58,95084,0,8,34,16.83,31.55,4.3,273,1.60,2.88,5.85,10.50,2.59,0.9557
066001900,1309470,City of Waterbury - BOE,City of Waterbury - Bunker Hill Elementary School,WATERBURY,CT,6111,"Schools, elementary",50-99,67,85680,0,6,0,14.01,14.01,,820,1.69,2.39,5.85,8.29,2.94,0.9753
156000416,1257014,Syracuse Police Department,Syracuse Police Department,SYRACUSE,NY,9221,Police departments (except American Indian or Alaska Native),250-999,400,803424,1,136,702,33.86,33.86,5.5,247,4.60,5.78,5.85,7.35,4.13,0.9957
851504785,659647,Centralia Equipment & Machine Inc,Centralia Equipment & Machine Inc,CENTRALIA,IL,3331,"Amalgamators (i.e., metallurgical and mining machinery) manufacturing",20-49,45,93600,0,7,128,14.96,14.96,64.0,251,0.00,2.56,5.85,,2.73,0.9429
464655926,1014268,Queens Boulevard Extended Care Facility Management LLC,Queens Boulevard Extended Care Facility,WOODSIDE,NY,6231,Skilled nursing facilities,250-999,482,665535,0,83,365,24.94,24.94,4.4,346,3.50,4.26,5.85,7.13,4.74,0.9911
710249444,1073339,ArcBest - Risk Management,ABF Freight 346,STRATFORD,CT,4841,Transportation,20-49,24,53714,0,5,163,18.62,26.06,32.6,1981,2.34,3.18,5.85,7.94,3.74,0.9921
161088501,1085836,Sealand Contractors Corp.,Sealand North,RUSH,NY,2373,"Pavement, highway, road, street, bridge or airport runway, construction",50-99,54,97245,0,6,277,12.34,12.34,46.2,622,1.38,2.11,5.85,8.96,3.8,0.9892
932290490,1227528,Propel Delivery and Logistics LLC,Propel Delivery and Logistics LLC,FINDLAY,OH,4922,"Delivery service (except as part of intercity carrier network, U.S. Postal Service)",50-99,75,74819,0,21,695,56.14,56.14,33.1,389,7.78,9.59,5.85,7.22,4.64,0.9942
030472036,1088635,Buerkle Imports Company Inc,Buerkle Imports Company Inc,WHITE BEAR LAKE,MN,4411,"Automobile dealers, new only or new and used",50-99,66,116950,0,5,21,8.55,11.97,5.3,622,1.20,1.46,5.85,7.14,3.44,0.9798
954192313,397274,JFShea Construction Inc.,"REED, LLC",CHINO,CA,3331,Construction machinery manufacturing,20-49,45,93600,0,7,108,14.96,14.96,27.0,251,0.00,2.56,5.85,,2.73,0.9429
043294200,220538,Trader Joe's,Trader Joe's 0651 Springfield,SPRINGFIELD,VA,4451,Grocery Store,50-99,98,138135,0,12,149,17.37,24.61,37.3,5288,2.22,2.97,5.85,7.82,4.45,0.9933
953575611,854319,"Thermal Structures, Inc.",Thermal Structures Inc.,CORONA,CA,3364,"Aircraft engine and engine parts (except carburetors, pistons, piston rings, valves) manufacturing",250-999,406,951662,0,22,404,4.62,4.83,33.7,173,0.47,0.79,5.85,9.93,3.6,0.9915
521425303,853499,Anchor Construction Corporation,Anchor Construction Corporation,"WASHINGTON, D.C.",DC,2371,"Sewer main, pipe and connection, construction",250-999,449,760025,0,11,825,2.89,3.16,75.0,232,0.32,0.50,5.85,9.18,2.68,0.9684
430925088,45368,Afton Chemical Corporation,"Afton Chemical Corporation - Sauget, IL",SAUGET,IL,3251,"Carbon organic compounds, not specified elsewhere by process, manufacturing",250-999,344,699081,0,9,34,2.57,3.15,11.3,56,0.22,0.44,5.84,11.45,1.97,0.9375
770525007,1368108,"Ameri-Kleen, a California Corporation",Ameri-Kleen - Santa Fe Springs Branch,SALINAS,CA,5617,Janitorial services,50-99,54,75084,0,6,48,15.98,18.65,24.0,1158,1.82,2.74,5.84,8.76,3.63,0.9809
954165976,1181787,Worldwide Flight Services LAX - B220,LAXCMB220 LAX - B220,LOS ANGELES,CA,4881,Airport cargo handling services,20-49,25,81384,0,6,117,14.74,14.74,58.5,641,0.00,2.53,5.84,,2.64,0.9513
580254510,1273884,Genuine Parts Company,APG Seattle Operations DC,KENT,WA,4931,General warehousing and storage,50-99,84,126902,0,9,251,14.18,14.18,125.5,1521,1.49,2.43,5.84,9.55,3.58,0.9815
133452020,1159747,Calvin Maintenance Inc.,Calvin Maintenance Inc.,ENGLEWOOD,NJ,2389,Building demolition,250-999,368,444551,0,9,325,4.05,4.05,36.1,107,0.22,0.69,5.84,18.70,2.34,0.9483
330312543,1370194,"Ametek, Inc AMETEK, INTELLIPOWER, INC.","CA184 AMETEK, INTELLIPOWER, INC.",ORANGE,CA,3344,"Electrical Industrial Apparatus, Not Elsewhere Classified",50-99,92,171764,0,5,0,5.82,5.82,,189,0.00,1.00,5.84,,3.3,0.9726
421155461,204883,Shine Bros Corp,Shine Bros Corp,SPENCER,IA,4239,Metal scrap and waste merchant wholesalers,100-249,103,202904,0,13,96,12.81,18.73,13.7,123,1.38,2.19,5.84,9.28,3.78,0.977
844404928,1284165,Precision Abrasives,Precision Abrasives,ORCHARD PARK,NY,3279,Abrasive products manufacturing,50-99,55,87381,0,5,303,11.44,11.44,60.6,126,1.16,1.96,5.83,9.88,3.48,0.9853
956000736,1386991,LADWP,DWP13,WILMINGTON,CA,2211,,50-99,65,123793,0,5,70,8.08,9.69,17.5,717,0.00,1.39,5.83,,3.5,0.9776
871966340,1305787,RSS Orangeburg Operations LLC,The Legacy of Orangeburg,ORANGEBURG,SC,6233,Continuing care retirement communities,20-49,32,48153,0,6,30,24.92,24.92,5.0,1893,0.00,4.28,5.83,,3.05,0.9639
741542718,141656,,070_San Marcos,SAN MARCOS,TX,4441,Building materials supply dealers,50-99,51,91350,0,8,0,17.52,26.27,,1359,2.54,3.01,5.83,6.89,5.83,0.9983
226001819,696855,Franklin Township,Franklin Township Public Works,SOMERSET,NJ,2373,Oil field road construction,50-99,51,97478,0,6,49,12.31,16.41,12.3,622,1.38,2.11,5.83,8.94,3.79,0.9865
330883366,1384617,Honda of El Cajon,K Motors 2,EL CAJON,CA,5222,Leasing in combination with sales financing,100-249,100,184766,0,5,22,5.41,5.41,5.5,18,0.00,0.93,5.83,,1.81,0.8333
223410352,673582,Suburban Propane  LP,R31 Roanoke  VA,ROANOKE,VA,4572,Fuel Dealers,20-49,22,40847,0,5,101,24.48,29.38,25.3,65,4.32,4.20,5.83,5.67,3.88,1.0
900855928,1342097,Eclipse Advantage,ALDIOKS,OLATHE,KS,4931,"Bonded warehousing, general merchandise",50-99,88,155445,0,11,5,14.15,14.15,5.0,1521,1.49,2.43,5.83,9.53,3.58,0.9804
341056571,108442,Eagle Crusher Company,Eagle Crusher Company - Bucyrus,BUCYRUS,OH,3331,Aggregate spreaders manufacturing,100-249,103,162491,0,10,119,12.31,17.23,29.8,175,1.54,2.11,5.83,8.00,3.77,1.0
112482974,1331775,QSAC,Jamaica 1 Day Hab  Offices,JAMAICA,NY,6241,,50-99,61,107246,0,9,36,16.78,29.84,4.0,273,1.60,2.88,5.83,10.47,2.59,0.9494
311226999,1082255,"Pennsylvania Transformer Technologies, LLC","Pennsylvania Transformer Technologies, LLC - Raeford, NC",RAEFORD,NC,3353,"Power transformers, electric, manufacturing",50-99,64,116825,0,6,16,10.27,11.98,16.0,91,1.08,1.76,5.83,9.54,3.48,1.0
822815654,1271031,Chevalier - Arete Living,Avamere at Park Place,PORTLAND,OR,6233,Assisted-living facilities without on-site nursing care facilities,50-99,58,94505,0,14,205,29.63,42.33,17.1,2183,3.60,5.09,5.82,8.23,4.08,0.9885
951987958,323124,Trader Joe's,Trader Joe's 0201 Brentwood,BRENTWOOD,CA,4451,Grocery Store,100-249,105,135061,0,12,770,17.77,19.25,64.2,8151,2.32,3.05,5.82,7.66,4.63,0.9942
300805773,810097,"Evonik Active Oxygens, LLC","Evonik Active Oxygens, LLC - Tonawanda",TONAWANDA,NY,3251,"Ammonium compounds, not specified elsewhere by process, manufacturing",100-249,106,203448,0,5,128,4.92,12.78,128.0,161,0.42,0.84,5.82,11.78,3.02,0.9753
431698481,1404870,"Ferrellgas, L.P.",BR Production Rubidoux CA 288084,RIVERSIDE,CA,4572,Propane Distribution,50-99,57,77766,0,6,121,15.43,18.00,24.2,11,1.42,2.65,5.82,10.86,2.46,1.0
822883675,1211158,"CNC Logistics, Inc.",CNCI DIL5,WEST CHICAGO,IL,4921,"Courier services (i.e., intercity network) (except establishments operating under a universal service obligation)",50-99,50,47122,0,11,91,46.69,50.93,30.3,1541,6.22,8.02,5.82,7.51,4.69,0.9962
381249848,1369866,Gordon Food Service,PAAVOND01,AVONDALE,PA,4244,General Line Grocery Merchant Wholesalers,20-49,26,46960,0,5,267,21.29,25.55,66.8,810,2.18,3.66,5.82,9.78,2.54,0.9725
581431079,1276915,Ethica,Waycross Health & Rehab,WAYCROSS,GA,6231,Skilled nursing facilities,50-99,87,126987,0,19,238,29.92,36.22,12.5,2691,2.78,5.14,5.82,10.75,2.99,0.9621
203956079,1282054,INLAND TARP AND COVER INC.,ITC Services- Pasco,PASCO,WA,1151,Postharvest Crop Activities except Cotton Ginning,20-49,34,95698,0,7,268,14.63,16.72,89.3,385,0.00,2.51,5.82,,2.52,0.9752
391962784,1145211,CSIG Shared Services Group LLC,StoryPoint Romeoville,ROMEOVILLE,IL,5313,Residential property managing,100-249,206,259720,0,14,146,10.78,10.78,36.5,84,1.22,1.85,5.82,8.82,4.03,1.0
910656308,1097528,Concrete Technology Corporation,Concrete Technology Corporation,TACOMA,WA,3273,"Architectural wall panels, precast concrete, manufacturing",100-249,202,369346,0,23,145,12.45,22.20,8.1,138,1.47,2.14,5.82,8.45,4.82,1.0
311191017,1086802,Marsh Bellofram,Marsh Bellofram,NEWELL,WV,3344,Magnetron tubes manufacturing,250-999,317,499277,0,10,274,4.01,6.81,68.5,138,0.43,0.69,5.81,9.40,3.59,0.9897
590727622,577989,Brown Jordan Inc.,Tropitone Furniture - Irvine,IRVINE,CA,3371,"Furniture, outdoor metal household-type (e.g., beach, garden, lawn, porch), manufacturing",50-99,93,182516,0,14,173,15.34,17.53,34.6,168,1.71,2.64,5.81,8.98,3.61,0.973
382857059,1376983,GM Wood Products,GM Wood Products GA,EASTANOLLEE,GA,3219,"Frames, door and window, wood, manufacturing",20-49,38,43730,0,5,42,22.87,22.87,14.0,703,2.87,3.93,5.81,7.96,3.59,0.9849
680508037,1078070,"UNIQUE BUILDING GROUP, INC.","UNIQUE BUILDING GROUP, INC.",SAN DIEGO,CA,2362,"Addition, alteration and renovation for-sale builders, commercial and institutional building",50-99,72,131067,0,5,305,7.63,13.73,76.3,1003,0.00,1.31,5.81,,2.73,0.9514
264215919,1095586,Stevens Park Health and Rehabilitation,Stevens Park Health and Rehabilitation,AUGUSTA,GA,6231,Nursing homes,50-99,57,87072,0,13,77,29.86,41.35,6.4,2691,2.78,5.14,5.81,10.72,2.99,0.9616
930804012,740749,The Harver Company,The Harver Company,WILSONVILLE,OR,2383,Drywall installation,50-99,80,103930,0,7,71,13.47,19.24,23.7,530,1.46,2.32,5.81,9.25,3.0,0.9739
860351633,898004,Fyffe Masonry and Plastering Inc.,6892_15924,GLENDALE,AZ,2381,,20-49,39,75392,0,6,0,15.92,15.92,,1799,0.00,2.74,5.81,,2.93,0.9494
942203880,1380807,"Williams-Sonoma, Inc",3995-SUTTER STREET MANUFACTURING SUTTER MAIN INSIDE UPH,CLAREMONT,NC,4422,Home furnishings merchant wholesalers,100-249,151,174520,0,25,428,28.65,30.94,71.3,20,3.79,4.93,5.81,7.56,3.66,1.0
954457614,1033735,Fox Rent A Car Inc.,LAX -1100,LOS ANGELES,CA,5321,Car rental,100-249,103,185000,0,16,554,17.30,24.86,79.1,80,2.69,2.98,5.80,6.44,5.08,1.0
150372290,205521,The Raymond Corporation,G2,GREENE,NY,3339,Forklifts manufacturing,100-249,123,248897,0,11,196,8.84,8.84,39.2,287,0.93,1.52,5.80,9.51,3.55,0.9952
952473752,1118058,California,California Screw Products,PARAMOUNT,CA,3327,"Bolts, metal, manufacturing",50-99,71,129394,0,6,29,9.27,10.82,9.7,461,1.19,1.60,5.80,7.81,3.58,0.98
060479981,1336893,"O&G Industries, Inc.","O&G Industries, Inc.",TORRINGTON,CT,2362,Institutional building construction,250-999,818,1624746,0,33,220,4.06,4.43,27.5,248,0.41,0.70,5.80,10.01,2.41,0.9464
106768344,1361539,Axcelis Technolgies,105 Sam Fonzo,BEVELRY,MA,3332,Semiconductor making machinery manufacturing,50-99,84,148906,0,7,49,9.40,9.40,12.3,183,0.00,1.62,5.80,,3.15,0.9524
352310145,1373732,Veritas Investments Inc,Veritas Investments Inc.,SAN FRANCISCO,CA,2361,"Addition, alteration and renovation (i.e., construction), multifamily building",100-249,179,370837,0,15,270,8.09,9.17,18.0,285,0.55,1.39,5.80,14.84,2.43,0.94
741542718,140484,,062_South Central Austin,MANCHACA,TX,4441,Building materials supply dealers,20-49,38,70911,0,7,2,19.74,19.74,2.0,1717,0.00,3.40,5.80,,3.21,0.9669
205242307,1169503,"Carlton Senior Living, LLC",Carlton Senior Living Davis,DAVIS,CA,6233,Assisted-living facilities without on-site nursing care facilities,100-249,144,200516,0,27,67,26.93,29.92,2.8,852,3.43,4.65,5.80,7.86,4.24,0.9907
730721603,1292546,Atwoods Distributing L.P.,Atwoods 29,CHICKASHA,OK,4441,Retail Store,20-49,35,60738,0,6,11,19.76,29.64,5.5,1717,0.00,3.40,5.80,,3.22,0.968
743062793,68041,"Aegis Senior Communities, LLC",Aegis of Shadowridge,OCEANSIDE,CA,6233,Assisted-living facilities without on-site nursing care facilities,50-99,82,128613,0,19,69,29.55,31.10,6.9,2183,3.60,5.09,5.80,8.20,4.07,0.9879
611755575,1414735,Mercury Broadband,Mercury Broadband,MISSION,KS,5171,"Internet service providers, using own operated wired telecommunications infrastructure (e.g., cable, DSL)",250-999,383,862659,0,18,185,4.17,6.49,16.8,122,0.27,0.72,5.80,15.35,2.61,0.96
264242641,1103200,"Juniper Landscaping of FL, LLC",West Palm Beach,WEST PALM BEACH,FL,5617,Landscaping,20-49,44,85505,0,8,4,18.71,21.05,2.0,2823,0.00,3.22,5.80,,3.2,0.9611
204404128,1036566,"Patterson Logistics Services Inc,",BOONE FC												,BOONE								,IA,4234,Dental equipment and supplies merchant wholesalers,100-249,101,140399,0,6,16,8.55,8.55,4.0,153,0.77,1.47,5.80,11.11,3.49,0.9892
203677469,550697,"Denron Plumbing & HVAC, LLC","Denron Plumbing & HVAC, LLC",MANCHESTER,NH,2382,Plumbing and heating contractors,100-249,240,452826,0,22,30,9.72,11.48,10.0,1414,0.97,1.68,5.80,10.07,3.24,0.9787
361150280,1119953,"W.W. Grainger, Inc.","005 - MINOOKA, IL",MINOOKA,IL,4236,"Merchant Wholesalers, Durable Goods",250-999,616,1188056,0,36,2266,6.06,7.74,83.9,52,0.35,1.05,5.79,17.17,3.59,1.0
934777669,1406379,Lineage Logistics,CC_101150,OKLAHOMA CITY,OK,4931,Cold Storage Warehouse,20-49,49,92574,0,6,10,12.96,12.96,10.0,2398,0.00,2.24,5.79,,2.78,0.9434
822964406,595783,ACCOLADE HEALTHCARE OF PAXTON SENIOR LIVING,ACCOLADE HEALTHCARE OF PAXTON SENIOR LIVING,PAXTON,IL,6231,Skilled nursing facilities,50-99,89,134362,0,20,128,29.77,29.77,6.7,2691,2.78,5.14,5.79,10.69,2.98,0.9611
992993557,1405999,50 St lawrence Opco llc,Sojourn at Seneca,TIFFIN,OH,6222,"Hospitals, psychiatric (except convalescent)",50-99,60,54266,0,7,111,25.80,33.17,22.2,70,2.18,4.46,5.79,11.82,2.9,0.96
866000472,563907,Maricopa County,Maricopa County - Medical Examiner (290),PHOENIX,AZ,9231,Cancer detection program administration,100-249,104,214870,0,7,21,6.52,13.96,21.0,64,0.54,1.12,5.79,12.01,2.58,0.9697
941340523,1220788,Kaiser Foundation Health Plan,08882363 DOWNEY SERVICE CENTER,DOWNEY,CA,4242,Drugs and Druggists Sundries Merchant Wholesalers,250-999,640,1036044,0,55,2815,10.62,11.39,61.2,38,0.98,1.83,5.79,10.88,3.45,1.0
920292454,1148833,Cumberland KY OPOC LLC,Cumberland KY OPOC LLC,BURKESVILLE,KY,6231,Nursing homes,100-249,127,174281,0,25,278,28.69,29.84,11.1,3641,3.20,4.95,5.79,8.98,3.19,0.9777
823482017,1316241,Stone Bridge Center for Health & Rehabilitation,Stone Bridge Center for Health & Rehabilitation,NEWTOWN,CT,6231,Skilled nursing facilities,100-249,168,167233,0,24,202,28.70,28.70,8.4,3641,3.20,4.95,5.79,8.98,3.2,0.978
381889682,494591,Discount Tire,WAS001,EVERETT,WA,4413,Tire Dealers,20-49,27,35964,0,5,3,27.81,27.81,1.5,1803,4.15,4.80,5.79,6.69,3.93,0.9925
200897714,265008,Western VA Water Authority,WVWA Field Operations,ROANOKE,VA,2371,"Construction management, water and sewer line",100-249,126,240587,0,7,37,5.82,9.98,18.5,491,0.51,1.00,5.79,11.50,2.82,0.9377
930469389,1258878,Western Pulp Products,Western Pulp Products,CORVALLIS,OR,3222,Manufacturer of molded fiber paper products,50-99,50,97435,0,5,6,10.26,12.32,6.0,385,0.99,1.77,5.79,10.32,3.43,0.9898
911665938,667733,Cardinal Heating & Air,Cardinal Heating & Air,KIRKLAND,WA,2382,Plumbing and heating contractors,50-99,69,135349,0,8,18,11.82,16.25,6.0,2049,1.25,2.04,5.79,9.48,2.98,0.9687
952229231,1094216,"Bay Cities Furnace, DBA Service Champions","Bay Cities Furnace, DBA Adeedo, DBA Reliance Home Service,DBA Service Champions",LOS ANGELES,CA,2382,Plumbing and heating contractors,100-249,159,308962,0,15,198,9.71,12.30,15.2,1414,0.97,1.68,5.79,10.06,3.24,0.9777
741563240,959451,Southwest Airlines,LGA-GROUND OPS,FLUSHING,NY,4811,Scheduled Passenger Air Transportation,250-999,253,359632,0,70,2668,38.93,42.27,42.3,125,3.88,6.72,5.79,10.03,3.95,1.0
952904966,1329544,Cass Construction Inc,Cass Construction Inc,EL CAJON,CA,2371,Installation repair of underground utilities,100-249,210,447825,0,13,2,5.81,6.70,2.0,491,0.51,1.00,5.78,11.47,2.81,0.9341
990301791,1074586,"Commercial Roofing & Waterproofing Hawaii, Inc.","Commercial Roofing & Waterproofing Hawaii, Inc",WAIPAHU,HI,2381,Roofing contractors,100-249,105,203022,0,14,150,13.79,14.78,15.0,579,1.65,2.39,5.78,8.33,3.61,0.9843
042319318,307518,Robert B Our Company Inc.,Robert B Our Company Inc.,HARWICH,MA,2389,"Excavating, earthmoving, or land clearing contractors",100-249,157,337329,0,11,224,6.52,7.71,28.0,411,0.48,1.13,5.78,13.65,2.7,0.933
411419064,995665,,Nexus Onarga Family Healing,ONARGA,IL,6232,"Mental health facilities, residential",100-249,208,327688,0,33,241,20.14,27.47,15.1,331,2.31,3.49,5.78,8.72,3.54,0.9816
936000860,1279679,Dallas School District No 2,Whitworth Elementary School,DALLAS,OR,6111,Elementary and Secondary Schools,20-49,43,74701,0,5,6,13.39,13.39,2.0,422,0.00,2.32,5.78,,1.93,0.88
042702367,1066620,Baskin Livestock Inc.,"Baskin Livestock, Inc.",BATAVIA,NY,1121,Cattle farming or ranching,50-99,71,91800,0,8,286,17.43,52.29,40.9,112,2.01,3.02,5.78,8.66,4.42,1.0
582005554,545469,Neese Heating & Air Conditioning Inc.,Neese Heating & Air Conditioning Inc.,ALPHARETTA,GA,2382,"Heating, ventilation and air-conditioning (HVAC) contractors",50-99,52,84698,0,5,37,11.81,14.17,7.4,2049,1.25,2.04,5.78,9.47,2.97,0.9678
