domain,name,tier,bulk,horizon,have,why,have_v
Law Enforcement & Corrections,U.S. Sentencing Commission Individual/Case Datafile record,STRONG,unclear,now,no — USSC does not appear anywhere in the warehouse's agency list; ...,"Federal sentencing disparity by race/district/judge is one of the best-documented systemic-harm patterns in US criminal justice, and USSC...",no
Law Enforcement & Corrections,State Correctional/Detention Officer Certification Number (distinct from sworn-police POST),STRONG,unclear,nice-to-have-later,no — patchwork like state DOC IDs; some states publish disciplinary...,The existing NDI/POST candidate frames the 'wandering officer' pattern purely around sworn police; the same rehire-after-misconduct patte...,no
Law Enforcement & Corrections,State Parole/Probation Supervision Case ID,STRONG,unclear,nice-to-have-later,no — no parole/probation-specific source appears anywhere in the wa...,"A large share of US prison admissions nationally are technical-violation returns, not new crimes — a mechanism-first, systemic pattern th...",no
Law Enforcement & Corrections,U.S. Marshals Service Prisoner Tracking System (PTS) ID,STRONG,no,nice-to-have-later,no — USMS does not appear anywhere in the warehouse's agency list a...,Pretrial federal detainees held in county jails under USMS contracts are one of the least-visible parts of the federal system — no 'in BO...,no
Law Enforcement & Corrections,DOJ/Treasury Asset Forfeiture Case or Tracking Number,STRONG,unclear,nice-to-have-later,maybe — DOJ(3 tables) and TREASURY(5 tables) are both present; wort...,Civil asset forfeiture disproportionately hits people never charged with a crime who often can't afford to fight to get property back — a...,other
Law Enforcement & Corrections,HIFLD Prison Boundaries / Law Enforcement & Corrections Facility ID,WEAK,yes,now,"maybe — DHS(3 tables) present; HIFLD is DHS-adjacent, so worth chec...",Extreme-heat deaths and contaminated water in prisons are documented but under-mapped harms. A facility boundary layer lets Ripple system...,other
Law Enforcement & Corrections,American Correctional Association (ACA) Facility Accreditation Number,WEAK,no,nice-to-have-later,no — ACA is a private accrediting body and doesn't appear anywhere ...,Accreditation is often cited by a facility or its operator as proof of good conditions. Checking accredited-facility claims against real ...,no
Law Enforcement & Corrections,Private Electronic-Monitoring Vendor Client ID (e.g. BI Incorporated / GEO Group; Track Group; Attenti),WEAK,no,nice-to-have-later,no,User-funded electronic-monitoring fees function as a modern debtors'-prison mechanism — nonpayment can trigger re-incarceration — and the...,no
Immigration & Border,SEVIS ID (Student and Exchange Visitor Information System Number),STEEL,no,nice-to-have-later,"No -- SEVIS is FERPA-protected, no bulk public release exists; genu...","Without SEVIS ID as a join key, Ripple can't connect a specific student's ICE enforcement/deportation event (e.g. the 2025 mass SEVIS-rec...",no
Immigration & Border,I-94 Arrival/Departure Record Number,STEEL,no,nice-to-have-later,No -- CBP(1) is more likely an aggregate encounters/statistics tabl...,Overstay enforcement and 'unlawful presence' calculations run entirely off I-94 admit-until dates; without the number as a join key Rippl...,no
Immigration & Border,DOL LCA Case Number (Labor Condition Application),STEEL,yes,now,"Plausible -- DOL already has 2 tables in the warehouse, and this is...",This is the actual receipt for H-1B wage-suppression and 'body shop' patterns -- an employer filing thousands of LCAs at exactly the prev...,likely
Immigration & Border,DOL PERM Case Number (Permanent Labor Certification),STEEL,yes,now,Plausible -- same reasoning as the LCA case number; check DOL's exi...,PERM is the front door for employment-based green cards; the case number is what lets you trace a sham-recruitment (PERM fraud) case thro...,likely
Immigration & Border,DHS OBIM Fingerprint Identification Number (FIN) / Unique Identifier,STEEL,no,nice-to-have-later,"No, and essentially unobtainable -- classified/law-enforcement-sens...",This is the identity layer that produces false-match harms -- wrongful detention/deportation of US citizens due to biometric mismatch has...,no
Immigration & Border,Certificate of Naturalization / Certificate of Citizenship Number,STEEL,no,nice-to-have-later,No -- individual document only; USCIS publishes aggregate naturaliz...,Naturalized citizens are periodically caught in mistaken enforcement (ICE/CBP detaining actual US citizens who naturalized). A distinct C...,no
Immigration & Border,Trusted Traveler Program Number (Global Entry / NEXUS / SENTRI / FAST),STEEL,no,nice-to-have-later,"No, and unobtainable in bulk -- listed for completeness only.",Less a harm-detection key than a class-privilege marker -- who gets fast-tracked through the border versus who gets full scrutiny is itse...,no
Immigration & Border,Visa Foil / MRV (Machine-Readable Visa) Number,STEEL,no,nice-to-have-later,No -- points at a bigger gap than itself: even the free aggregate v...,"State Department is entirely absent from Ripple's current AGENCY_CONTEXT -- there is zero State Dept presence, so the whole consular-issu...",no
Immigration & Border,DHS TRIP Redress Control Number,STEEL,no,nice-to-have-later,"No, and realistically unobtainable -- DHS releases no aggregate or ...","This is literally the government's own record of 'we flagged the wrong person.' Without it, Ripple can never quantify how often watchlist...",no
Immigration & Border,"DOL Temporary Labor Certification Case Number (H-2A / H-2B, ETA Form 9142A/9142B)",STEEL,yes,now,plausible -- same reasoning the original researcher applied to LCA/...,"H-2A/H-2B is where farm and seasonal-labor exploitation concentrates -- wage theft, debt bondage, housing violations, and documented traf...",likely
Immigration & Border,EOIR Immigration Judge Identifier,STRONG,yes,now,No -- would need the FOIA-released EOIR case microdata (TRAC or dep...,"The single most consequential missing key in this whole domain: judge-level asylum grant-rate disparity (some judges grant under 5%, othe...",no
Immigration & Border,TECS Record / Lookout Number,STRONG,no,nice-to-have-later,"No, and realistically unobtainable in bulk regardless of effort -- ...","TECS lookouts are how people get pulled into secondary inspection for reasons never explained to them, including documented cases of jour...",no
Immigration & Border,ICE Alien Book-In Number (Detention Booking ID),STRONG,unclear,nice-to-have-later,No -- would require the same FOIA detention microdata as the facili...,Detainees are routinely transferred long distances away from family and counsel mid-case (documented practice sometimes called 'diesel th...,no
Immigration & Border,E-Verify Case Verification Number,STRONG,no,now,No for the case number itself (NDA-protected under the E-Verify MOU...,E-Verify is used both defensively (compliant employers) and as a documented discrimination tool by some employers to pre-screen out anyon...,no
Immigration & Border,WRAPS Refugee Case Number,STRONG,no,nice-to-have-later,No -- another State-Dept-adjacent gap; note the free aggregate WRAP...,"Refugee ceiling cuts and processing slowdowns strand specific approved cases mid-pipeline, separating family members for years after one ...",no
Immigration & Border,Immigration Bond Number (ICE Form I-352),STRONG,unclear,nice-to-have-later,"No -- genuinely new acquisition, likely FOIA-dependent; no standing...","Bond amounts show enormous, poorly-explained variation for the same charge (e.g. $1,500 in one case, $25,000 in another), and there is a ...",no
Immigration & Border,ISAP/SmartLINK Participant ID (Alternatives to Detention),STRONG,unclear,nice-to-have-later,No -- genuinely new acquisition. ICE publishes program-level ATD st...,ISAP has expanded to hundreds of thousands of enrollees and is run by a private prison company's subsidiary. Without a participant-level ...,no
Immigration & Border,HHS ORR Unaccompanied Alien Children (UAC) Case ID / Care-Provider & Sponsor Record,STRONG,unclear,now,"no -- check HHS's existing 2 tables for ORR/UAC content first, but ...",This is the single largest vulnerable-population gap in the whole candidate list. The 2018 'HHS lost track of thousands of migrant childr...,no
Immigration & Border,CBP/ICE Family Unit Number,STRONG,no,nice-to-have-later,no -- not standardized enough to expect in any existing table; woul...,This is a case where the ABSENCE or unreliability of an identifier is itself the documented harm mechanism: DHS OIG's reports on the 2018...,no
Immigration & Border,ICE Detainer Number (Form I-247A/I-247D/I-247N series),STRONG,unclear,now,"no -- ICE(1) is a single table, near-certainly aggregate; genuinely...","Detainers, not warrants, are the actual mechanism connecting routine local policing (a traffic stop, a minor arrest) to deportation, and ...",no
Immigration & Border,FBI NCIC Immigration Violator File (IVF) Record,STRONG,no,nice-to-have-later,"no, and realistically hard to obtain at record level -- law-enforce...","This is the mechanism that puts immigration-violation information in front of a patrol officer during an ordinary stop nationwide, indepe...",no
Immigration & Border,CBP One App Appointment / Confirmation ID,STRONG,no,nice-to-have-later,"no -- CBP(1) is a single table, near-certainly not this; DHS OIG an...","For roughly two years the app was the literal access-control gate for asylum -- wait times, smartphone/language/geographic barriers to bo...",no
Immigration & Border,EOIR Immigration Court Code / Hearing Location Code,WEAK,yes,now,Unclear -- EOIR(1) is a single table; check directly whether it alr...,"Asylum grant rates vary 5-10x by court and venue (TRAC's signature finding) -- without the court/location code, Ripple can only see 'some...",unclear
Immigration & Border,ICE ERO Field Office / Area of Responsibility (AOR) Code,WEAK,yes,now,Unclear -- ICE(1) is a single table; check for an AOR/field-office ...,Enforcement intensity varies enormously by field office -- some offices arrest far more non-criminal immigrants than others under identic...,unclear
Immigration & Border,CBP Border Patrol Sector Code,WEAK,yes,now,Unclear -- CBP(1) is a single table; if it is already CBP's Nationw...,"CBP's own published stats are already sector-level (deaths in custody, use-of-force, and family-separation incidents cluster heavily by s...",unclear
Immigration & Border,CBP Port of Entry (POE) Code,WEAK,yes,now,Unclear -- same caveat as sector code: check the existing single CB...,"Same-policy, different-outcome patterns show up port-by-port (secondary-inspection rates, and historically metering/turnback practices, v...",unclear
