source,schema_name,table_name,model,clock,clock_column,grain,dtype,has_view,n_rows,why
FINDINGS.EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION,FINDINGS,EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION,excluded_provider_paid_after_exclusion,none,,none,,false,0,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINDINGS.EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE,FINDINGS,EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE,excluded_provider_paid_after_exclusion_in_shortage,none,,none,,false,0,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINDINGS.FEDERAL_CONTRACTOR_EPA_VIOLATOR,FINDINGS,FEDERAL_CONTRACTOR_EPA_VIOLATOR,federal_contractor_epa_violator,none,,none,,false,0,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINDINGS.HOSPITAL_CLOSURE_RISK,FINDINGS,HOSPITAL_CLOSURE_RISK,hospital_closure_risk,none,,none,,false,0,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINDINGS.HOSPITAL_CLOSURE_RISK_BY_STATE,FINDINGS,HOSPITAL_CLOSURE_RISK_BY_STATE,hospital_closure_risk_by_state,none,,none,,false,0,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINDINGS.MEMBER_MONEY_VS_OUTPUT,FINDINGS,MEMBER_MONEY_VS_OUTPUT,member_money_vs_output,none,,none,,false,0,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINDINGS.OPIOID_PRESCRIBER_PAID_HIGH_RX,FINDINGS,OPIOID_PRESCRIBER_PAID_HIGH_RX,opioid_prescriber_paid_high_rx,none,,none,,false,0,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINDINGS.OPIOID_PRESCRIBER_PAID_HIGH_RX_BY_STATE,FINDINGS,OPIOID_PRESCRIBER_PAID_HIGH_RX_BY_STATE,opioid_prescriber_paid_high_rx_by_state,none,,none,,false,0,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINDINGS.PAC_FUNDS_BOTH_SIDES,FINDINGS,PAC_FUNDS_BOTH_SIDES,pac_funds_both_sides,none,,none,,false,0,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINDINGS.REVOKED_BUT_DEDUCTIBLE,FINDINGS,REVOKED_BUT_DEDUCTIBLE,revoked_but_deductible,none,,none,,false,0,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FINDINGS.REVOKED_BUT_DEDUCTIBLE_BY_STATE,FINDINGS,REVOKED_BUT_DEDUCTIBLE_BY_STATE,revoked_but_deductible_by_state,none,,none,,false,0,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
FOREIGN_INFLUENCE.FOREIGN_INFLUENCE__FED_FARA_BULK,FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,foreign_influence__fed_fara_bulk,reported,DATE,day,DATE,true,48104,"The mart aliases staging's registration_date - try_to_date(...,'MM/DD/YYYY') - to `date`: the day the agent registered with DOJ under FARA."
GOVERNANCE.GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,governance__fed_revolvingdoor_project,none,,none,,false,406,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
GOVERNMENT_RECORDS.GOVERNMENT_RECORDS__FED_NARA_AAD,GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_NARA_AAD,government_records__fed_nara_aad,none,,none,,false,0,no column in this table holds a readable time value
GOVERNMENT_RECORDS.GOVERNMENT_RECORDS__FED_USASPENDING_TAS_FILTER_TREE,GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_USASPENDING_TAS_FILTER_TREE,government_records__fed_usaspending_tas_filter_tree,none,,none,,false,92,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HEALTH.HEALTH__FED_CDC_ANXIETY_DEPRESSION,HEALTH,HEALTH__FED_CDC_ANXIETY_DEPRESSION,health__fed_cdc_anxiety_depression,span_start,TIME_PERIOD_START_DATE,day,TIMESTAMP_NTZ,true,16794,try_to_timestamp of the survey collection window start; census 2020-04-23 to 2024-09-16 is sane.
HEALTH.HEALTH__FED_CDC_DATA_PORTAL,HEALTH,HEALTH__FED_CDC_DATA_PORTAL,health__fed_cdc_data_portal,happened,CREATED_AT,day,TIMESTAMP_NTZ,true,1471,"Row is a dataset; created_at is when it came into existence on data.cdc.gov, parsed with an explicit ISO format."
HEALTH.HEALTH__FED_CDC_DRUG_POISONING_COUNTY,HEALTH,HEALTH__FED_CDC_DRUG_POISONING_COUNTY,health__fed_cdc_drug_poisoning_county,happened,YEAR,year,NUMBER,true,53387,try_to_number(YEAR) - year the county's drug-poisoning deaths occurred; a bare date-parse would epoch-collapse it.
HEALTH.HEALTH__FED_CDC_HEALTH_INSURANCE,HEALTH,HEALTH__FED_CDC_HEALTH_INSURANCE,health__fed_cdc_health_insurance,span_start,TIME_PERIOD_START_DATE,day,TIMESTAMP_NTZ,true,16056,try_to_timestamp of the survey window start; census 2020-2024 is sane.
HEALTH.HEALTH__FED_CDC_INJURY_VIOLENCE_COUNTY,HEALTH,HEALTH__FED_CDC_INJURY_VIOLENCE_COUNTY,health__fed_cdc_injury_violence_county,happened,PERIOD,year,TEXT,true,132000,"Uncast text window label on a trailing-multi-year county file; the only real time reference here, value shape unverified."
HEALTH.HEALTH__FED_CDC_LEADING_CAUSES_STATE,HEALTH,HEALTH__FED_CDC_LEADING_CAUSES_STATE,health__fed_cdc_leading_causes_state,happened,YEAR,year,NUMBER,true,10868,"try_to_number(trim(YEAR)) in staging; year of death, 1999-2017."
HEALTH.HEALTH__FED_CDC_NNDSS_WEEKLY_2024,HEALTH,HEALTH__FED_CDC_NNDSS_WEEKLY_2024,health__fed_cdc_nndss_weekly_2024,reported,CURRENT_MMWR_YEAR,year,TEXT,true,1932840,MMWR reporting year (uncast text); the only standalone time coordinate.
HEALTH.HEALTH__FED_CDC_OVERDOSE,HEALTH,HEALTH__FED_CDC_OVERDOSE,health__fed_cdc_overdose,happened,YEAR,year,NUMBER,true,83790,try_to_number(YEAR) - year of the provisional overdose-death window; only standalone coordinate.
HEALTH.HEALTH__FED_CDC_SUICIDE_RATES,HEALTH,HEALTH__FED_CDC_SUICIDE_RATES,health__fed_cdc_suicide_rates,happened,YEAR,year,NUMBER,true,6390,try_to_number(YEAR) - year the rate describes; nulls on any range-valued rows.
HEALTH.HEALTH__FED_CDC_WONDER,HEALTH,HEALTH__FED_CDC_WONDER,health__fed_cdc_wonder,happened,YEAR,year,NUMBER,true,880,try_to_number(trim(YEAR)) in staging; year of death for the national mortality grid.
HEALTH.HEALTH__FED_CLINICALTRIALS,HEALTH,HEALTH__FED_CLINICALTRIALS,health__fed_clinicaltrials,reported,FIRST_POSTED_DATE,day,DATE,true,500,try_to_date 'YYYY-MM-DD' - when the registration first appeared publicly.
HEALTH.HEALTH__FED_CMS_AMBULATORY_SPECIALTY_MODEL_PARTICIPANTS,HEALTH,HEALTH__FED_CMS_AMBULATORY_SPECIALTY_MODEL_PARTICIPANTS,health__fed_cms_ambulatory_specialty_model_participants,none,,none,,false,6637,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HEALTH.HEALTH__FED_CMS_DIALYSIS,HEALTH,HEALTH__FED_CMS_DIALYSIS,health__fed_cms_dialysis,decided,CERTIFICATION_DATE,day,DATE,true,7557,try_to_date of the Medicare certification date - the only per-facility clock on this table.
HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION,HEALTH,HEALTH__FED_CMS_FACILITY_AFFILIATION,health__fed_cms_facility_affiliation,none,,none,,false,2260193,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HEALTH.HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY,HEALTH,HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY,health__fed_cms_facility_level_minimum_data_set_frequency,none,,none,,false,0,no column in this table holds a readable time value
HEALTH.HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS,HEALTH,HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS,health__fed_cms_federally_qualified_health_center_enrollments,happened,INCORPORATION_DATE,day,DATE,true,11063,try_to_date of incorporation; 281 rows on 1970-01-01 and an 1817 floor are sentinels.
HEALTH.HEALTH__FED_CMS_FISCAL_INTERMEDIARY_SHARED_SYSTEM_ATTENDING_AND_RENDERING,HEALTH,HEALTH__FED_CMS_FISCAL_INTERMEDIARY_SHARED_SYSTEM_ATTENDING_AND_RENDERING,health__fed_cms_fiscal_intermediary_shared_system_attending_and_rendering,none,,none,,false,2047828,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HEALTH.HEALTH__FED_CMS_HCRIS,HEALTH,HEALTH__FED_CMS_HCRIS,health__fed_cms_hcris,span_start,FISCAL_YEAR_BEGIN_DATE,day,DATE,true,6103,try_to_date in staging; start of the cost-report period.
HEALTH.HEALTH__FED_CMS_HOME_HEALTH,HEALTH,HEALTH__FED_CMS_HOME_HEALTH,health__fed_cms_home_health,decided,CERTIFICATION_DATE,day,DATE,true,12392,try_to_date of the Medicare certification date; 26 rows land on 1970-01-01.
HEALTH.HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS,HEALTH,HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS,health__fed_cms_home_health_agency_enrollments,happened,INCORPORATION_DATE,day,DATE,true,11508,try_to_date of incorporation; 7 epoch-1970 rows and an 1808 floor are sentinels.
HEALTH.HEALTH__FED_CMS_HOSPICE,HEALTH,HEALTH__FED_CMS_HOSPICE,health__fed_cms_hospice,decided,CERTIFICATION_DATE,day,DATE,true,6852,try_to_date of the Medicare certification date for the hospice.
HEALTH.HEALTH__FED_CMS_HOSPITAL_COMPARE,HEALTH,HEALTH__FED_CMS_HOSPITAL_COMPARE,health__fed_cms_hospital_compare,none,,none,,false,5432,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HEALTH.HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS,HEALTH,HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS,health__fed_cms_hospital_enrollments,happened,INCORPORATION_DATE,day,DATE,true,9175,try_to_date of incorporation; 60 epoch-1970 rows and an 1800-01-01 floor.
HEALTH.HEALTH__FED_CMS_HOSPITAL_GENERAL,HEALTH,HEALTH__FED_CMS_HOSPITAL_GENERAL,health__fed_cms_hospital_general,none,,none,,false,5432,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HEALTH.HEALTH__FED_CMS_HPT_MRF,HEALTH,HEALTH__FED_CMS_HPT_MRF,health__fed_cms_hpt_mrf,none,,none,,false,1,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HEALTH.HEALTH__FED_CMS_IRF,HEALTH,HEALTH__FED_CMS_IRF,health__fed_cms_irf,decided,CERTIFICATION_DATE,day,DATE,true,1222,try_to_date of the Medicare certification date for the rehab facility.
HEALTH.HEALTH__FED_CMS_LTCH,HEALTH,HEALTH__FED_CMS_LTCH,health__fed_cms_ltch,decided,CERTIFICATION_DATE,day,DATE,true,311,try_to_date of the Medicare certification date; 1 epoch-1970 row.
HEALTH.HEALTH__FED_CMS_MAIN,HEALTH,HEALTH__FED_CMS_MAIN,health__fed_cms_main,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
HEALTH.HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM,HEALTH,HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM,health__fed_cms_medicare_diabetes_prevention_program,none,,none,,false,1037,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HEALTH.HEALTH__FED_CMS_MEDICARE_DIALYSIS_FACILITIES,HEALTH,HEALTH__FED_CMS_MEDICARE_DIALYSIS_FACILITIES,health__fed_cms_medicare_dialysis_facilities,happened,YEAR_COL,year,NUMBER,true,12456456,try_to_number(YEAR) - the measurement year for the facility-measure row.
HEALTH.HEALTH__FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_REFER,HEALTH,HEALTH__FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_REFER,health__fed_cms_medicare_durable_medical_equipment_devices_supplies_by_refer,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
HEALTH.HEALTH__FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_SUPPL,HEALTH,HEALTH__FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_SUPPL,health__fed_cms_medicare_durable_medical_equipment_devices_supplies_by_suppl,none,,none,,false,440670,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER,HEALTH,HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER,health__fed_cms_medicare_inpatient_hospitals_by_provider,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
HEALTH.HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE,HEALTH,HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE,health__fed_cms_medicare_inpatient_hospitals_by_provider_and_service,none,,none,,false,145879,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HEALTH.HEALTH__FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE,HEALTH,HEALTH__FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE,health__fed_cms_medicare_outpatient_hospitals_by_provider_and_service,none,,none,,false,116182,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HEALTH.HEALTH__FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER,HEALTH,HEALTH__FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER,health__fed_cms_medicare_physician_other_practitioners_by_provider,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
HEALTH.HEALTH__FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER_AND_SERVI,HEALTH,HEALTH__FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER_AND_SERVI,health__fed_cms_medicare_physician_other_practitioners_by_provider_and_servi,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
HEALTH.HEALTH__FED_CMS_MEDICARE_PROVIDER,HEALTH,HEALTH__FED_CMS_MEDICARE_PROVIDER,health__fed_cms_medicare_provider,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
HEALTH.HEALTH__FED_CMS_NADAC,HEALTH,HEALTH__FED_CMS_NADAC,health__fed_cms_nadac,happened,EFFECTIVE_DATE,day,DATE,true,359514,"try_to_date; the date the surveyed acquisition price took effect, and half the declared grain key."
HEALTH.HEALTH__FED_CMS_NPPES,HEALTH,HEALTH__FED_CMS_NPPES,health__fed_cms_nppes,none,,none,,false,9606683,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HEALTH.HEALTH__FED_CMS_NURSING_HOME,HEALTH,HEALTH__FED_CMS_NURSING_HOME,health__fed_cms_nursing_home,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
HEALTH.HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES,HEALTH,HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES,health__fed_cms_nursing_home_deficiencies,happened,SURVEY_DATE,day,DATE,true,418479,try_to_date - the inspection that produced the citation; census 2002-2026 is clean.
HEALTH.HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES,HEALTH,HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES,health__fed_cms_nursing_home_fire_deficiencies,happened,SURVEY_DATE,day,DATE,true,200030,try_to_date - the fire-safety inspection date.
HEALTH.HEALTH__FED_CMS_NURSING_HOME_PENALTIES,HEALTH,HEALTH__FED_CMS_NURSING_HOME_PENALTIES,health__fed_cms_nursing_home_penalties,reported,PROCESSING_DATE,day,DATE,true,16180,CMS file-processing stamp.
HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS,health__fed_cms_open_payments,happened,DATE_OF_PAYMENT,day,TEXT,true,15385047,"The date the manufacturer paid the doctor, but passed through UNCAST from landing - 15.4M rows of text, which is why the census measured nothing."
HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS_2022,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2022,health__fed_cms_open_payments_2022,happened,DATE_OF_PAYMENT,day,TEXT,true,13250000,"Payment date, uncast text from landing (13.3M rows)."
HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS_2023,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_2023,health__fed_cms_open_payments_2023,happened,DATE_OF_PAYMENT,day,TEXT,true,14700786,"Payment date, uncast text from landing (14.7M rows)."
HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT,HEALTH,HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT,health__fed_cms_open_payments_profile_supplement,none,,none,,false,1697025,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HEALTH.HEALTH__FED_CMS_OPIOID_TREATMENT_PROGRAM_PROVIDERS,HEALTH,HEALTH__FED_CMS_OPIOID_TREATMENT_PROGRAM_PROVIDERS,health__fed_cms_opioid_treatment_program_providers,span_start,MEDICARE_ID_EFFECTIVE_DATE,day,DATE,true,1558,"try_to_date - when the provider's Medicare ID became effective, the start of enrollment; no paired end column."
HEALTH.HEALTH__FED_CMS_OPT_OUT_AFFIDAVITS,HEALTH,HEALTH__FED_CMS_OPT_OUT_AFFIDAVITS,health__fed_cms_opt_out_affidavits,reported,LAST_UPDATED,day,DATE,true,57209,"try_to_date of a file refresh stamp - flagged as bookkeeping; could instead be a per-record update stamp, unverified without values."
HEALTH.HEALTH__FED_CMS_ORDER_AND_REFERRING,HEALTH,HEALTH__FED_CMS_ORDER_AND_REFERRING,health__fed_cms_order_and_referring,none,,none,,false,2018354,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HEALTH.HEALTH__FED_CMS_PARTD_PRESCRIBERS,HEALTH,HEALTH__FED_CMS_PARTD_PRESCRIBERS,health__fed_cms_partd_prescribers,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
HEALTH.HEALTH__FED_CMS_PART_D_PRESCRIBERS,HEALTH,HEALTH__FED_CMS_PART_D_PRESCRIBERS,health__fed_cms_part_d_prescribers,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
HEALTH.HEALTH__FED_CMS_PENDING_INITIAL_LOGGING_AND_TRACKING_NON_PHYSICIANS,HEALTH,HEALTH__FED_CMS_PENDING_INITIAL_LOGGING_AND_TRACKING_NON_PHYSICIANS,health__fed_cms_pending_initial_logging_and_tracking_non_physicians,none,,none,,false,6880,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HEALTH.HEALTH__FED_CMS_PENDING_INITIAL_LOGGING_AND_TRACKING_PHYSICIANS,HEALTH,HEALTH__FED_CMS_PENDING_INITIAL_LOGGING_AND_TRACKING_PHYSICIANS,health__fed_cms_pending_initial_logging_and_tracking_physicians,none,,none,,false,7240,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
HEALTH.HEALTH__FED_CMS_POS_OTHER,HEALTH,HEALTH__FED_CMS_POS_OTHER,health__fed_cms_pos_other,happened,CHOW_DT,day,TEXT,true,44429,"Change-of-ownership date, UNCAST; CMS POS ships YYYYMMDD text so a bare cast would epoch-collapse it."
HEALTH.HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,HEALTH,HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,health__fed_cms_quality_payment_program_experience,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
