column_name,plain,confidence,varies,author,written_on
VIOLATION_TYPE_CODE,"The kind of water-permit violation as one letter: C compliance schedule, P permit schedule, S single event. Each table holds only its own letter.",checked,no,claude-code,2026-09-23
VIOLATION_DESC,"What the violation was, in words, like Schedule Event reported late.",checked,no,claude-code,2026-09-23
RNC_DETECTION_CODE,A code for how the violation got flagged as serious noncompliance. The letters differ by table; RNC_DETECTION_DESC spells them out.,checked,no,claude-code,2026-09-23
RNC_DETECTION_DESC,"How the violation got flagged as serious noncompliance, in words, like Schedule Violation.",checked,no,claude-code,2026-09-23
RNC_DETECTION_DATE,The date the violation got flagged as serious noncompliance.,checked,no,claude-code,2026-09-23
RNC_RESOLUTION_CODE,A code for how the serious noncompliance was resolved; RNC_RESOLUTION_DESC spells it out.,checked,no,claude-code,2026-09-23
RNC_RESOLUTION_DESC,"How the serious noncompliance was resolved, in words, like RE - Back into Compliance. NC means still unresolved.",checked,no,claude-code,2026-09-23
RNC_RESOLUTION_DATE,The date the serious noncompliance was resolved.,checked,no,claude-code,2026-09-23
REPORT_RECEIVED_DATE,The date the agency received the report.,checked,no,claude-code,2026-09-23
CONTAMINANT_CODE,"The EPA's code for the drinking-water contaminant, like PB90 for the lead test or CU90 for copper. Number codes like 2950 need the EPA lookup.",checked,no,claude-code,2026-09-23
PROJECTION,"The map coordinate system the location uses, like NAD83 or WGS84.",checked,no,claude-code,2026-09-23
DISCLOSURE_ID,"FracFocus's long ID for one fracking chemical disclosure, a random-looking code with dashes. Use it to join FracFocus tables.",checked,no,claude-code,2026-09-23
API_NUMBER,"The well's 14-digit API number, the standard U.S. oil and gas well ID. Keep it as text; the first two digits are the state.",checked,no,claude-code,2026-09-23
EVENT_ID,,sampled,yes,claude-code,2026-09-23
EVENT_TYPE,,sampled,yes,claude-code,2026-09-23
TEMPERATURE,The air temperature in degrees Fahrenheit when the rail incident happened. Empty in the weather table.,checked,no,claude-code,2026-09-23
REPORT_NUMBER,The agency's ID number for the incident or bad-reaction report. The format differs by source.,checked,no,claude-code,2026-09-23
STATE_CD,"The state: two letters like FL in the CMS tables, a 2-digit number code like 06 in the USGS table.",checked,no,claude-code,2026-09-23
LOAD_DATE,"When the record was loaded, as the table itself reports it: a date or a date and time.",checked,no,claude-code,2026-09-23
DOI,"The DOI, a permanent web ID for a paper or dataset, like 10.2813/0758057.",checked,no,claude-code,2026-09-23
PAGE_DIGEST,A 32-character fingerprint of a web page's content. The same code means the same page content.,checked,no,claude-code,2026-09-23
CLASS_CODE,,sampled,yes,claude-code,2026-09-23
CMTE_ST1,The first street line of the political committee's address.,checked,no,claude-code,2026-09-23
CMTE_ST2,"The second street line of the committee's address, like a suite number. Mostly blank.",checked,no,claude-code,2026-09-23
LINKAGE_ID,The FEC's ID number for one link between a candidate and a committee.,checked,no,claude-code,2026-09-23
TRAN_ID,The filer's own ID for one transaction line in the filing. Formats vary by filer.,checked,no,claude-code,2026-09-23
RSSD,The Federal Reserve's ID number for the bank or credit union.,checked,no,claude-code,2026-09-23
VALUE_COL,"A dollar value: what the stock holding or gift was worth. The gift table writes it as text with a dollar sign, like $2,500.00.",checked,no,claude-code,2026-09-23
SENATOR,"The senator's name. One table writes Last, First plus Senator; the others write First Last.",checked,no,claude-code,2026-09-23
FILING_KIND,"How the Senate stock-trade disclosure was filed: ptr for an online trade report, or paper.",checked,no,claude-code,2026-09-23
IS_AMENDMENT,"True if the filing amends an earlier one, False if not. Stored as text.",checked,no,claude-code,2026-09-23
LAST_UPDATE_DATE,The date the record was last updated at the source.,checked,no,claude-code,2026-09-23
MATCH_NOTE,"A note on how the row was matched to other data, like last name or ambiguous: 2 people share it. Added by your pipeline, not the source.",checked,no,claude-code,2026-09-23
EXCLUSION_DATE,"The date the provider was barred from federal health programs. One table writes it as 8 digits like 20260720, and it is almost always blank in the health-center staff table.",checked,no,claude-code,2026-09-23
ZIP5,"The 5-digit ZIP code, stored as text so leading zeros like 00623 survive.",checked,no,claude-code,2026-09-23
HOSPITAL_NAME,"The hospital's name. In the officer-pay table some rows are foundations or other groups, not hospitals.",checked,no,claude-code,2026-09-23
IDEOLOGY_LABEL,"A plain label for the member's politics: left/liberal, right/conservative or unknown, with a handful marked centrist.",checked,no,claude-code,2026-09-23
SPECIALTY,"The provider's medical specialty or job, like Family Practice or Pharmacist.",checked,no,claude-code,2026-09-23
POPULATION,"How many people live in the area or group the row covers, like a county or census tract; the CDC WONDER table holds national figures around 160 million.",checked,no,claude-code,2026-09-23
GEOID,"The Census code for the place: 2 digits for a state, 5 for a county, like 04005. Keep it as text for the leading zero.",checked,no,claude-code,2026-09-23
KEYWORDS,"Keywords tagged on the record. Formats differ: a list of words where [] means none, numbers split by semicolons that need a lookup, or words per language.",checked,no,claude-code,2026-09-23
TOTAL_LIABILITIES,"Total debts owed, in dollars, by the hospital, bankrupt debtor or union. Most union rows read 0.",checked,no,claude-code,2026-09-23
CMS_REGION,"The CMS regional office number, 1 to 10.",checked,no,claude-code,2026-09-23
UNIQUE_ID,,sampled,yes,claude-code,2026-09-23
DRUG_SPRSN_IND,"A flag that the drug numbers were hidden for privacy: * means fewer than 11 patients, # means hidden so a small count cannot be worked out. Blank means shown.",checked,no,claude-code,2026-09-23
RNDRNG_PRVDR_CCN,The hospital's 6-digit Medicare certification number. Keep it as text for the leading zero.,checked,no,claude-code,2026-09-23
RNDRNG_PRVDR_ORG_NAME,The hospital's name.,checked,no,claude-code,2026-09-23
RNDRNG_PRVDR_ST,"The hospital's street address. Not the state, despite the ST.",checked,no,claude-code,2026-09-23
TOT_MDCR_PYMT_AMT,Total dollars Medicare paid for everything counted on the row.,checked,no,claude-code,2026-09-23
AVG_MDCR_PYMT_AMT,The average dollars Medicare paid per service or per hospital stay.,checked,no,claude-code,2026-09-23
RNDRNG_PRVDR_LAST_ORG_NAME,"The provider's last name, or the group's name when the provider is an organization.",checked,no,claude-code,2026-09-23
RNDRNG_PRVDR_FIRST_NAME,The provider's first name. Blank for organizations.,checked,no,claude-code,2026-09-23
RNDRNG_PRVDR_MI,The provider's middle initial. Often blank.,checked,no,claude-code,2026-09-23
RNDRNG_PRVDR_CRDNTLS,"The provider's credentials as typed, like MD, M.D. or DO. Not standardized.",checked,no,claude-code,2026-09-23
RNDRNG_PRVDR_ENT_CD,"I for an individual provider, O for an organization.",checked,no,claude-code,2026-09-23
RNDRNG_PRVDR_ST1,The first line of the provider's street address.,checked,no,claude-code,2026-09-23
RNDRNG_PRVDR_ST2,"The second line of the provider's address, like a suite number. Mostly blank.",checked,no,claude-code,2026-09-23
RNDRNG_PRVDR_CNTRY,"The provider's country, as two letters. Almost always US, with a few like DE or CA.",checked,no,claude-code,2026-09-23
RNDRNG_PRVDR_TYPE,"The provider's specialty, like Internal Medicine or Nurse Practitioner.",checked,no,claude-code,2026-09-23
RNDRNG_PRVDR_MDCR_PRTCPTG_IND,"Y if the provider accepts Medicare's set rates for all Medicare patients, N if not.",checked,no,claude-code,2026-09-23
TOT_SRVCS,The total number of services billed. Stored as text in two tables.,checked,no,claude-code,2026-09-23
CHAIN_NAME,"The nursing-home chain that owns or runs the home. Some chains are named after a person, like BENJAMIN LANDA.",checked,no,claude-code,2026-09-23
CHAIN_ID,CMS's ID number for the nursing-home chain. Blank when the home is not in a chain.,checked,no,claude-code,2026-09-23
NUMBER_OF_FACILITIES_IN_CHAIN,How many nursing homes are in the chain.,checked,no,claude-code,2026-09-23
COVERED_RECIPIENT_TYPE,"Who got the payment: a doctor, another practitioner like a nurse practitioner, or a teaching hospital.",checked,no,claude-code,2026-09-23
COVERED_RECIPIENT_PROFILE_ID,Open Payments' own ID number for the doctor or practitioner who got paid.,checked,no,claude-code,2026-09-23
COVERED_RECIPIENT_FIRST_NAME,The first name of the doctor or practitioner who got paid.,checked,no,claude-code,2026-09-23
COVERED_RECIPIENT_LAST_NAME,The last name of the doctor or practitioner who got paid.,checked,no,claude-code,2026-09-23
COVERED_RECIPIENT_PRIMARY_TYPE_1,"The paid person's main profession, like Medical Doctor or Nurse Practitioner.",checked,no,claude-code,2026-09-23
COVERED_RECIPIENT_SPECIALTY_1,"The paid person's specialty, as a broad group and a specialty split by a | bar.",checked,no,claude-code,2026-09-23
SUBMITTING_APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_NAME,"The drug or device company, or buying group, that filed the payment report.",checked,no,claude-code,2026-09-23
APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_MAKING_PAYMENT_NAME,"The drug or device company, or buying group, that made the payment.",checked,no,claude-code,2026-09-23
APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_MAKING_PAYMENT_STATE,"The paying company's state, as two letters.",checked,no,claude-code,2026-09-23
TOTAL_AMOUNT_OF_PAYMENT_USDOLLARS,The payment's value in dollars.,checked,no,claude-code,2026-09-23
DATE_OF_PAYMENT,"The date the payment was made, stored as text like 03/27/2024.",checked,no,claude-code,2026-09-23
FORM_OF_PAYMENT_OR_TRANSFER_OF_VALUE,"How the payment was made: mostly in-kind items and services or cash, with a few in stock, stock options or dividends.",checked,no,claude-code,2026-09-23
NATURE_OF_PAYMENT_OR_TRANSFER_OF_VALUE,"What the payment was for, like Food and Beverage or Consulting Fee.",checked,no,claude-code,2026-09-23
PHYSICIAN_OWNERSHIP_INDICATOR,"Yes if the doctor owns part of the paying company, No if not.",checked,no,claude-code,2026-09-23
TEACHING_HOSPITAL_NAME,The teaching hospital that got the payment.,checked,no,claude-code,2026-09-23
LAST_UPDATED,The date the record was last updated at the source.,checked,no,claude-code,2026-09-23
GENERIC_NAME,"The product's generic name, not the brand: a drug like Spironolactone, or a device type like Coronary drug-eluting stent.",checked,no,claude-code,2026-09-23
RURAL_STATUS,"Whether the area or practice is rural. One table uses True or False; the others use Rural, Non-Rural, Partially Rural, Unknown or Not Applicable.",checked,no,claude-code,2026-09-23
APPLICANT,The company that applied to the FDA for approval.,checked,no,claude-code,2026-09-23
PRODUCT_TYPE,,sampled,yes,claude-code,2026-09-23
IDENTIFIERS,,sampled,yes,claude-code,2026-09-23
IS_ENTITY_NOT_INDIVIDUAL,"True if the barred party is a business or group, False if it is a person.",checked,no,claude-code,2026-09-23
STATE_FIPS_CODE,"The state as a 2-digit Census code, like 06 for California. Territories use codes 60 and up.",checked,no,claude-code,2026-09-23
COUNTY_EQUIVALENT_NAME,"The county name, or the local equivalent in territories, like Rongelap in the Marshall Islands.",checked,no,claude-code,2026-09-23
UEI,"The 12-character Unique Entity ID the federal government gives each business, which replaced DUNS. Often blank.",checked,no,claude-code,2026-09-23
TONNAGE,The ship's size in tons. Mostly blank.,checked,no,claude-code,2026-09-23
SUBJECTS,"Subject tags for the item, several in one field split by | or ;.",checked,no,claude-code,2026-09-23
ACTIVITY_YEAR,"The year of the mortgage data, like 2022.",checked,no,claude-code,2026-09-23
DERIVED_MSA_MD,"The metro area code for the property, 5 digits like 47894 for the Washington DC area. 99999 means not in a metro area.",checked,no,claude-code,2026-09-23
CONFORMING_LOAN_LIMIT,"C if the loan is under the size limit for standard government-backed mortgages, NC if it is over.",checked,no,claude-code,2026-09-23
DERIVED_LOAN_PRODUCT_TYPE,"The loan type and lien position together, like FHA:First Lien.",checked,no,claude-code,2026-09-23
DERIVED_DWELLING_CATEGORY,"The kind of home, like Single Family 1-4 Units:Site-Built or Multifamily.",checked,no,claude-code,2026-09-23
DERIVED_ETHNICITY,"The borrowers' ethnicity as summed up by the CFPB: Hispanic or Latino, Not Hispanic or Latino, Joint, Ethnicity Not Available, or rarely Free Form Text Only.",checked,no,claude-code,2026-09-23
DERIVED_RACE,"The borrowers' race as summed up by the CFPB, like White, Asian, Joint or Race Not Available.",checked,no,claude-code,2026-09-23
DERIVED_SEX,"The borrowers' sex as summed up by the CFPB: Male, Female, Joint or Sex Not Available.",checked,no,claude-code,2026-09-23
REVERSE_MORTGAGE,"1 if it is a reverse mortgage, 2 if not, 1111 if the lender is exempt from reporting it.",checked,no,claude-code,2026-09-23
OPEN_END_LINE_OF_CREDIT,"1 if it is an open-ended credit line like a home equity line, 2 if not, 1111 if the lender is exempt.",checked,no,claude-code,2026-09-23
BUSINESS_OR_COMMERCIAL_PURPOSE,"1 if the loan is mainly for business, 2 if not, 1111 if the lender is exempt.",checked,no,claude-code,2026-09-23
LOAN_AMOUNT,"The loan amount in dollars, rounded to the middle of a $10,000 band, so 515000 covers 510,000 to 519,999.",checked,no,claude-code,2026-09-23
