K	ID	NM	ACT	CITY	ST	FIPS	DU	TOT	SHARE
county_top	BW5571028	WAL-MART PHARMACY 10-0524	CHAIN PHARMACY	KENEDY	TX	48255	1385100.0	3075230.0	0.45040533553587864
county_top	AW3186877	WAL-MART PHARMACY 10-0792	CHAIN PHARMACY	ALEDO	IL	17131	520400.0	1264640.0	0.4115005060728745
county_top	BH0531930	HOME CARE PHARMACY	RETAIL PHARMACY	SIMI VALLEY	CA	06111	4474980.0	158443699.0	0.028243344659606817
county_top	BA9422469	AETNA RX HOME DELIVERY LLC	RETAIL PHARMACY	PLANTATION	FL	12011	20518060.0	567479188.0	0.036156497778029525
county_top	BR6204755	RITE AID OF MAINE, INC.	CHAIN PHARMACY	AUGUSTA	ME	23011	3161270.0	42333430.0	0.07467549877248311
county_top	BU7724900	UNITED PHARMACY #534	CHAIN PHARMACY	DALHART	TX	48111	775500.0	1311860.0	0.5911453966124434
county_top	BJ1035802	JUDY'S DRUG STORE INC	RETAIL PHARMACY	PETERSBURG	WV	54023	2207400.0	3014870.0	0.7321708730393018
county_top	AC3128899	CENTRAL PHARMACY INC	RETAIL PHARMACY	CARRIZO SPRINGS	TX	48127	1413500.0	2364140.0	0.5978918338169482
county_top	BW7741209	WALGREEN CO.	CHAIN PHARMACY	JAMES ISLAND	SC	45019	3836900.0	83757420.0	0.04580967274302384
county_top	AE1555323	ECONOMY DRUG INC	RETAIL PHARMACY	ELY	NV	32033	1574840.0	5339260.0	0.29495473155456
county_top	FP0486589	PAMIDA PHARMACY #856	CHAIN PHARMACY	GALLATIN	MO	29061	552230.0	757390.0	0.729122380807774
county_top	BW7814026	WALGREEN LOUISIANA CO., INC.	CHAIN PHARMACY	BOSSIER CITY	LA	22015	4480100.0	24219553.0	0.18497864101785857
county_top	BW8827478	WALGREEN CO.	CHAIN PHARMACY	WISCONSIN RAPIDS	WI	55141	4198000.0	17606141.0	0.23843953084324385
excluded	BK5210834	KAISER FOUNDATION HOSP	RETAIL PHARMACY	LIVERMORE	CA	06001	353630730.0		
excluded	BD4829062	VA CONSOLIDATED MAIL OUTPATIENT PHARMACY	RETAIL PHARMACY	LEAVENWORTH	KS	20103	105379210.0		
excluded	BH9690517	HUMANA PHARMACY, INC	RETAIL PHARMACY	MIAMI	FL	12086	126400.0		
excluded	FC0019097	CARECENTER PHARMACY, CAREMARK ILLINOIS, LLC	RETAIL PHARMACY	CHICAGO	IL	17031	12200.0		
excluded	BF8020884	FOCUS EXPRESS MAIL PHARMACY	RETAIL PHARMACY	HORSHAM	PA	42091	104400.0		
excluded	FC3224944	CAREMARK HAWAII MAIL PHARMACY, L.L.C.	RETAIL PHARMACY	HONOLULU	HI	15003	21070.0		
excluded	FM2934380	MUSC MAIL ORDER PHARMACY	RETAIL PHARMACY	CHARLESTON	SC	45019	700.0		
excluded	BM8531332	MEDCO PHARMACY	RETAIL PHARMACY	CANOGA PARK	CA	06037	276000.0		
excluded	FS1281384	ST.FRANCIS MAIL ORDER PHARMACY	RETAIL PHARMACY	MOORESVILLE	IN	18109	12000.0		
excluded	FH3605144	HUMANA PHARMACY, INC	RETAIL PHARMACY	DELRAY BEACH	FL	12099	1000.0		
ltc_like	AK7322807	KAISER PERMANENTE PHARMACY #351	RETAIL PHARMACY	SOUTH SAN FRANCISCO	CA	06081	6928220.0		
ltc_like	BK8445288	KAISER PERMANENTE PHRMCY #301	RETAIL PHARMACY	ELK GROVE	CA	06067	5387380.0		
ltc_like	FK1142621	KAISER PERMANENTE PHRMCY #266	RETAIL PHARMACY	ROSEVILLE	CA	06061	9893260.0		
ltc_like	BO8636740	OMNICARE PHARMACY OF FL LP	RETAIL PHARMACY	WESTON	FL	12011	7266970.0		
ltc_like	BF3612579	FORUM EXTENDED CARE SERVICES II, INC.	RETAIL PHARMACY	CHICAGO	IL	17031	5185005.0		
ltc_like	AK3120730	KAISER FOUNDATION HEALTH PLAN	RETAIL PHARMACY	REDWOOD CITY	CA	06081	5565820.0		
ltc_like	BR4104193	KAISER FOUNDATION HEALTH PLAN OF WASHINGTON	RETAIL PHARMACY	SPOKANE	WA	53063	5771300.0		
ltc_like	BK5613333	KAISER FONDATION HEALTH PLAN	RETAIL PHARMACY	SACRAMENTO	CA	06067	7764380.0		
ltc_like	AK8322733	KAISER FOUNDATION HEALTH PLAN	RETAIL PHARMACY	PORTLAND	OR	41051	10043780.0		
ltc_like	BK6557598	KAISER FOUNDATION HEALTH	RETAIL PHARMACY	SAN FRANCISCO	CA	06075	7006820.0		
ltc_like	BG0160034	KAISER FOUNDATION HEALTH PLAN OF WASHINGTON	RETAIL PHARMACY	TACOMA	WA	53053	6665700.0		
county_top	AT2977354	THE MEDICINE SHOPPE	RETAIL PHARMACY	BUTLER	PA	42019	2968780.0	39973419.0	0.07426885350987865
county_top	BW9352282	WALGREEN CO.	CHAIN PHARMACY	BASTROP	TX	48021	4133060.0	14383930.0	0.28733871758274687
county_top	BR1085629	NORTH CAROLINA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	COLUMBUS	NC	37149	2404260.0	5483640.0	0.4384423485130315
county_top	BA8317100	AUBURN FAMILY VALUE PHARMACY	RETAIL PHARMACY	AUBURN	NE	31127	506360.0	1918960.0	0.26387209738608414
county_top	BB4183872	BOND DRUG COMPANY OF ILLINOIS, L.L.C.	CHAIN PHARMACY	DANVILLE	IL	17183	3791890.0	26459820.0	0.143307475258713
county_top	BB2000951	BRADFORD DRUG STORE	RETAIL PHARMACY	CEDARTOWN	GA	13233	4507590.0	24436350.0	0.18446249132951525
county_top	FE0163028	EUREKA PHARMACY	RETAIL PHARMACY	EUREKA	KS	20073	1877990.0	2099490.0	0.8944981876550971
county_top	AS8186404	S&H DRUGS	RETAIL PHARMACY	MCCRORY	AR	05147	1370430.0	3014281.0	0.4546457347539927
county_top	BW3336573	WALGREEN CO.	CHAIN PHARMACY	NEW BRAUNFELS	TX	48091	4931330.0	24390180.0	0.20218505972485648
county_top	BP5703803	PHARMACY CORPORATION OF	RETAIL PHARMACY	TALLAHASSEE	FL	12073	4784905.0	48079786.0	0.09952009769760622
county_top	FC0106802	CVS STATE CAPITAL, L.L.C.	CHAIN PHARMACY	BATH	ME	23023	2175900.0	8862110.0	0.24552843510179856
county_top	BR8891980	RITE AID OF VIRGINIA, INC.	CHAIN PHARMACY	CALLAO	VA	51133	785850.0	1333070.0	0.5895039270255875
county_top	AH2712443	HOOK-SUPERX, L.L.C.	CHAIN PHARMACY	WABASH	IN	18169	3078600.0	11529720.0	0.2670142900261238
county_top	BW7849485	WAYNE'S PHARMACY	RETAIL PHARMACY	FRANKFORT	KY	21073	3229940.0	16497316.0	0.1957857872153264
county_top	BK6744406	KROGER PHARMACY #052	CHAIN PHARMACY	DENNISON	TX	48181	5040330.0	51490510.0	0.09788852353569619
county_top	FR1260962	RHODE ISLAND CVS PHARMACY, L.L.C.	CHAIN PHARMACY	MIDDLETOWN	RI	44005	1834600.0	16448810.0	0.11153390427635798
county_top	BF6015463	FRED'S PHARMACY	RETAIL PHARMACY	ST FRANCISVILLE	LA	22125	967220.0	1558670.0	0.6205418722372279
county_top	AR1555664	VIRGINIA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	BEDFORD	VA	51019	2186630.0	8279610.0	0.2640981881996857
county_top	BL7584659	LEWIS MADISON DRUG	RETAIL PHARMACY	MADISON	SD	46079	690000.0	1169130.0	0.5901824433553154
county_top	BZ1537553	ZEEB PHARMACY, INC	RETAIL PHARMACY	PHILIP	SD	46055	339600.0	339600.0	1.0
county_top	BW8462056	WALGREEN CO.	CHAIN PHARMACY	ROCKY MOUNT	NC	37127	3445490.0	26869200.0	0.1282319533145758
county_top	BF9443665	FARMACIA SAN RAFAEL, INC.	RETAIL PHARMACY	SAN JUAN	PR	72127	2206260.0	11885700.0	0.18562305964310052
county_top	BW5397321	WAL-MART PHARMACY 10-1724	CHAIN PHARMACY	MILLERSBURG	OH	39075	1393660.0	2645880.0	0.526728347468517
county_top	BM4866832	MEDICAP PHARMACY	RETAIL PHARMACY	GRAND FORKS	ND	38035	1711500.0	10614020.0	0.1612489895440182
county_top	BC6012532	KENTUCKY CVS PHARMACY, L.L.C.	CHAIN PHARMACY	GEORGETOWN	KY	21209	3324100.0	14645570.0	0.22696965703622324
county_top	BE8491324	ELDER-CARE PHARMACY	RETAIL PHARMACY	HAWKINSVILLE	GA	13235	2936000.0	6661354.0	0.4407512346588997
county_top	BW4393447	WALGREEN CO.	CHAIN PHARMACY	EAU CLAIRE	WI	55035	4120760.0	19181520.0	0.21482969024352605
county_top	BT6414320	THE PHARMACY OF BOYKINS	RETAIL PHARMACY	BOYKINS	VA	51175	96700.0	96700.0	1.0
county_top	BT7926592	TELEPHARMACY CONCEPT INC	RETAIL PHARMACY	BEACH	ND	38033	178500.0	178500.0	1.0
county_top	AR9302996	GEORGIA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	HARTWELL	GA	13147	2272810.0	9642609.0	0.23570488028706754
county_top	BM7319191	MAIN STREET PHARMACY	RETAIL PHARMACY	COLDWATER	KS	20033	915740.0	915740.0	1.0
county_top	BM6218487	MODERN HEALTH PHARMACY	RETAIL PHARMACY	MONROVIA	CA	06037	7241420.0	1323471895.1	0.005471532887710356
county_top	BW7609540	WALGREEN CO.	CHAIN PHARMACY	ATHENS	TN	47107	4307730.0	27441800.0	0.15697694757632516
county_top	BP3961465	PAYNE FAMILY PHARMACY	RETAIL PHARMACY	FLOYDADA	TX	48153	389380.0	763270.0	0.5101471301112319
county_top	BS1594236	SAFEWAY INC	CHAIN PHARMACY	PORT TOWNSEND	WA	53031	2331220.0	5817030.0	0.40075777501577264
county_top	BW4790538	WAL-MART PHARMACY 10-0133	CHAIN PHARMACY	ASHDOWN	AR	05081	1436340.0	4500690.0	0.3191377322143938
county_top	AL7908114	LAJARA PHARMACEUTICAL CENTER	RETAIL PHARMACY	LA JARA	CO	08021	1535810.0	1967910.0	0.7804269504194805
county_top	BR5387522	RAYFIELD'S PHARMACY	RETAIL PHARMACY	CAPE CHARLES	VA	51131	1351680.0	3832490.0	0.352689765661489
county_top	BA0175376	ALEXANDER'S PHARMACY	RETAIL PHARMACY	DRACUT	MA	25017	3986590.0	203893654.0	0.01955230053408136
county_top	AG5059200	KAISER FOUNDATION HEALTH PLAN OF WASHINGTON	RETAIL PHARMACY	OLYMPIA	WA	53067	10675400.0	63027005.0	0.1693781895554136
county_top	BB7422657	BERTRAM PHARMACY	RETAIL PHARMACY	ROBINSON	IL	17033	2624290.0	5577060.0	0.4705507919943483
county_top	AB1113404	KPH HEALTHCARE SERVICES, INC.	CHAIN PHARMACY	OGDENSBURG	NY	36089	3548120.0	23957770.0	0.14809892573474076
county_top	BW6172302	WAL-MART PHARMACY 10-2647	CHAIN PHARMACY	WOODSTOCK	VA	51171	1714800.0	8423600.0	0.20357091979676148
county_top	BW6130429	WALGREEN CO.	CHAIN PHARMACY	BOWLING GREEN	KY	21227	3865800.0	36720068.0	0.10527758281929107
county_top	BI8462210	IRWIN-POTTER DRUG-MEDICAL-LAB	RETAIL PHARMACY	ANTHONY	KS	20077	1034970.0	1442460.0	0.7175034316376191
county_top	AD7271101	DAVENPORT PHARMACY INC	RETAIL PHARMACY	DAVENPORT	WA	53043	1731600.0	3325740.0	0.5206660773241444
county_top	BB9073824	BLOODHART DRUG	RETAIL PHARMACY	HUGOTON	KS	20189	471410.0	682760.0	0.6904475950553636
county_top	FP0966537	PANHANDLE DRUG STORE, LLC	RETAIL PHARMACY	PANHANDLE	TX	48065	320900.0	443430.0	0.7236767922783754
county_top	BB0559267	WALGREEN CO.	CHAIN PHARMACY	ROCK FALLS	IL	17195	2107300.0	8908860.0	0.23653980419492504
county_top	AD2053116	RITE AID OF VIRGINIA, INC.	CHAIN PHARMACY	GRAFTON	VA	51199	1852440.0	7506140.0	0.246789961285028
county_top	AL4208092	FARMACIA RODRIGUEZ	RETAIL PHARMACY	COROZAL	PR	72047	365230.0	1014900.0	0.3598679672874175
county_top	AV2361169	VALLEY DRUG CO	RETAIL PHARMACY	MALTA	MT	30071	715230.0	715230.0	1.0
county_top	BW3432767	WAL-MART PHARMACY 10-1872	CHAIN PHARMACY	HELENA	MT	30049	2744120.0	15689540.0	0.17490123993437667
county_top	BM5507643	A & W DRUG	RETAIL PHARMACY	BONIFAY	FL	12059	2160940.0	5133550.0	0.4209445705213741
county_top	BM8206989	MARTINEZ PHARMACY	RETAIL PHARMACY	LAREDO	TX	48479	2699690.0	16125386.0	0.16741862799439344
county_top	BW8689501	WAL-MART PHARMACY 10-1054	CHAIN PHARMACY	ATCHISON	KS	20005	1904400.0	5414980.0	0.351691049643766
county_top	BW8388654	WALGREEN CO.	CHAIN PHARMACY	WATERLOO	IA	19013	2771700.0	22959690.0	0.1207202710489558
county_top	FP0765682	PHARMACY CENTER	RETAIL PHARMACY	EL PASO	TX	48141	4761765.0	85925638.0	0.05541727836806984
county_top	AR5293155	RICE DRUGS INC	RETAIL PHARMACY	BEAVER DAM	KY	21183	6716610.0	10781190.0	0.6229933801370721
county_top	AR7333494	ROLLA DRUG INC	RETAIL PHARMACY	ROLLA	ND	38079	751880.0	1515750.0	0.49604486227939965
county_top	BW6808767	WALGREEN CO.	CHAIN PHARMACY	ANTIGO	WI	55067	1946500.0	5411750.0	0.35968032521827503
county_top	BA6383070	AMPHARM INC	RETAIL PHARMACY	PARSONS	TN	47039	5054570.0	11158630.0	0.45297406581273864
county_top	AH2470742	HOOK-SUPERX, L.L.C.	CHAIN PHARMACY	ENGLISH	IN	18025	2461320.0	2461820.0	0.9997968982297649
county_top	BW5497020	WAL-MART PHARMACY 10-1426	CHAIN PHARMACY	ASHLAND	KY	21019	4433190.0	36819430.0	0.12040354780071283
county_top	FW0384951	WAL-MART PHARMACY 10-0108	CHAIN PHARMACY	GUTHRIE	OK	40083	1486400.0	7409490.0	0.20060759917349238
county_top	BP8323836	PEIMANN, NATHAN P MD	PRACTITIONER	SKAGWAY	AK	02230	720.0	720.0	1.0
county_top	BT5129235	TAOS PHARMACY	RETAIL PHARMACY	TAOS	NM	35055	2477890.0	10079700.0	0.24582973699614075
county_top	BM9220790	MED-FAST PHARMACY	RETAIL PHARMACY	ALIQUIPPA	PA	42007	3469500.0	40407090.0	0.08586364422679288
county_top	BW7751591	WALGREEN CO.	CHAIN PHARMACY	SEVIERVILLE	TN	47155	5088390.0	36546430.0	0.13923083595306027
county_top	BH6489505	HANNAFORD BROS. CO., LLC	CHAIN PHARMACY	OSSIPEE	NH	33003	2167420.0	11103910.0	0.19519430542934876
county_top	BW2233916	WOODSON'S PHARMACY	RETAIL PHARMACY	WOODBURY	TN	47015	3623860.0	7111910.0	0.5095480679592402
county_top	BO6562234	OMNICARE OF CHANDLER	RETAIL PHARMACY	CHANDLER	AZ	04013	13741420.0	922902057.0	0.014889358947435958
county_top	FS1137846	STRATFORD HOSPITAL DISTRICT'S ELK PHARMACY	RETAIL PHARMACY	STRATFORD	TX	48421	239500.0	385800.0	0.6207879730430275
county_top	BW0153813	WALGREEN CO.	CHAIN PHARMACY	JEFFERSONVILLE	IN	18019	7625900.0	55662079.0	0.1370035064626314
county_top	BR1434529	RITE AID OF WEST VIRGINIA, INC.	CHAIN PHARMACY	GRAFTON	WV	54091	2349790.0	3960690.0	0.5932779389449818
county_top	BW1240706	WALGREEN CO.	CHAIN PHARMACY	DENVER	CO	08031	3211630.0	76643537.25	0.04190346786219082
county_top	BH5304097	HOOK-SUPERX, L.L.C.	CHAIN PHARMACY	CORYDON	IN	18061	3329950.0	12967140.0	0.25679910913277715
county_top	BC0402305	COMMUNITY PHARMACY	RETAIL PHARMACY	BEAVER	OK	40007	729860.0	729860.0	1.0
county_top	BS9040712	QVL PHARMACY #222	RETAIL PHARMACY	BATON ROUGE	LA	22033	10481730.0	139189917.0	0.07530523924373056
county_top	FW0104517	WAL-MART PHARMACY 10-0847	CHAIN PHARMACY	DODGEVILLE	WI	55049	1315100.0	4251470.0	0.309328302916403
county_top	BJ9813266	JIMS U SAVE PHARMACY	RETAIL PHARMACY	AURORA	NE	31081	655890.0	721450.0	0.9091274516598516
county_top	BF9046891	FAIRVIEW NORTHLAND PHARMACY PR	RETAIL PHARMACY	PRINCETON	MN	27095	1798060.0	9170000.0	0.19608069792802618
county_top	BW8978364	WALGREEN CO.	CHAIN PHARMACY	GREELEY	CO	08123	3068500.0	50147379.0	0.061189638644922995
county_top	BC5359814	CVS PHARMACY, INC.	CHAIN PHARMACY	PITTSBURG	TX	48063	960020.0	2855220.0	0.3362332850008055
county_top	BW9087784	WALGREEN CO.	CHAIN PHARMACY	KALISPELL	MT	30029	4118460.0	32064306.0	0.12844375923807613
county_top	BW5789310	WAL-MART PHARMACY 10-0150	CHAIN PHARMACY	WOODWARD	OK	40153	1291420.0	5608600.0	0.23025710515993297
county_top	AM7602205	NEW JERSEY CVS PHARMACY, L.L.C.	CHAIN PHARMACY	HACKETTSTOWN	NJ	34041	1307500.0	20520277.0	0.06371746346309068
county_top	BF8157655	FARMACIA QUEBRADILLAS	RETAIL PHARMACY	QUEBRADILLAS	PR	72115	205420.0	809830.0	0.25365817517256706
county_top	AM1097941	MILLER DRUG	RETAIL PHARMACY	BANGOR	ME	23019	4543740.0	59720732.0	0.07608312637561107
county_top	BR4130631	ROGERS PHARMACY	RETAIL PHARMACY	SAINT JOSEPH	MO	29021	4795520.0	38750610.0	0.12375340672056517
county_top	AM6815762	PUTVIN DRUG STORE	RETAIL PHARMACY	MANISTIQUE	MI	26153	2101860.0	3391160.0	0.6198056122388799
county_top	AP4874194	PARMET INC	RETAIL PHARMACY	EDMONTON	KY	21169	884200.0	2008340.0	0.440264098708386
county_top	AL3402283	LOUIS LEONARD MINSKY INC	RETAIL PHARMACY	LAKE PROVIDENCE	LA	22035	665540.0	1100730.0	0.604635105793428
county_top	BB7195236	BROOKSHIRE BROS PHARMACY #20	CHAIN PHARMACY	HEMPHILL	TX	48403	1277810.0	2585540.0	0.4942139746435948
county_top	BL1939581	LYNCHBURG DRUG STORE	RETAIL PHARMACY	LYNCHBURG	TN	47127	364780.0	364780.0	1.0
county_top	AS7781570	STRICKLAND DRUGS	RETAIL PHARMACY	BLANCO	TX	48031	761400.0	1019660.0	0.7467194947335386
county_top	BW9393745	WALGREEN CO.	CHAIN PHARMACY	STATESBORO	GA	13031	1590200.0	12663175.0	0.12557672147782842
county_top	BV1518490	VILLAGE DRUG	RETAIL PHARMACY	OZONA	TX	48105	316400.0	355200.0	0.8907657657657657
county_top	BW4873596	WALGREEN CO.	CHAIN PHARMACY	VISALIA	CA	06107	9118300.0	113901310.0	0.08005439094598649
county_top	BA5977763	ASHEBORO DRUG COMPANY	RETAIL PHARMACY	ASHEBORO	NC	37151	3458150.0	29880030.0	0.11573448888772869
county_top	AR3191462	NORTH CAROLINA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	ROXBORO	NC	37145	3201700.0	12614596.0	0.25380915885058863
county_top	BG8440430	GORDON'S DRUG	RETAIL PHARMACY	SPEARMAN	TX	48195	385930.0	394270.0	0.9788469830319324
county_top	FW1512296	WALGREEN CO.	CHAIN PHARMACY	PORT LAVACA	TX	48057	1529400.0	7133420.0	0.21439926430800374
county_top	AS3268403	SIECH'S PARKERSBURG PHARMACY	RETAIL PHARMACY	PARKERSBURG	IA	19023	534900.0	1123180.0	0.47623711248419665
county_top	BW8769892	WEAVER PHARMACY INC, AHMAD ALHADDAD	RETAIL PHARMACY	NORTH FORT MYERS	FL	12071	5055900.0	181166725.0	0.027907442716094803
county_top	BC5277808	HOLIDAY CVS, L.L.C.	CHAIN PHARMACY	BUSHNELL	FL	12119	3406860.0	21083279.0	0.1615906140596062
county_top	AH2144652	HALEY DRUG	RETAIL PHARMACY	TEMPLE	OK	40033	417460.0	1006700.0	0.41468163305850797
county_top	FL2841319	LOVELOCK PHARMACY	RETAIL PHARMACY	LOVELOCK	NV	32027	148850.0	148850.0	1.0
county_top	BA1411379	ARDOIN'S CRESCENT DRUG STORE	RETAIL PHARMACY	JENNINGS	LA	22053	1618900.0	11299760.0	0.1432685295970888
county_top	BH1253018	HERMITAGE PROFESS PHARMACY	RETAIL PHARMACY	HERMITAGE	MO	29085	1742790.0	1747390.0	0.9973675023892777
county_top	BW5495521	WAL-MART PHARMACY 10-0445	CHAIN PHARMACY	LEITCHFIELD	KY	21085	2275000.0	13577950.0	0.16755106625079633
county_top	AS3229641	SAFEWAY INC	CHAIN PHARMACY	ENTERPRISE	OR	41063	1689560.0	1974590.0	0.8556510465463717
county_top	BT5193646	THRIFTY PAYLESS INC.	CHAIN PHARMACY	PENDLETON	OR	41059	3101640.0	22583610.0	0.1373403100744301
county_top	AC3087295	NEW JERSEY CVS PHARMACY, L.L.C.	CHAIN PHARMACY	MOUNT LAUREL	NJ	34005	4997550.0	98843372.0	0.05056029452333941
county_top	AP8530215	PITTMAN'S PHARMACY	RETAIL PHARMACY	WINDSOR	NC	37015	2199350.0	3534000.0	0.6223401245048105
county_top	BP6383258	P H L	RETAIL PHARMACY	SOUTH PITTSBURG	TN	47115	5616740.0	11401110.0	0.49264852281926935
county_top	AE4757956	J CO DRUG	RETAIL PHARMACY	CROSBY	ND	38023	263100.0	263100.0	1.0
county_top	AH2655528	HOOK-SUPERX, L.L.C.	CHAIN PHARMACY	MARION	IN	18053	6724700.0	29378310.0	0.2289001647814323
county_top	BW5775664	WALGREEN CO.	CHAIN PHARMACY	SALEM	OR	41047	6077200.0	91485939.0	0.0664276944241672
county_top	BN7295884	NEWTON PHARMACY	RETAIL PHARMACY	NEWTON	TX	48351	2951260.0	4212040.0	0.7006723582871958
county_top	AP2986442	PHILLIPS DRUG LLC	RETAIL PHARMACY	SISTERSVILLE	WV	54095	1105230.0	2233890.0	0.4947557847521588
county_top	BW6686806	WALGREEN CO.	CHAIN PHARMACY	NAMPA	ID	16027	5013000.0	39980121.0	0.12538731436055434
county_top	BF2009086	SUPER FARMACIA AMERICA	RETAIL PHARMACY	CEIBA	PR	72037	114800.0	164200.0	0.6991473812423873
county_top	BH7180425	HY-VEE PHARMACY 1065	CHAIN PHARMACY	CHARITON	IA	19117	1673500.0	2194670.0	0.7625292185157677
county_top	BP9781902	PAMIDA PHARMACY #90	CHAIN PHARMACY	TORRINGTON	WY	56015	693100.0	2228070.0	0.31107640244696083
county_top	AC9747001	COST LESS PRESCRIPTIONS, INC.	RETAIL PHARMACY	TACOMA	WA	53053	7286850.0	211150992.0	0.034510138602616654
county_top	BE9007469	EAST JORDAN FAMILY PHARMACY	RETAIL PHARMACY	EAST JORDAN	MI	26029	1185700.0	6775220.0	0.17500538727893708
county_top	BD8565028	PARKS PHARMACY, INC	RETAIL PHARMACY	HAYNEVILLE	AL	01085	514640.0	1031720.0	0.4988175086263715
county_top	BF2262309	FLEMING PHARMACISTS GROUP	RETAIL PHARMACY	FLEMINGSBURG	KY	21069	2280090.0	4718010.0	0.48327366834746005
county_top	FD2998396	DIXON DRUG- WALLACE COUNTY	RETAIL PHARMACY	SHARON SPRINGS	KS	20199	15800.0	15800.0	1.0
county_top	BW6622294	WALGREEN CO.	CHAIN PHARMACY	AMARILLO	TX	48381	2272100.0	24396270.0	0.09313308960755066
county_top	AS7985659	SNYDER PHARMACY	RETAIL PHARMACY	ISHPEMING	MI	26103	2219200.0	15683240.0	0.1415013734406921
county_top	BC8292524	CVS ALBANY, L.L.C.	CHAIN PHARMACY	AVON	NY	36051	1951600.0	11938910.0	0.1634655089953773
county_top	BR6232526	RIGBYS PHARMACY INC	RETAIL PHARMACY	SALMON	ID	16059	2775100.0	2781400.0	0.9977349536204789
county_top	BB6158782	BROOKSHIRE BROTHERS PHRMCY #8	CHAIN PHARMACY	CARTHAGE	TX	48365	1372360.0	5347410.0	0.2566401304556785
county_top	BS1701160	THRIFTY WHITE PHARMACY	RETAIL PHARMACY	RICHLAND CENTER	WI	55103	1638270.0	3657240.0	0.44795255438527415
county_top	FS1114735	STATE LINE DRUG INC.	RETAIL PHARMACY	LEMMON	SD	46105	253400.0	339200.0	0.7470518867924528
county_top	BW5506019	WAL-MART PHARMACY 10-1196	CHAIN PHARMACY	NEW ROADS	LA	22077	2097020.0	5032260.0	0.4167153525453772
county_top	AA2284571	ANDREASSEN, RAY E DO	PRACTITIONER-DW/30	DELTA JUNCTION	AK	02240	563700.0	579700.0	0.9723995169915474
county_top	AC1279175	CAYCE'S PHARMACY INC	RETAIL PHARMACY	HOPKINSVILLE	KY	21047	4594060.0	21492250.0	0.21375426025660413
county_top	BW6203602	WALGREEN CO.	CHAIN PHARMACY	SPRINGDALE	AR	05143	3792760.0	50165870.0	0.0756043899966252
county_top	AT3465425	BRANDON DISCOUNT DRUGS	RETAIL PHARMACY	BRANDON	MS	28121	6153800.0	37164117.0	0.16558445341241393
county_top	BC7225130	CURRY PHARMACY	RETAIL PHARMACY	CLINTON	LA	22037	1466800.0	2930450.0	0.5005374601170469
county_top	BW5373799	WAL-MART PHARMACY 10-1730	CHAIN PHARMACY	TAPPAHANNOCK	VA	51057	1313960.0	2792950.0	0.4704559694946204
county_top	AG1920568	GATEWAY PHARMACY	RETAIL PHARMACY	PHOENIXVILLE	PA	42029	3042390.0	75463660.0	0.04031596135146374
county_top	AH2478875	HAWCO INC	RETAIL PHARMACY	NORTHWOOD	IA	19195	433930.0	433930.0	1.0
county_top	BD2947666	DARTMOUTH-HITCHCOCK PHARMACY	RETAIL PHARMACY	LEBANON	NH	33009	4035460.0	23704079.0	0.17024327332017414
county_top	BM5868267	MEDICINE CENTER	RETAIL PHARMACY	ATLANTA	GA	13121	3430100.0	132519506.27849999	0.025883736638675513
county_top	BW7116557	WALGREEN CO.	CHAIN PHARMACY	LAKE CITY	FL	12023	4960370.0	27485440.0	0.1804726429702417
county_top	BW5495557	WAL-MART PHARMACY 10-0507	CHAIN PHARMACY	LAWRENCEBURG	KY	21005	2037380.0	8187310.0	0.2488460800922403
county_top	BW5125198	WITMER DRUG STORE	RETAIL PHARMACY	PHILLIPSBURG	KS	20147	714400.0	1081180.0	0.6607595405020441
county_top	BR5171119	GEORGIA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	ALBANY	GA	13095	1718230.0	19694319.5	0.08724495405896102
county_top	BC6690401	COURT SQUARE PHARMACY	RETAIL PHARMACY	GAINESVILLE	MO	29153	1487840.0	2310220.0	0.6440252443490231
county_top	BB1457022	BOND DRUG COMPANY OF ILLINOIS, L.L.C.	CHAIN PHARMACY	JACKSONVILLE	IL	17137	2882800.0	8669660.0	0.33251592334647495
county_top	BC7865845	PARTNERS PHARMACY	RETAIL PHARMACY	KANSAS CITY	MO	29165	2281650.0	18486630.0	0.12342162957770021
county_top	BK5390389	KERR DRUG	CHAIN PHARMACY	ROBBINSVILLE	NC	37075	2009580.0	3151430.0	0.6376724217260101
county_top	BF9952311	FAULKENBERG HARTH INC	RETAIL PHARMACY	ROCKPORT	IN	18147	1575750.0	5498210.0	0.2865932730834217
county_top	BJ4856160	FOSTERS SUPER MARKET INC	RETAIL PHARMACY	LAKE CITY	MI	26113	767870.0	2056690.0	0.37335232825559517
county_top	AW1687360	WALLACE DRUG COMPANY INC	RETAIL PHARMACY	LAUREL	MS	28067	4332930.0	26240390.0	0.16512445127530498
county_top	AE8877283	ESSCO DISCOUNT DRUG CENTER	RETAIL PHARMACY	YAZOO CITY	MS	28163	1705240.0	4772290.0	0.35732111837294045
county_top	BV7478539	VELVA DRUG INC	RETAIL PHARMACY	VELVA	ND	38049	212900.0	224100.0	0.9500223114680946
county_top	AB8377702	BROWN'S PHARMACY INC	RETAIL PHARMACY	ELLINGTON	MO	29179	1580930.0	1661930.0	0.95126148514077
