EIN,COMPANY,ESTABLISHMENT,CITY,STATE,NAICS,INDUSTRY,SIZE_BAND,EMPLOYEES,HOURS,DEATHS,DART_CASES,DAFW_DAYS,DART_RATE,TRIR,DAYS_PER_CASE,COHORT_N,COHORT_MEDIAN_DART,COHORT_POOLED_DART,FOLD_VS_POOLED,FOLD_VS_MEDIAN,Z_SCORE,PCT_RANK_IN_COHORT
350983617,Community Health Network,East Campus Surgery Center,INDIANAPOLILS,IN,6214,Freestanding ambulatory surgical centers and clinics,50-99,93,137614,0,5,52,7.27,14.53,26.0,208,0.00,1.49,4.88,,1.84,0.8987
942640465,McKesson Corporation MED-SURG MMS ROSEVILLE,11DG074 MED-SURG MMS ROSEVILLE,ROSEVILLE,CA,4234,Medical Equipment,100-249,236,472833,0,17,28,7.19,7.61,14.0,153,0.77,1.47,4.88,9.35,2.82,0.9677
561882911,Pallet Express Inc,Pallet Express,LIBERTY,NC,3219,"Pallet containers, wood or wood and metal combination, manufacturing",100-249,229,376198,0,34,103,18.08,20.73,20.6,273,2.74,3.70,4.88,6.60,4.22,1.0
751476279,Cooper Plastering Inc,Cooper Plastering Inc,TYLER,TX,2383,Exterior insulation finish system installation,50-99,54,106214,0,6,6,11.30,11.30,6.0,530,1.46,2.32,4.88,7.76,2.41,0.9542
261661695,Blue Diamond Steel Casting LLC,Blue Diamond Steel Casting LLC,PIGEON,MI,3315,"Foundries, iron (i.e., ductile, gray, malleable, semisteel)",250-999,281,638106,0,31,587,9.72,22.88,41.9,73,1.37,1.99,4.88,7.07,3.34,1.0
417600000,US Postal Service,BIRMINGHAM_1355012,BIRMINGHAM,MI,4911,Mail and Parcel Delivery,50-99,62,110336,0,16,421,29.00,30.81,42.1,2251,5.22,5.94,4.88,5.56,5.15,0.9981
262841711,Sunrun Inc,BRANCH - CA - Sacramento,SACRAMENTO,CA,2382,"Photovoltaic solar energy generation systems and battery energy storage products,primarily for residential customers",100-249,225,465420,0,19,8,8.16,8.59,2.0,1418,0.96,1.67,4.88,8.48,2.61,0.9605
911223280,COSTCO WHOLESALE,0263   ATLANTA GA  WET   DEPOT,ATLANTA,GA,4931,Refrigerated Warehousing and Storage,100-249,160,271415,0,17,960,12.53,13.26,64.0,1401,1.73,2.57,4.88,7.23,3.1,0.981
205757306,,OR190 Toledo Paper,TOLEDO,OR,3221,,250-999,447,894162,0,32,117,7.16,9.17,6.2,96,1.05,1.47,4.88,6.84,3.83,0.9892
383334129,Bay Logistics - Martin Transportation Systems,Bay Coopersville,COOPERSVILLE,MI,4931,Warehouse,20-49,44,91520,0,5,20,10.93,10.93,4.0,2398,0.00,2.24,4.88,,2.25,0.9135
417600000,US Postal Service,CHARLES A HAYES_1357664,CHICAGO,IL,4911,Mail and Parcel Delivery,20-49,46,97322,0,12,188,24.66,26.72,23.5,3667,3.82,5.06,4.88,6.45,3.59,0.9886
710249444,ArcBest - Risk Management,ABF Freight 279,PINE BROOK,NJ,4841,Transportation,20-49,44,90220,0,7,435,15.52,17.73,62.1,1981,2.34,3.18,4.88,6.62,2.98,0.9754
351103995,Press-Seal Corporation,Press-Seal Corporation,FORT WAYNE,IN,3399,Manufacturing,100-249,236,448811,0,21,30,9.36,11.14,2.7,163,1.08,1.92,4.87,8.66,3.09,0.9912
981637332,Big Sky Resort LLC,Big Sky Resort,BIG SKY,MT,7211,"Alpine skiing facilities with accommodations (i.e., ski resort)",1000+,1060,1722281,0,141,190,16.37,17.19,4.5,99,3.09,3.36,4.87,5.30,4.98,1.0
200602784,WINCO FOODS,Oregon City 154,OREGON CITY,OR,4451,Store,100-249,110,162436,0,12,22,14.78,16.01,3.7,8223,2.30,3.03,4.87,6.42,3.7,0.9857
474495497,"Craftsman Lath and Plaster, Inc.",Headquarters,RIVERSIDE,CA,2383,"Plastering (i.e., ornamental, plain) contractors",100-249,215,399798,0,18,101,9.00,9.00,6.7,350,0.98,1.85,4.87,9.17,3.0,0.9794
010451459,"HVAC Services, INC",HVAC Services INC,WESTBROOK,ME,2382,"Heating, ventilation and air-conditioning (HVAC) contractors",20-49,46,98478,0,5,14,10.15,10.15,4.7,3387,0.00,2.08,4.87,,2.04,0.8918
274129338,La Crescenta Healthcare Center,La Crescenta Healthcare Center,LA CRESCENTA,CA,6231,Skilled Nursing Facility,100-249,115,182608,0,22,78,24.10,31.76,4.9,3657,3.20,4.95,4.87,7.54,2.58,0.9683
660442240,"El Meson de Felipe, Inc.",013 Aguadilla Borinquen,AGUADILLA,PR,7225,"Restaurants, fast food",50-99,60,85660,0,6,41,14.01,14.01,6.8,299,1.87,2.88,4.87,7.49,2.8,0.9545
455042300,FFC FRAMING,FFCFRAMING,SANTEE,CA,2381,"Carpentry, framing",100-249,104,154390,0,9,755,11.66,19.43,83.9,581,1.67,2.39,4.87,6.98,2.93,0.9687
862409902,NearU Services,"NDTM,LLC DBA Grogg's Home Services",PARKERSBURG,WV,2382,"Plumbing,Heating,and Air-Conditioning Contractors",50-99,66,100573,0,5,8,9.94,11.93,2.7,2054,1.25,2.04,4.87,7.97,2.4,0.9445
462875515,J.H. Botts LLC,J.H. Botts LLC,JOLIET,IL,3311,"Pipe, iron or steel, made in iron and steel mills",50-99,57,124540,0,6,175,9.64,9.64,175.0,40,1.30,1.98,4.86,7.43,2.17,0.9524
363734669,TruGreen,5550 - Park Ridge,PARK RIDGE,IL,5617,Lawn Care,20-49,43,76550,0,6,10,15.68,15.68,10.0,2823,0.00,3.22,4.86,,2.57,0.9361
200826085,"Mecca Productions, Inc.","Mecca Productions, Inc.",ORLANDO,FL,3399,Theatrical scenery manufacturing,50-99,70,121043,0,5,67,8.26,16.52,16.8,218,1.30,1.70,4.86,6.34,3.06,0.9754
680623315,"NDX, LLC","NDX, LLC",NORTH LAS VEGAS,NV,2389,Excavation contractors,100-249,100,182493,0,5,0,5.48,6.58,,411,0.48,1.13,4.86,11.47,2.17,0.9196
831257206,Logistic Resource Services,Logistic Resource Services,TACOMA,WA,4922,"Delivery service (except as part of intercity carrier network, U.S. Postal Service)",50-99,83,77229,0,18,152,46.61,129.49,8.9,389,7.78,9.59,4.86,5.99,3.68,0.9884
364880434,Purelight Power,"Solgen Power of OR, WA, ID, KY dba Purelight Power",PASCO,WA,2211,"Power generation, solar electric",100-249,164,362115,0,12,60,6.63,8.28,10.0,502,0.84,1.37,4.86,7.86,3.17,0.976
416008267,Anoka-Hennepin ISD#11,Evergreen Park Elementary,BROOKLYN CENTER,MN,6111,Elementary and secondary schools,50-99,89,103268,0,6,8,11.62,11.62,2.0,822,1.69,2.39,4.86,6.88,2.34,0.9641
460259684,Coca-Cola Bottling Company High Country,Coca - Cola Bottling Company High Country - Billings,BILLINGS,MT,3121,Soft Drink Manufacturing,50-99,81,155031,0,11,183,14.19,14.19,26.1,198,1.88,2.92,4.86,7.55,3.05,0.9845
222379300,Wilson Sporting Goods Co.,Wilson Sporting Goods Co.,ADA,OH,3399,"Balls, baseball, basketball, football, golf, tennis, pool, and bowling, manufacturing",100-249,170,278477,0,13,195,9.34,10.05,48.8,163,1.08,1.92,4.86,8.64,3.08,0.9823
820550834,CAR-FRESHNER Corporation,CAR-FRESHNER Corporation,WATERTOWN,NY,3256,Airfreshners manufacturing,250-999,494,949346,0,25,1272,5.27,6.53,57.8,57,0.83,1.08,4.86,6.37,2.6,0.9583
930944446,Sanders Wood Products,Sanders Wood Products-Band Mill,MOLALLA,OR,3211,"Dimension lumber, made from logs or bolts",100-249,177,373781,0,23,182,12.31,19.80,8.7,167,1.64,2.53,4.86,7.51,3.33,0.9724
410215170,Target,2810 - Westlake Village,WESTLAKE VILLAGE,CA,4521,Discount Department Stores,100-249,230,264169,0,17,119,12.87,13.63,19.8,1747,2.21,2.65,4.86,5.82,4.81,0.9986
043294200,Trader Joe's,Trader Joe's 0406 Southlake,SOUTHLAKE,TX,4451,Grocery Store,100-249,115,162710,0,12,60,14.75,24.58,30.0,8223,2.30,3.03,4.86,6.41,3.69,0.9855
010549102,"All My Sons Business Development, LLC ALL MY SONS OF ATLANTA",3 ALL MY SONS OF ATLANTA,ATLANTA,GA,4842,"Van lines, moving and storage services",100-249,101,117270,0,8,39,13.64,28.99,19.5,197,2.14,2.81,4.86,6.37,3.2,0.9816
520993888,"Robert W Sheckles, Inc.","Robert W Sheckles, Inc.",FREDERICK,MD,2381,Bricklaying contractors,50-99,56,99970,0,6,296,12.00,12.00,59.2,947,1.53,2.47,4.86,7.85,2.77,0.9565
341260398,"S&B Metal Products of Twinsburg, LLC","S&B Metal Products of Twinsburg, LLC","TWINSBURG, OHIO",OH,3323,Sheet metal work (except stampings) manufacturing,20-49,42,98280,0,6,44,12.21,14.25,14.7,1070,0.00,2.51,4.86,,2.31,0.9172
381889682,Discount Tire,CAN028,ELK GROVE,CA,4413,Tire Dealers,20-49,31,42853,0,5,219,23.34,23.34,54.8,1803,4.15,4.80,4.86,5.62,3.16,0.9784
300089372,Penke Logistics LLC,DCC  4884-00 Starbucks-DCC Phoenix  AZ,AVONDALE,AZ,4841,Transportation,20-49,45,77663,0,6,128,15.45,15.45,64.0,1981,2.34,3.18,4.86,6.59,2.97,0.9745
542123988,Crowne Healthcare,Atmore Nursing Center,ATMORE,AL,6231,Nursing homes,100-249,135,183081,0,22,150,24.03,25.13,6.8,3657,3.20,4.95,4.86,7.52,2.57,0.9676
366005820,City of Chicago,CDOT-Bridge Repair Shop Warehouse | 3124 S. Sacramento Ave.,CHICAGO,IL,2373,"Construction management, highway, road, street and bridge",50-99,80,195165,0,10,599,10.25,10.25,59.9,622,1.38,2.11,4.86,7.44,3.02,0.973
386004606,Detroit Water and Sewerage Department,Detroit Water and Sewerage Department - City of Detroit,DETROIT,MI,2371,"Construction management, water and sewer line",250-999,642,1245922,0,15,473,2.41,2.57,94.6,232,0.32,0.50,4.86,7.63,2.11,0.9367
411647880,North Shore Health,Cook County Hospital District,GRAND MARAIS,MN,6231,Skilled nursing facilities,100-249,131,174683,0,21,84,24.04,24.04,4.0,3657,3.20,4.95,4.86,7.52,2.57,0.968
460759051,NEEDS Center (Northeast Educational and Developmental Support Center),NEEDS Center (Northeast Educational and Developmental Support Center),ANDOVER,MA,6241,"Day care centers for disabled persons, the elderly, and persons diagnosed with intellectual and developmental disabilities",250-999,379,874150,0,36,513,8.24,12.81,17.1,199,1.12,1.70,4.85,7.33,3.06,0.9765
364431179,"Kellermeyer Bergensons Services, LLC",146420,SHAFTER,CA,5617,Janitorial services,20-49,43,76817,0,6,76,15.62,15.62,19.0,2823,0.00,3.22,4.85,,2.56,0.9347
330653185,"Leidos Biomedical Research, Inc.",Frederick National Laboratory for Cancer Research - Ft. Detrick,FREDERICK,MD,5417,Life sciences research and development laboratories or services (except biotechnology and nanotechnology research and development),250-999,916,1629689,0,17,440,2.09,2.33,44.0,65,0.12,0.43,4.85,16.79,1.28,0.9375
842929044,Greenview Floors International,Greenview Floors International Inc,ADAIRSVILLE,GA,3261,Vinyl floor coverings manufacturing,100-249,100,208000,0,10,180,9.62,24.04,36.0,909,1.39,1.98,4.85,6.90,3.08,0.9814
473377673,Onaga Health and Rehab,Onaga Health and Rehab,ONAGA,KS,6231,Nursing homes,20-49,43,59847,0,7,30,23.39,23.39,5.0,579,2.52,4.83,4.85,9.27,2.27,0.9404
770634140,Magic Laundry Services Inc,Magic Laundry Services Inc,MONTEBELLO,CA,8123,"Cleaners, drycleaning and laundry service (except coin-operated)",100-249,150,184360,0,10,0,10.85,11.93,,366,1.56,2.24,4.85,6.95,3.63,0.9894
208782926,Symbotic LLC,Symbotic Irvine,IRVINE,CA,4931,,50-99,52,101196,0,6,2,11.86,13.83,2.0,1541,1.49,2.44,4.85,7.97,2.87,0.9624
261852032,"Centerline Drivers, LLC","Air Fayre, CA Inc",GARDENA,CA,5613,Staffing,100-249,194,244863,0,13,383,10.62,11.43,34.8,129,0.69,2.19,4.85,15.30,1.47,0.9403
831507144,INW Proform Labs,INW Proform Labs,BENICIA,CA,3254,"Pharmaceutical preparations (e.g., capsules, liniments, ointments, tablets) manufacturing",100-249,211,465220,0,15,174,6.45,6.45,19.3,216,0.74,1.33,4.85,8.68,2.8,0.9712
953791362,"Superior Lithographics, Inc","Superior Lithographics, Inc.",LOS ANGELES,CA,3222,"Cartons, folding (except milk), made from purchased paperboard",100-249,109,223725,0,9,77,8.05,9.83,77.0,512,1.19,1.66,4.85,6.74,3.59,0.9949
237098388,EMERGE Enterprises,Second Chance,MINNEAPOLIS,MN,6241,"Social service centers, multipurpose",20-49,31,68072,0,6,47,17.63,73.45,23.5,561,0.00,3.64,4.85,,1.58,0.8333
383484805,"Ardan, Inc",West Hickory Haven,MILFORD,MI,6231,Nursing homes,100-249,101,158281,0,19,212,24.01,25.27,12.5,3657,3.20,4.95,4.85,7.51,2.57,0.9673
202291309,Palo Alto Concrete & Construction Inc.,Palo Alto Concrete & Construction Inc.,PALO ALTO,CA,2381,Footing and foundation concrete contractors,20-49,48,90496,0,6,233,13.26,19.89,38.8,1800,0.00,2.74,4.85,,2.34,0.9143
464350082,Curry Supply Holdings,Curry Rail Services - Hollidaysburg,HOLLIDAYSBURG,PA,4882,"Locomotive and rail car repair (except factory conversion, factory overhaul, factory rebuilding)",50-99,97,197251,0,8,277,8.11,11.15,39.6,35,0.00,1.67,4.85,,2.43,0.9333
020264124,"Harding Metals, Inc.","Harding Metals, Inc.",NORTHWOOD,NH,4239,"Recyclable materials (e.g., glass, metal, paper) merchant wholesalers",50-99,80,180502,0,10,103,11.08,14.40,14.7,264,1.36,2.28,4.85,8.14,2.61,0.9392
263224019,"All America Threaded Products, Mid-Atlantic Division",AATP - Mid Atlantic,LANCASTER,PA,3312,Drawing iron or steel wire from purchased iron or steel,50-99,89,179381,0,14,82,15.61,15.61,20.5,108,2.02,3.22,4.85,7.72,3.72,1.0
455472404,Tank Holding Corp,EnviCor,SMITHFIELD,NC,3261,"Tanks, storage, plastics or fiberglass, manufacturing",100-249,103,187824,0,9,6,9.58,11.71,3.0,909,1.39,1.98,4.84,6.87,3.07,0.9799
760569920,Hussmann Services Corporation,Hussmann Services Corporation - DFW,DFW AIRPORT,TX,8113,"Commercial refrigeration equipment installation, service and repair",100-249,102,222858,0,7,0,6.28,6.28,,203,0.79,1.30,4.84,7.92,2.75,0.9597
061310621,Feroleto Steel Company Inc.,Feroleto Steel Company Inc.,BRIDGEPORT,CT,4235,Steel merchant wholesalers,50-99,53,104264,0,7,396,13.43,13.43,79.2,228,1.90,2.77,4.84,7.06,3.7,0.9879
043294200,Trader Joe's,Trader Joe's 0674 Royal Oak,ROYAL OAK,MI,4451,Grocery Store,100-249,143,204536,0,15,571,14.67,23.47,47.6,8223,2.30,3.03,4.84,6.37,3.66,0.9852
010085930,Hannaford,08188 - Store  8188 Yarmouth,YARMOUTH,ME,4451,Grocery Stores,100-249,245,245063,0,18,312,14.69,15.51,44.6,8223,2.30,3.03,4.84,6.38,3.67,0.9854
263380031,MCAP Radford LLC,Commonwealth Senior Living at Radford,RADFORD,VA,6233,assisted living community,50-99,67,96900,0,12,55,24.77,24.77,5.0,2185,3.60,5.11,4.84,6.87,3.23,0.9794
870926678,Class Leasing LLC,"SCHOOLHOUSE MANUFACTURING,LLC",SAN JACINTO,CA,2362,Manufacturing building construction,100-249,200,506090,0,11,24,4.35,4.35,3.4,606,0.37,0.90,4.84,11.87,2.1,0.9246
364313318,LandCare USA LLC,Santa Rosa,SANTA ROSA,CA,5617,Landscape care and maintenance services,20-49,31,64064,0,5,6,15.61,18.73,6.0,2823,0.00,3.22,4.84,,2.55,0.9339
364487367,ihc construction companies llc,ihc construction companies llc,ELGIN,IL,2362,Commercial building construction general contractors,100-249,189,414229,0,9,412,4.35,4.35,68.7,606,0.37,0.90,4.84,11.87,2.1,0.9213
043294200,Trader Joe's,Trader Joe's 0510 Boston,BOSTON,MA,4451,Grocery Store,50-99,81,85009,0,6,52,14.12,18.82,10.4,5418,2.16,2.91,4.84,6.53,3.48,0.9873
223975411,Seattle Tree Care,Seattle Tree Care,SEATTLE,WA,5617,Arborist services,20-49,39,77101,0,6,0,15.56,23.35,,2823,0.00,3.22,4.83,,2.54,0.9332
010452598,"Freshwater Stone & Brickwork, Inc.","Freshwater Stone & Brickwork, Inc.",ORLAND,ME,4441,Building materials supply dealers,50-99,57,110089,0,8,1,14.53,14.53,1.0,1359,2.54,3.01,4.83,5.72,4.63,0.9974
204966670,Phil's BBQ of Point Loma Inc.,Phil's BBQ of Point Loma Inc.,SAN DIEGO,CA,7225,"Restaurants, carryout",100-249,124,143819,0,9,100,12.52,12.52,12.5,96,1.94,2.59,4.83,6.44,2.8,0.9583
842822572,ELM Logistics LLC,ELM Logistics LLC,SAN ANTONIO,TX,4921,"Courier services (i.e., intercity network) (except establishments operating under a universal service obligation)",100-249,115,160073,0,30,187,37.48,46.23,9.4,1273,6.60,7.77,4.83,5.68,4.42,0.9943
453087555,,30604 - Capstone Frito Lay Fresno CA,FRESNO,CA,4931,"Bonded warehousing, general merchandise",50-99,54,118565,0,7,0,11.81,11.81,,1541,1.49,2.44,4.83,7.94,2.85,0.9614
042855927,"Gentle Giant Moving Company, Inc.",Gentle Giant Moving Company Charlestown,CHARLESTOWN,MA,4842,"Van lines, moving and storage services",100-249,178,162213,0,11,163,13.56,17.26,18.1,197,2.14,2.81,4.83,6.33,3.17,0.9755
760117314,Grace Management,The Shores at Clear Lake,HOUSTON,TX,6233,Assisted-living facilities without on-site nursing care facilities,50-99,80,97270,0,12,7,24.67,24.67,1.4,2185,3.60,5.11,4.83,6.85,3.22,0.9788
582198841,Unifi Aviation LLC,Unifi Aviation Services Redmond-Bend,REDMOND BEND,OR,4881,Support Activities for Air Transportation,50-99,55,90098,0,7,26,15.54,17.76,8.7,367,1.77,3.21,4.83,8.76,2.78,0.9622
942755234,"Starwest Botanicals, Inc.",Main,SACRAMENTO,CA,3119,Spices and spice mix manufacturing,100-249,116,219091,0,14,44,12.78,13.69,5.5,265,2.13,2.65,4.83,6.01,3.72,0.9957
223865106,CenterPoint Energy,CenterPoint Energy - Humble,HUMBLE,TX,2211,Electric Services,50-99,93,210320,0,7,38,6.66,7.61,7.6,739,0.83,1.38,4.83,8.03,2.79,0.9593
921121153,Advantage Services Group LLC,Central Oregon Heating and Cooling LLC - Redmond,REDMOND,OR,2382,"Heating, ventilation and air-conditioning (HVAC) contractors",50-99,88,182603,0,9,114,9.86,15.33,14.3,2054,1.25,2.04,4.83,7.90,2.38,0.9436
010939034,WOODMARK LLC,Woodmark LLC,ST CHARLES,IL,2361,"Residential construction, single-family, general contractors",50-99,80,130921,0,6,113,9.17,13.75,18.8,458,0.00,1.90,4.83,,2.25,0.9286
932917778,James Thomas Productions LLC,James Thomas Productions LLC,AMBLER,PA,5613,Temporary Help Services,250-999,297,519543,1,18,1241,6.93,10.39,88.6,95,0.69,1.43,4.83,10.11,1.79,0.9245
884357842,Total Rehab Moorestown,Total Rehab Moorestown,MOORESTOWN,NJ,6231,Skilled nursing facilities,100-249,226,267760,0,32,157,23.90,26.14,7.1,3657,3.20,4.95,4.83,7.48,2.55,0.967
951987958,Trader Joe's,Trader Joe's 0096 Oro Valley,ORO VALLEY,AZ,4451,Grocery Store,50-99,89,127758,0,9,136,14.09,18.79,22.7,5418,2.16,2.91,4.83,6.51,3.48,0.987
341726655,Summa Health,Summa Health - Summa Care,AKRON,OH,5241,"Health insurance carriers, direct",100-249,212,326465,0,6,72,3.68,5.51,12.0,19,0.00,0.76,4.82,,2.54,0.875
471121246,Greenwood Fabricating & Plating,Greenwood Fabricating & Plating,GREENWOOD,SC,3328,Anodizing metals and metal products for the trade,100-249,134,251471,0,14,352,11.13,11.13,58.7,142,1.79,2.31,4.82,6.23,3.75,1.0
911872221,"Fiber Care Baths, Inc.","Fiber Care Baths, Inc.",ADELANTO,CA,3261,"Bathtubs, plastics, manufacturing",100-249,215,460269,0,22,1239,9.56,9.56,62.0,909,1.39,1.98,4.82,6.86,3.06,0.9785
381599388,Air-way Global Manufacturing,Hamilton,HAMILTON,IN,3329,"Control valves, fluid power, manufacturing",50-99,69,121821,0,6,2,9.85,9.85,2.0,327,1.31,2.05,4.82,7.52,2.58,0.9635
742794534,Tex-Mix Partners LTD,Tex-Mix New Braunfels,NEW BRAUNFELS,TX,3273,Ready-mix concrete manufacturing and distributing,20-49,30,71325,0,5,84,14.02,14.02,16.8,840,1.86,2.91,4.82,7.56,2.63,0.9628
010238552,Midcoast - 123 Med,Midcoast- 123 Medical Ctr Dr,BRUNSWICK,ME,6221,"Hospitals, general medical and surgical",250-999,701,1023548,0,50,57,9.77,16.61,3.4,1142,1.60,2.03,4.82,6.11,3.93,0.9934
363217398,"Scott Byron & Co., Inc.",Scott Byron Landscaping Services,LAKE BLUFF,IL,5617,Landscape care and maintenance services,250-999,331,512000,0,23,509,8.98,15.63,63.6,255,1.44,1.86,4.82,6.24,3.22,0.9785
474653438,PC Roseburg LLC,The Landing,ROSEBURG,OR,6233,Rest homes without nursing care,50-99,65,73000,0,9,12,24.66,24.66,3.0,2185,3.60,5.11,4.82,6.84,3.21,0.9782
911275815,DESC,The Morrison,SEATTLE,WA,6242,Homeless shelters,250-999,477,491397,0,45,183,18.32,18.72,4.3,16,3.13,3.80,4.82,5.85,3.07,1.0
900850829,"United Professional Staffing, LLC",Sable Hotel,CHICAGO,IL,5617,Janitorial services,50-99,58,121307,0,8,137,13.19,18.14,17.1,1158,1.82,2.74,4.82,7.23,2.86,0.9714
710683148,"TOKUSEN U.S.A., INC","TOKUSEN U.S.A., INC",CONWAY,AR,3312,Drawing iron or steel wire from purchased iron or steel,250-999,300,608898,0,22,613,7.23,12.15,29.2,19,0.93,1.50,4.82,7.73,2.4,1.0
455266000,"Valley Craft Industries, Inc","Valley Craft Industries, Inc.",LAKE CITY,MN,3339,"Stackers, industrial, truck-type, manufacturing",100-249,105,217803,0,8,4,7.35,15.61,2.0,287,0.93,1.52,4.82,7.90,2.82,0.9808
611776778,WVNH EMP LLC,Morgantown Healthcare Center,MORGANTOWN,WV,6231,Skilled nursing facilities,100-249,111,201430,0,24,193,23.83,33.76,8.0,3657,3.20,4.95,4.82,7.46,2.54,0.9667
200641188,Kendall Auto Holdings LLC,Kendall Subaru - Marysville,MARYSVILLE,WA,4411,"Automobile dealers, new only or new and used",100-249,133,208710,0,8,11,7.67,7.67,5.5,342,1.06,1.59,4.82,7.22,3.41,0.9846
853689722,Turnpoint Services T WEBBER SERVICE CORPORATION,99040054-WEB80 T WEBBER SERVICE CORPORATION,COLD SPRING,NY,2382,Plumbing Heating and AC Contractor,50-99,73,203204,0,10,259,9.84,11.81,28.8,2054,1.25,2.04,4.82,7.89,2.37,0.9428
881648610,Residence at Parkridge LLC,Residence at Parkridge LLC,PARK RIDGE,NJ,6233,Assisted-living facilities with on-site nursing facilities,50-99,72,129782,0,16,58,24.66,30.82,4.8,2185,3.60,5.11,4.82,6.84,3.21,0.9776
391413708,724 SE Region,ABC Supply 487,SARASOTA,FL,4233,"Roofing, Siding and Insulation Merchant Wholesalers",20-49,40,85702,0,8,211,18.67,23.34,30.1,1072,2.52,3.87,4.82,7.41,2.79,0.9569
223766253,Horizon Services LLC,Hutchinson Plumbing Heating & Cooling,CHERRY HILL,NJ,2382,"Heating, ventilation and air-conditioning (HVAC) contractors",100-249,186,371372,0,15,515,8.08,10.77,51.5,1418,0.96,1.67,4.82,8.39,2.58,0.9595
943091070,Omega Extruding Corp of CA,Omega Extruding Corp of CA,RANCHO CUCAMONGA,CA,3261,"Bags, plastics film, single wall or multiwall, manufacturing",100-249,115,209924,0,10,26,9.53,11.43,13.0,909,1.39,1.98,4.81,6.83,3.04,0.9771
473345529,Colby Health & Rehab,Colby Health & Rehab,COLBY,KS,6231,Skilled nursing facilities,20-49,35,60289,0,7,101,23.22,23.22,14.4,579,2.52,4.83,4.81,9.21,2.25,0.9371
150556500,Raymour and Flanigan Furniture,JFK SERVICE CENTER,LAWRENCE,NY,4931,Service Center- Furniture,50-99,58,119261,0,7,680,11.74,11.74,97.1,1541,1.49,2.44,4.81,7.89,2.83,0.9603
150539129,Springbrook NY Inc,"Springbrook NY Inc - GEMS School 440, 439",ONEONTA,NY,6232,,50-99,53,104014,0,9,24,17.31,19.23,3.0,351,2.00,3.60,4.81,8.66,2.44,0.9694
133175324,Parkchester Preservation Company LP,Parkchester South Condominium,BRONX,NY,5311,Lessors of Residential Buildings and Dwellings,250-999,265,460854,0,20,715,8.68,10.42,35.8,47,1.40,1.80,4.81,6.20,3.61,1.0
410834686,Jerry's Enterprises,Broadway Bakery - 5508,MINNEAPOLIS,MN,3118,Grocery Stores,100-249,129,190129,0,17,124,17.88,21.04,9.5,272,2.78,3.72,4.81,6.43,2.87,0.9879
341245650,"Olympic Steel, Inc.",Chambersburg Division,CHAMBERSBURG,PA,4235,Metals service centers,100-249,158,326910,0,15,351,9.18,10.40,31.9,72,1.54,1.91,4.81,5.98,3.16,1.0
200602784,WINCO FOODS,Keizer 153,KEIZER,OR,4451,Store,50-99,90,114195,0,8,145,14.01,19.27,24.2,5418,2.16,2.91,4.81,6.48,3.45,0.9867
383492464,West Woods of Niles,West Woods of Niles,NILES,MI,6231,Nursing homes,100-249,118,201483,0,24,162,23.82,26.80,6.8,3657,3.20,4.95,4.81,7.45,2.54,0.9664
